patch_id,corner,bivariate_id,n_pixels,area_m2,elevation,inland_position,slope,building_50m,impervious_50m,canopy_height_max,southness,tpi_50m
864,cool-stable,1,11,1100.0,18.613,2648.2446,2.89114,0.0027636364,0.02413019,25.858,-0.87126625,0.28511962
865,cool-stable,1,46,4600.0,4.826,1413.2053,0.43851578,0.0011478261,0.119653784,23.788,0.35357988,-0.02053998
866,cool-stable,1,14,1400.0,1.715,79.36253,3.5307302,0.0,0.053932983,27.548,-0.7866944,-0.19769998
867,cool-stable,1,44,4400.0,2.856,107.70329,7.711702,0.0,0.0016133558,27.117,-0.47740045,-0.57251996
868,cool-stable,1,35,3500.0,19.731,3000.0,5.2616754,0.0025257142,0.031915344,27.304,0.7705938,0.06131958
869,cool-stable,1,9,900.0,17.511,657.87537,1.9930971,0.0,0.0,21.63,-0.5805975,-0.3007193
870,cool-stable,1,68,6800.0,15.922501,180.0,3.13098,0.0,0.0,26.476,0.06361951,-0.20160022
871,cool-stable,1,13,1300.0,15.439,2405.5352,2.0992181,0.0,0.1963438,24.527,-0.7960187,0.14264031
872,cool-stable,1,123,12300.0,8.132,1777.6671,1.3007239,0.0,0.03168323,27.639,-0.83975744,-0.10659975
873,cool-stable,1,15,1500.0,8.987,1853.1055,4.569649,0.00048,0.016502058,27.357,0.17849816,-0.74203986
874,cool-stable,1,27,2700.0,28.267,2420.0205,3.5277333,0.033422224,0.1598354,24.852,0.8985743,-0.079679035
875,cool-stable,1,9,900.0,0.714,214.7091,1.0781838,0.0,0.0,23.141,-0.011430438,-0.58656
876,cool-stable,1,9,900.0,1.073,41.231056,2.9604151,0.0,0.0,28.013,-0.99868447,-0.28880006
877,cool-stable,1,36,3600.0,24.9885,2305.5693,2.1503491,0.018333334,0.22827159,27.926,0.5033451,-0.21279976
878,cool-stable,1,54,5400.0,10.3435,80.0,10.110995,0.003562963,0.015486968,27.3975,0.96825767,-0.20772004
879,cool-stable,1,15,1500.0,24.96,1932.149,3.419351,0.14442666,0.208107,27.909,0.31864536,0.015960312
880,cool-stable,1,44,4400.0,25.140999,3000.0,2.284014,0.01140909,0.045367565,26.606,0.11659014,-0.34801996
881,cool-stable,1,50,5000.0,10.5305,2438.6367,4.830171,0.020056,0.033780247,26.084,-0.5071217,-0.07952003
882,cool-stable,1,15,1500.0,22.297,156.52477,2.8653371,0.0,0.0,23.486,0.13112703,-0.0551194
883,cool-stable,1,18,1800.0,24.785,2255.582,0.71855843,0.009177778,0.15621398,27.192,-0.3513283,-0.13630074
884,cool-stable,1,9,900.0,25.818,2206.1958,2.1607163,0.062266666,0.3265295,24.428,0.4773972,0.11724076
885,cool-stable,1,87,8700.0,11.041,100.0,5.476357,0.0075310348,0.0028309918,20.498,-0.72892094,0.07583965
886,cool-stable,1,18,1800.0,16.917,1988.0386,3.538908,0.0,0.22089164,23.829498,-0.9059297,0.115720734
887,cool-stable,1,97,9700.0,4.234,1261.4277,0.4746988,0.008824742,0.03528064,24.327,0.63625723,-0.036959857
888,cool-stable,1,10,1000.0,25.6545,2671.0005,2.7731528,0.0,0.1978395,24.5615,0.056643743,0.38489932
889,cool-stable,1,45,4500.0,26.496,2416.2988,1.646922,0.050826665,0.27436763,26.847,-0.25594488,-0.15839928
890,cool-stable,1,53,5300.0,4.544,358.46896,4.9230785,0.0,0.0,26.416,0.044771314,-0.012119923
891,cool-stable,1,10,1000.0,9.3855,1726.977,1.4057958,0.0,0.14764199,24.306,-0.9427391,-0.049980048
892,cool-stable,1,9,900.0,4.293,1319.7349,0.1881971,0.0,0.06508916,24.591,0.2701945,-0.061119784
893,cool-stable,1,13,1300.0,16.2,266.83328,4.7237597,0.0,0.0,26.698,-0.46851736,0.20552002
894,cool-stable,1,22,2200.0,11.592,99.497475,7.793416,0.0,0.0053198654,19.4975,-0.9000837,0.29806006
895,cool-stable,1,14,1400.0,27.124,3000.0,0.30155545,0.0,0.0015167549,27.038,0.43105978,-0.16116035
896,cool-stable,1,66,6600.0,17.744,2603.5444,0.86246324,0.004430303,0.05241302,25.475498,-0.3500836,-0.14963979
897,cool-stable,1,30,3000.0,18.3025,3000.0,5.711153,0.0,0.13635802,26.424,0.9042753,0.028259601
898,cool-stable,1,13,1300.0,32.154,2950.5422,9.865215,0.058092304,0.43540362,6.187,-0.2180638,-0.08107925
899,cool-stable,1,10,1000.0,13.5295,1364.6052,11.867237,0.009880001,0.012123457,23.4315,-0.94561183,0.17153987
900,cool-stable,1,1002,100200.0,8.987,948.5779,0.93798447,0.0,0.0013937558,26.529,-0.12188213,-0.10991995
901,cool-stable,1,32,3200.0,17.61,587.6222,3.2957184,0.0,0.0,22.2665,0.4899156,-0.3289199
902,cool-stable,1,23,2300.0,11.185,1312.4404,5.596399,0.0,0.0,22.916,-0.73753387,0.36628032
903,cool-stable,1,26,2600.0,16.066,2131.349,1.2629681,0.017630769,0.13467711,26.714,-0.87243295,-0.28485984
904,cool-stable,1,19,1900.0,15.886,2278.4424,0.7068599,0.0,0.25583497,28.603,-0.0050657913,-0.046480063
905,cool-stable,1,15,1500.0,20.519,3000.0,3.095395,0.020373333,0.072814815,30.538,0.051996946,-0.27927986
906,cool-stable,1,48,4800.0,27.0525,2602.6714,3.5397296,0.0,0.11340792,26.0895,-0.25954038,0.07095985
907,cool-stable,1,40,4000.0,16.493,2101.2974,0.54335713,0.00064,0.11947839,25.136501,-0.44735757,-0.093180776
908,cool-stable,1,201,20100.0,7.98,1625.9459,0.80425996,0.0011860697,0.035403844,27.303,-0.046104766,-0.050920084
909,cool-stable,1,52,5200.0,1.1405001,1145.8839,1.3579583,0.0,0.0,24.8285,-0.22558679,-0.24600002
910,cool-stable,1,19,1900.0,18.307,2634.236,1.4149677,0.0,0.00010396361,27.242,-0.38220936,-0.29292008
911,cool-stable,1,129,12900.0,4.364,1200.7498,0.650179,0.007336434,0.04877787,25.714,0.10898154,-0.07011993
912,cool-stable,1,9,900.0,19.333,537.5872,3.2763593,0.0,0.0,21.87,-0.18205462,0.24516071
913,cool-stable,1,47,4700.0,12.332,1611.9863,5.242683,0.0030638296,0.04856055,27.264,-0.90628964,-0.2178799
914,cool-stable,1,27,2700.0,26.204,2687.3408,2.977719,0.0,0.102583446,29.937,-0.14973803,-0.0318795
915,cool-stable,1,9,900.0,14.914,1334.1664,2.4875288,0.066933334,0.19998628,25.462,-0.8981512,-0.02916031
916,cool-stable,1,16,1600.0,17.249,2190.7417,3.4762506,0.09725,0.1279861,28.0745,-0.9641993,-0.3235192
917,cool-stable,1,10,1000.0,26.404999,1633.386,5.8077884,0.0,0.102,27.6735,-0.3782774,0.21360023
918,cool-stable,1,62,6200.0,33.3415,2939.0984,13.136137,0.0,0.35231978,2.238,-0.96373045,-1.3509803
919,cool-stable,1,20,2000.0,25.248001,2200.055,0.67540777,0.10864,0.24994445,24.605999,0.30785424,-0.036999855
920,cool-stable,1,17,1700.0,9.679,1210.3718,3.5796077,0.033835296,0.1974873,25.127,0.47670576,-0.17223978
921,cool-stable,1,494,49400.0,4.7025,90.0,3.6792493,0.0011295546,0.0,24.5525,-0.42794442,-0.17361997
922,cool-stable,1,11,1100.0,9.583,67.08204,1.7348993,0.13149092,0.12934905,21.085,0.86599517,-0.15932035
923,cool-stable,1,39,3900.0,19.273,2134.596,2.8556607,0.0077128205,0.08115859,29.019,-0.70109105,-0.023078995
924,cool-stable,1,40,4000.0,16.2325,2211.266,1.3978196,0.0075000003,0.13801852,25.9015,-0.71303284,-0.1978398
925,cool-stable,1,68,6800.0,17.02,3000.0,5.358444,0.0,0.11311547,27.8445,0.75207394,-0.0699403
926,cool-stable,1,9,900.0,27.409,1648.4235,9.802834,0.034355555,0.11260632,17.759,0.43247026,-0.91736007
927,cool-stable,1,27,2700.0,16.222,2110.2607,1.4337114,0.021022223,0.07698674,27.863,-0.95632786,-0.3302398
928,cool-stable,1,10,1000.0,16.216,2402.0303,7.149996,0.0,0.0,26.6605,-0.7858553,0.5479007
929,cool-stable,1,10,1000.0,21.411999,2612.1133,4.416628,0.10328001,0.2561358,25.543,-0.29207104,0.51863945
930,cool-stable,1,76,7600.0,13.7705,3000.0,0.75571287,0.0,0.01686972,25.2225,0.03940627,-0.078620315
931,cool-stable,1,10,1000.0,16.920502,1558.8859,4.4913454,0.03288,0.116493836,26.4105,0.5942962,-1.4421203
932,cool-stable,1,10,1000.0,12.2465,1590.2043,1.0378782,0.0486,0.06412346,22.6185,0.02282153,-0.16913994
933,cool-stable,1,15,1500.0,17.43,2040.0979,1.8984313,0.025893332,0.15516049,24.241,-0.08079065,-0.25060004
934,cool-stable,1,12,1200.0,16.301498,2299.75,1.5497746,0.0,0.18532921,26.710999,-0.72577214,-0.058939837
935,cool-stable,1,21,2100.0,14.263,3000.0,0.8687046,0.0018285715,0.101657845,25.238,-0.07369907,-0.19047977
936,cool-stable,1,12,1200.0,21.355999,3000.0,3.3190398,0.0858,0.18853909,27.456,-0.45382822,-0.55892026
937,cool-stable,1,9,900.0,25.023,2048.0479,1.5024837,0.16057777,0.34714678,23.758,0.92158043,0.16739906
938,cool-stable,1,30,3000.0,3.8925,1170.8757,0.3595517,0.0,0.06111111,23.465,0.1744644,-0.047280066
939,cool-stable,1,25,2500.0,0.824,490.408,0.15842657,0.0,0.0,17.53,-0.60577077,0.002520001
940,cool-stable,1,91,9100.0,16.834,2291.0479,1.7396674,0.0,0.048163075,25.968,0.49577478,-0.13155922
941,cool-stable,1,12,1200.0,22.1865,3000.0,3.6480694,0.0,0.0688786,28.44,0.8419431,-0.05199936
942,cool-stable,1,51,5100.0,8.818,1490.0,3.1708355,0.002807843,0.04048414,27.33,0.5170896,-0.17932026
943,cool-stable,1,38,3800.0,18.4165,1608.1191,10.648538,0.004263158,0.35090643,10.712,0.91792554,-0.73242044
944,cool-stable,1,14,1400.0,10.068001,1220.1831,7.4766345,0.046085715,0.07373016,24.9685,0.9218203,-0.022279844
945,cool-stable,1,11,1100.0,25.632,2220.0225,2.2903814,0.0062181815,0.20116724,25.097,0.054067902,0.07332062
946,cool-stable,1,166,16600.0,3.9405,1085.8403,0.5702044,0.012233736,0.09552878,25.1515,-0.1333713,-0.013619995
947,cool-stable,1,26,2600.0,6.5975,51.925823,7.740798,0.0,0.0,25.2735,0.90340185,-0.40549994
948,cool-stable,1,18,1800.0,25.605999,2136.457,4.575742,0.0,0.0021742112,25.934,0.39486182,0.7624197
949,cool-stable,1,45,4500.0,24.734,2904.1006,0.46286616,0.0,0.082375854,26.087,0.77277964,-0.12004005
950,cool-stable,1,36,3600.0,18.9525,1521.0029,3.385408,0.0,0.0,26.9025,-0.09957115,0.3032403
951,cool-stable,1,11,1100.0,13.338,693.1089,1.6867265,0.0,0.0,21.767,-0.46877566,-0.37084043
952,cool-stable,1,13,1300.0,21.13,2066.035,3.8421829,0.043015383,0.041006647,29.061,-0.98172575,0.18208054
953,cool-stable,1,39,3900.0,31.101,2851.561,11.125416,0.0,0.5165495,1.378,0.7945146,-1.2083195
954,cool-stable,1,22,2200.0,12.375,1140.7233,8.465992,0.059418187,0.08443322,23.3575,0.46604192,0.45420033
955,cool-stable,1,18,1800.0,17.442,2164.544,3.5076346,0.03268889,0.067249656,31.845001,0.84855485,-0.27142054
956,cool-stable,1,12,1200.0,18.138,3000.0,3.468903,0.0,0.026728397,35.783997,0.8999203,-0.09791961
957,cool-stable,1,18,1800.0,11.7675,1473.3269,0.6656923,0.0,0.00627572,24.7355,0.18393454,-0.12514013
958,cool-stable,1,22,2200.0,22.831001,2017.3,5.546076,0.0028181819,0.06570707,25.620499,-0.9083914,-0.11133957
959,cool-stable,1,40,4000.0,18.0285,3000.0,2.2970238,0.0,0.030021604,28.717,0.8870938,-0.3485003
960,cool-stable,1,28,2800.0,19.687,338.89487,1.8439033,0.0,0.04525573,22.527,0.4014849,-0.39076006
961,cool-stable,1,26,2600.0,21.715,2091.3271,4.667596,0.011815385,0.05225071,27.1115,0.10744856,-0.2911998
962,cool-stable,1,59,5900.0,16.482,3000.0,2.968382,0.0,0.029127432,29.329,0.9655552,-0.08739914
963,cool-stable,1,19,1900.0,25.683,2208.71,5.615436,0.036526315,0.09122157,25.868,0.3482836,-0.9213203
964,cool-stable,1,21,2100.0,3.89,1080.0463,0.5202871,0.0,0.21412699,23.277,-0.3168108,-0.021079969
965,cool-stable,1,11,1100.0,15.356,1225.3978,11.107231,0.030909091,0.071077436,26.839,-0.8319722,-0.80608004
966,cool-stable,1,26,2600.0,24.826,2945.4443,0.6047641,0.0,0.08223172,26.2485,0.10122955,-0.18554035
967,cool-stable,1,10,1000.0,18.478,1021.4938,3.8743477,0.0,0.0,23.119,-0.42610288,0.1579205
968,cool-stable,1,21,2100.0,13.724,3000.0,3.2358124,0.018723808,0.04686067,31.924,-0.56490403,0.15263954
969,cool-stable,1,15,1500.0,14.38,1480.0,6.3910575,0.019013334,0.04325103,29.139,0.26833504,-0.3950398
970,cool-stable,1,12,1200.0,7.2054996,1436.4807,2.6676164,0.0,0.10461935,26.3595,0.50321853,-0.57036006
971,cool-stable,1,12,1200.0,12.2115,1744.6611,13.012872,0.020566666,0.34047326,5.6866283,-0.25406674,-2.3681798
972,cool-stable,1,286,28600.0,11.990999,1386.4163,1.2838614,0.007492308,0.026573857,29.1585,-0.91722846,-0.10500002
973,cool-stable,1,23,2300.0,11.961,1275.3431,3.1786716,0.0031130437,0.12409017,26.134,-0.18666065,-0.33372003
974,cool-stable,1,9,900.0,15.252,1176.1803,14.711569,0.07048889,0.07641975,24.532,-0.55596364,-0.5889602
975,cool-stable,1,18,1800.0,12.7255,690.106,2.630807,0.0,0.0,25.467,-0.7842672,-0.54134005
976,cool-stable,1,1608,160800.0,17.052502,2724.656,2.7815342,0.00053383084,0.007754438,29.939999,-0.26979056,-0.052020416
977,cool-stable,1,35,3500.0,14.183,3000.0,1.2357324,0.0,0.010708994,24.52,0.24770097,-0.29507992
978,cool-stable,1,14,1400.0,14.0355,3000.0,1.0711956,0.00020000001,0.027169313,25.428501,-0.15218613,-0.26528
979,cool-stable,1,9,900.0,11.925,1455.8159,6.83127,0.0,0.18292181,19.726,0.7519786,0.10231991
980,cool-stable,1,24,2400.0,1.0465,1187.8761,0.32564694,0.0,0.16338992,22.817501,-0.21199323,-0.07481997
981,cool-stable,1,13,1300.0,0.9,579.74133,0.17142366,0.0,0.0,21.29,-0.9250809,-0.07067998
982,cool-stable,1,14,1400.0,26.109001,3000.0,7.850054,0.014714286,0.09281305,27.751,0.4544608,0.44614
983,cool-stable,1,10,1000.0,1.115,1207.8628,0.78110045,0.0,0.00037037037,24.1285,-0.33030313,-0.010379983
984,cool-stable,1,17,1700.0,21.61,2035.387,3.7488956,0.020894118,0.063035585,27.21,0.8468594,0.12179954
985,cool-stable,1,13,1300.0,22.276,3000.0,2.842441,0.023938464,0.23813866,27.469,0.50747395,-0.6592009
986,cool-stable,1,9,900.0,22.482,1531.0127,1.4374828,0.083511114,0.441797,24.778,0.6706338,-0.29171944
987,cool-stable,1,10,1000.0,8.7105,1405.0178,5.8843517,0.0,0.1832963,23.643501,0.45804346,-0.006819917
988,cool-stable,1,20,2000.0,12.9465,1465.7244,12.914415,0.0,0.5459321,10.0935,0.95553434,-0.28058016
989,cool-stable,1,34,3400.0,27.0075,2257.9082,0.9262763,0.026529413,0.029179376,26.499,0.16957909,-0.18484005
990,cool-stable,1,61,6100.0,13.208,1722.6143,2.0254045,0.014708197,0.09667881,25.69,0.8822355,-0.1786396
991,cool-stable,1,66,6600.0,15.476999,3000.0,3.0003386,0.005466667,0.0041900487,27.661,0.40425205,0.060839538
992,cool-stable,1,13,1300.0,23.446,1420.2112,18.284101,0.0,0.0,21.529,-0.07316654,0.48127922
993,cool-stable,1,190,19000.0,16.663,1124.433,6.6085043,0.0019789475,0.01957245,26.291,0.9042434,-0.114840075
994,cool-stable,1,13,1300.0,12.09,834.386,2.7529442,0.0,0.0,23.141,0.0748675,0.4017597
995,cool-stable,1,12,1200.0,9.650499,210.43219,2.578528,0.0,0.0,20.804,0.7533139,0.06671971
996,cool-stable,1,21,2100.0,12.613,1650.9694,1.3559793,0.008285714,0.012463258,26.093,0.816843,-0.10787987
997,cool-stable,1,34,3400.0,16.9235,1017.0298,6.25747,0.03655294,0.06995279,25.5245,-0.6208736,-0.7587192
998,cool-stable,1,17,1700.0,15.784,2071.183,0.95452553,0.014305882,0.15002178,30.924,0.41750017,-0.15660042
999,cool-stable,1,9,900.0,12.722,764.0026,3.6343274,0.0,0.0,23.735,-0.49220553,-0.96276003
1000,cool-stable,1,27,2700.0,27.197,2037.6947,1.8457042,0.017703703,0.07958847,25.716,0.28371164,-0.315999
1001,cool-stable,1,11,1100.0,25.162,2705.6238,5.130209,0.036399998,0.11147025,28.956,0.63405627,-0.78464013
1002,cool-stable,1,124,12400.0,1.4685,1042.1853,1.3123815,0.014787097,0.050246913,26.312,0.13413095,-0.099720016
1003,cool-stable,1,16,1600.0,13.716,2154.4604,5.348245,0.000225,0.00341821,24.425499,-0.32968324,0.0066199685
1004,cool-stable,1,10,1000.0,34.356,2956.6099,11.712429,0.0,0.29617283,2.824,-0.98340756,-1.2836609
1005,cool-stable,1,107,10700.0,12.219,1506.5525,0.6403458,0.0038654206,0.032428753,28.547,-0.59046286,-0.037519723
1006,cool-stable,1,12,1200.0,16.7415,2346.9434,2.7627478,0.0,0.24511318,23.856499,-0.28196084,-0.34532014
1007,cool-stable,1,93,9300.0,21.885,2572.6638,3.5017283,0.00097204297,0.03855038,26.631,-0.88712627,-0.11243927
1008,cool-stable,1,23,2300.0,12.938,1414.2136,2.3135376,0.009391304,0.18340312,27.42,0.08716281,-0.22852
1009,cool-stable,1,9,900.0,17.595,1166.0618,1.5835044,0.0,0.0,22.223,0.9083809,-0.9483207
1010,cool-stable,1,154,15400.0,6.9729996,287.48755,2.9380322,0.0,0.000110630106,23.7835,-0.19316062,-0.18740016
1011,cool-stable,1,21,2100.0,24.71,1817.3058,2.2279859,0.026038095,0.11182834,24.815,0.16064648,-0.34691933
1012,cool-stable,1,20,2000.0,12.1565,1749.9426,1.1819732,0.029539999,0.072530866,25.2925,0.60386443,-0.15219998
1013,cool-stable,1,16,1600.0,22.7145,445.75772,17.41476,0.0,0.0,17.55,-0.87145984,-0.50922024
1014,cool-stable,1,19,1900.0,12.173,303.64453,3.3380117,0.0,0.010890189,22.444,0.35338193,0.3206797
1015,cool-stable,1,38,3800.0,17.064,1064.7251,3.2351024,0.0,0.0,23.184,0.5867918,-0.27540022
1016,cool-stable,1,19,1900.0,1.208,31.622776,4.403686,0.0,0.0,24.356,-0.9673686,-0.25959992
1017,cool-stable,1,47,4700.0,4.518,888.4256,3.4004822,0.03196596,0.25800893,23.741,0.20313437,-0.18868
1018,cool-stable,1,12,1200.0,11.556,1163.3141,4.9534283,0.0,0.00021604938,23.9925,-0.52801454,0.015059702
1019,cool-stable,1,19,1900.0,16.681,2217.7466,3.9950092,0.0,0.10060429,24.265,-0.60451466,-0.5315602
1020,cool-stable,1,17,1700.0,18.872,2290.786,1.7424906,0.0023058823,0.0,23.599,-0.7938444,-0.23760018
1021,cool-stable,1,10,1000.0,18.747,2443.2026,1.312537,0.058239996,0.13576543,25.0665,-0.73414385,-0.28280044
1022,cool-stable,1,108,10800.0,15.198,3000.0,2.2055533,0.0068037035,0.043182444,28.037498,0.2828639,-0.11825964
1023,cool-stable,1,9,900.0,2.623,1290.3489,3.7818801,0.0,0.40916324,25.077,0.67818063,-1.03772
1024,cool-stable,1,64,6400.0,4.0804996,43.573883,5.323325,0.0,0.0,23.849,-0.86270547,-0.33876002
1025,cool-stable,1,10,1000.0,15.432,2119.87,3.7022915,0.0,0.32182714,24.946499,-0.47079766,-0.10071988
1026,cool-stable,1,37,3700.0,14.243,2852.7178,4.2072043,0.0,0.051438104,26.596,-0.10921373,-0.0124000935
1027,cool-stable,1,9,900.0,11.092,930.0538,5.1996765,0.0548,0.22053498,21.998,0.13016006,0.7713199
1028,cool-stable,1,56,5600.0,20.321499,2618.873,1.1374859,0.0,0.034232803,27.321,-0.18351814,-0.11269978
1029,cool-stable,1,38,3800.0,10.1825,1225.082,8.4946995,0.014178948,0.04451592,26.685001,-0.0013047252,-0.23602048
1030,cool-stable,1,25,2500.0,15.655,845.99054,4.0300555,0.0,0.0,23.381,0.7394449,-0.14332001
1031,cool-stable,1,15,1500.0,20.754,2710.6458,3.0539997,0.012853334,0.035259258,25.586,0.66955245,-0.37983918
1032,cool-stable,1,30,3000.0,8.174,1248.6589,3.0244372,0.00038666665,0.026502056,27.3065,-0.05688623,-0.6868199
1033,cool-stable,1,24,2400.0,1.062,1012.4969,0.3869508,0.0,0.0,24.554,0.20945592,-0.03883996
1034,cool-stable,1,12,1200.0,3.4980001,134.53624,2.9187317,0.0,0.0,25.483,0.77219033,-0.51678
1035,cool-stable,1,49,4900.0,7.105,101.98039,3.6431139,0.0,0.0,24.683,-0.25845492,-0.32748017
1036,cool-stable,1,15,1500.0,11.827,2917.276,1.1822082,0.0,0.0,21.474,0.7669368,0.09295982
1037,cool-stable,1,9,900.0,25.341,2473.0952,4.012617,0.0,0.103155,31.445,-0.9844506,-0.25095925
1038,cool-stable,1,41,4100.0,18.431,1315.2186,6.8166623,0.0071024387,0.15381813,26.483,-0.9082502,-0.5102806
1039,cool-stable,1,18,1800.0,5.566,1033.1743,12.8006935,0.0,0.03255144,26.1325,-0.57083356,-0.17743994
1040,cool-stable,1,12,1200.0,8.836,424.6167,12.224253,0.0,0.26358023,6.71,0.78187937,1.0459803
1041,cool-stable,1,16,1600.0,0.8825,90.0,2.3683321,0.0,0.0,23.833,-0.45104825,-0.50036
1042,cool-stable,1,17,1700.0,22.406,2361.779,2.6744256,0.023882352,0.092904866,27.508,0.57855177,0.1830809
1043,cool-stable,1,21,2100.0,17.074,2049.4146,4.356779,0.04135238,0.13310406,29.452,0.74472034,-0.0410799
1044,cool-stable,1,18,1800.0,12.578,1026.3748,1.7097914,0.0,2.7434842e-05,24.011,0.7519611,-0.17949963
1045,cool-stable,1,42,4200.0,6.281,100.249374,3.022026,0.0,0.0,23.0155,-0.39874023,-0.30242008
1046,cool-stable,1,14,1400.0,19.2495,1800.4146,2.1666603,0.023571428,0.12709877,29.3455,-0.43148923,-0.15120034
1047,cool-stable,1,11,1100.0,21.98,3000.0,1.6260124,0.1488,0.3716386,25.76,-0.4078321,0.089359894
1048,cool-stable,1,35,3500.0,1.11,1202.0815,0.7707395,0.0,0.12121694,24.658,0.9046864,-0.12048003
1049,cool-stable,1,644,64400.0,1.423,746.3913,1.4049499,0.003642236,0.02010678,26.959,-0.32489622,-0.10999999
1050,cool-stable,1,28,2800.0,4.6595,191.04973,4.5371914,0.0,0.0,24.301498,0.79986453,-0.11585998
1051,cool-stable,1,35,3500.0,1.391,139.28389,0.98241407,0.0,0.0,25.692,-0.30834424,-0.10776003
1052,cool-stable,1,108,10800.0,18.331001,2251.1108,1.828686,0.0,0.007932099,27.0895,0.6330966,-0.1480597
1053,cool-stable,1,23,2300.0,1.488,1190.0,1.5322866,0.0,0.15117015,26.039,0.6290606,-0.09656004
1054,cool-stable,1,76,7600.0,24.524502,1188.4865,6.966751,0.013878948,0.08462963,27.4775,-0.5066488,-0.30231965
1055,cool-stable,1,26,2600.0,2.843,862.84326,3.3823705,0.059553847,0.048993353,26.539501,0.812232,-0.29579994
1056,cool-stable,1,69,6900.0,17.175,1827.0469,2.709,0.018243479,0.09317588,28.406,-0.19678108,-0.0676791
1057,cool-stable,1,10,1000.0,21.8765,2686.601,2.598554,0.055519998,0.14995062,26.761002,0.45753753,-0.6202194
1058,cool-stable,1,16,1600.0,8.9105,428.65823,13.081264,0.005075,0.16726851,7.872,-0.7552998,0.75254047
1059,cool-stable,1,65,6500.0,1.704,1159.4827,1.2643362,0.0006092308,0.14894587,24.782,0.53974414,-0.14076
1060,cool-stable,1,10,1000.0,14.628,1181.2281,0.23310465,0.0,0.0,21.689,-0.668399,-0.06340021
1061,cool-stable,1,67,6700.0,10.188,957.07886,2.4884822,0.0,0.019087894,25.536,-0.2691619,-0.40955994
1062,cool-stable,1,23,2300.0,20.017,1339.5896,0.80295753,0.0,0.09464841,26.818,0.23681639,-0.2281192
1063,cool-stable,1,11,1100.0,21.972,1087.0603,16.654531,0.00018181819,0.15560044,23.728,-0.8401868,-0.104120485
1064,cool-stable,1,63,6300.0,25.13,2778.4888,3.1907477,0.02199365,0.06442092,24.796,-0.4165726,-0.1568402
1065,cool-stable,1,9,900.0,15.733,823.46826,5.4147177,0.0,0.011742112,23.306,0.88850945,-0.030000076
1066,cool-stable,1,42,4200.0,25.3025,1133.6001,3.0927553,0.02102857,0.065875955,30.168,-0.74055004,-0.27512026
1067,cool-stable,1,13,1300.0,22.674,1132.166,8.23572,0.0,0.0,28.119,0.18980676,-0.036960676
1068,cool-stable,1,10,1000.0,17.5555,1189.3273,1.7830446,0.0,0.0,24.908,-0.2930577,0.025740566
1069,cool-stable,1,9,900.0,19.555,2604.0354,6.712933,0.008222222,0.070452675,26.344,0.92319584,0.15064041
1070,cool-stable,1,35,3500.0,21.485,2675.687,2.3423371,0.022297142,0.02908642,24.693,-0.57351696,-0.14288017
1071,cool-stable,1,11,1100.0,8.392,1960.8417,4.2215123,0.0,0.0,24.858,0.3395332,0.80272
1072,cool-stable,1,25,2500.0,10.434,1863.0083,0.36341143,0.0172,0.06814814,24.074,0.73369044,-0.20111984
1073,cool-stable,1,74,7400.0,21.799,984.5303,4.220383,0.0056,0.031798467,22.946,0.42107654,-0.25961986
1074,cool-stable,1,14,1400.0,11.774,791.58075,4.0561695,0.0,0.023844797,26.8485,0.8896527,-0.2978
1075,cool-stable,1,79,7900.0,5.07,219.31714,3.996906,0.0003594937,0.030748554,22.934,0.8988944,-0.35439995
1076,cool-stable,1,122,12200.0,4.1875,79.051254,4.534644,0.0022721312,1.1131349e-05,24.2855,0.5038315,-0.17797998
1077,cool-stable,1,14,1400.0,24.694,1755.5463,4.6383066,0.005142857,0.1985097,25.5755,0.96146154,-0.13829982
1078,cool-stable,1,17,1700.0,8.02,1100.727,1.1604345,0.0,0.0,30.347,-0.58007014,-0.40263999
1079,cool-stable,1,63,6300.0,8.127,1802.3596,3.9542298,0.0,0.0,26.325,-0.85296315,0.13527979
1080,cool-stable,1,22,2200.0,21.6825,1317.1555,4.207243,0.07127272,0.33513469,25.557,0.04963453,-0.17588013
1081,cool-stable,1,20,2000.0,9.1545,684.0641,9.177235,0.0033999998,0.020759258,23.046,0.13818769,0.77061987
1082,cool-stable,1,46,4600.0,20.1815,1267.6553,1.1262507,0.0053217392,0.21473698,27.897,-0.5505051,-0.20841965
1083,cool-stable,1,19,1900.0,17.343,2562.2256,1.0335929,0.0,0.0048538013,27.096,0.70017284,0.013040772
1084,cool-stable,1,85,8500.0,25.979,2859.7378,2.917787,0.020310588,0.10672622,29.734,-0.04521538,-0.09836067
1085,cool-stable,1,59,5900.0,2.089,31.622776,4.685087,0.0011050848,0.0,24.413,-0.62542516,-0.10864001
1086,cool-stable,1,26,2600.0,27.2085,1044.7723,3.128971,0.0,0.00060303893,26.9235,-0.74385643,-0.19198024
1087,cool-stable,1,17,1700.0,10.413,1824.3903,0.643704,0.0,0.019941902,22.011,-0.09064545,-0.017920151
1088,cool-stable,1,31,3100.0,7.957,618.1424,7.1805243,0.0,0.07694942,28.481,-0.7082287,-0.60679984
1089,cool-stable,1,40,4000.0,10.0715,1741.2494,0.7081187,0.01092,0.13863271,24.8905,-0.1823515,-0.16656017
1090,cool-stable,1,19,1900.0,21.191,1428.0056,3.4945116,0.004063158,0.08241715,23.485,0.8386353,-0.23371948
1091,cool-stable,1,15,1500.0,18.496,763.21686,5.0160804,0.01344,0.075358026,24.717,0.9042309,0.80572057
