patch_id,corner,bivariate_id,n_pixels,area_m2,elevation,inland_position,slope,building_50m,impervious_50m,canopy_height_max,southness,tpi_50m
1642,cool-stable,1,12,1200.0,10.286,1201.3098,9.318803,0.0,0.45747945,1.4990001,-0.9921917,-0.7527597
1643,cool-stable,1,11,1100.0,3.699,840.95184,0.6607332,0.25996363,0.5292817,18.628,-0.47474605,-0.09476009
1644,cool-stable,1,83,8300.0,7.506,275.13635,2.8413076,0.0035421688,0.029312806,26.716,-0.6392123,-0.36607984
1645,cool-stable,1,16,1600.0,15.9,999.17444,1.7036889,0.1804,0.16006945,24.643501,-0.16526493,0.09552019
1646,cool-stable,1,9,900.0,16.97,1062.1676,3.1760914,0.10248889,0.28799725,25.922,-0.52677333,-0.08928058
1647,cool-stable,1,15,1500.0,10.595,474.34167,5.9472966,0.055493332,0.39947325,3.664,-0.8470473,0.41347983
1648,cool-stable,1,51,5100.0,2.912,667.30804,2.6550658,0.040305883,0.14232147,26.356,0.18038033,-0.16947998
1649,cool-stable,1,12,1200.0,15.1805,1179.1309,2.319046,0.0,0.0,31.7945,-0.20727889,-0.57617986
1650,cool-stable,1,192,19200.0,15.002,1055.8645,2.3447967,0.0069041667,0.0973714,26.17,-0.74882925,-0.26533976
1651,cool-stable,1,12,1200.0,12.889999,620.0,3.1871133,0.1364,0.23287039,10.349501,0.84085846,0.2325998
1652,cool-stable,1,16,1600.0,15.71,1003.8603,1.3720694,0.12905,0.17226851,27.3955,0.68151873,-0.07340035
1653,cool-stable,1,13,1300.0,14.89,1128.7161,0.27612695,0.0,0.0,35.156,-0.5068921,-0.04927971
1654,cool-stable,1,66,6600.0,4.172,960.88495,2.9763007,0.001290909,0.11832959,25.242,-0.84830797,-0.16299999
1655,cool-stable,1,122,12200.0,6.8145,692.89246,2.5689392,0.0068098363,0.056785062,29.256,-0.22011143,-0.058600157
1656,cool-stable,1,23,2300.0,2.635,170.0,3.3517752,0.018834783,0.17615673,24.482,0.9781161,-0.28747997
1657,cool-stable,1,11,1100.0,2.556,90.0,0.6674541,0.0033090906,0.44653198,17.397,-0.3913937,-0.0652
1658,cool-stable,1,191,19100.0,11.741,740.0,1.0350444,0.13706388,0.28089458,21.843,0.15283577,-0.0017599487
1659,cool-stable,1,36,3600.0,8.894,696.06024,8.821138,0.0068222224,0.6750343,5.5015,0.96097827,-0.44839975
1660,cool-stable,1,32,3200.0,11.585501,606.8754,13.86776,0.025,0.65455633,5.9814997,-0.92299104,0.48527998
1661,cool-stable,1,11,1100.0,2.64,10.0,8.918399,0.036036365,0.008518519,19.093,-0.104876816,0.45272014
1662,cool-stable,1,16,1600.0,12.3555,1309.6925,4.8134127,0.0,0.2804861,24.932499,0.8316512,-0.08779997
1663,cool-stable,1,12,1200.0,10.3415,395.5349,0.90164876,0.2722,0.62415636,22.389,-0.63906085,0.03911991
1664,cool-stable,1,9,900.0,17.621,953.3625,2.507618,0.18111111,0.17015089,22.902,-0.39554775,0.42452025
1665,cool-stable,1,28,2800.0,7.7945004,591.1427,5.7905436,0.004914285,0.15113316,23.968,-0.937923,-0.35088003
1666,cool-stable,1,175,17500.0,7.868,550.81757,4.3826957,0.025284572,0.056174953,28.239,0.6969669,-0.08680031
1667,cool-stable,1,13,1300.0,2.308,76.15773,1.0486314,0.004430769,0.34985754,18.134,0.9949259,0.014399958
1668,cool-stable,1,76,7600.0,10.156,371.07794,1.9353333,0.0,0.0064619887,25.339,0.120390885,-0.34740016
1669,cool-stable,1,1025,102500.0,2.721,156.52477,1.8861883,0.0029369756,0.011221439,26.78,0.21328926,-0.014439974
1670,cool-stable,1,9,900.0,19.786,1198.8328,4.7651668,0.019644445,0.15971193,24.249,0.61240304,-0.26824075
1671,cool-stable,1,9,900.0,14.988,937.23,7.9042487,0.080577776,0.30028808,17.43,-0.98464054,-0.54276013
1672,cool-stable,1,44,4400.0,10.6075,52.42092,10.9723625,0.007754545,0.009065657,18.719,0.9067737,0.057040118
1673,cool-stable,1,16,1600.0,20.733501,708.449,5.1301003,0.02,0.06944444,30.6765,-0.5857817,-0.6803602
1674,cool-stable,1,67,6700.0,18.269,376.96155,8.544112,0.023665672,0.040567532,26.505,-0.56412953,0.29467946
1675,cool-stable,1,13,1300.0,8.165,740.0,0.89583504,0.0903077,0.5048718,7.349,-0.3101205,-0.44187975
1676,cool-stable,1,49,4900.0,9.684,465.2956,1.0610703,0.1475347,0.5244369,8.601,0.499743,-0.11876018
1677,cool-stable,1,271,27100.0,19.477,894.70667,3.792221,0.009849446,0.051122952,25.813,0.26240763,-0.1961992
1678,cool-stable,1,19,1900.0,9.664,1358.3079,4.6368423,0.03282105,0.21915528,25.202,0.9854086,-0.32423997
1679,cool-stable,1,366,36600.0,8.7745,720.9364,5.71729,0.008226229,0.02592019,28.157501,-0.15495777,-0.20006019
1680,cool-stable,1,14,1400.0,10.269,401.5592,7.7462573,0.10574286,0.06069665,23.981499,0.6812532,0.5134402
1681,cool-stable,1,22,2200.0,10.3805,578.1222,5.274911,0.07223637,0.2031145,26.776001,0.9830903,-0.47656
1682,cool-stable,1,10,1000.0,9.046,566.0389,2.6642063,0.12656,0.19351852,20.553,0.66350543,-0.026659776
1683,cool-stable,1,16,1600.0,3.5005,766.6148,0.6082903,0.146275,0.5957176,12.446501,0.7470331,-0.05685991
1684,cool-stable,1,24,2400.0,2.3744998,470.9027,2.642714,0.023099998,0.11520062,25.3765,0.092442125,0.007800007
1685,cool-stable,1,19,1900.0,19.587,866.8334,10.031891,0.11810526,0.23336582,19.354,-0.9441897,-0.1539991
1686,cool-stable,1,46,4600.0,9.7205,50.4951,6.572472,0.039086957,0.004380032,22.481998,0.82426333,0.2830802
1687,cool-stable,1,9,900.0,10.131,338.37848,1.2843915,0.18897778,0.6417695,8.411,-0.86178535,-0.11908013
1688,cool-stable,1,10,1000.0,1.0065,31.622776,2.6083527,0.00019999998,0.0662716,22.256,0.2825477,-0.13182001
1689,cool-stable,1,9,900.0,17.251,971.8539,2.0593293,0.10511111,0.13765432,24.348,-0.04604524,0.21023929
1690,cool-stable,1,10,1000.0,12.8755,973.0873,2.3940873,0.1332,0.23437038,26.662,0.36452973,-0.25832006
1691,cool-stable,1,32,3200.0,8.401,493.20325,1.4391992,0.0953125,0.36578318,19.928001,-0.54638046,-0.04723995
1692,cool-stable,1,14,1400.0,25.39,668.3469,8.201641,0.012371428,0.047786593,27.0005,-0.9228423,-0.17626046
1693,cool-stable,1,13,1300.0,3.885,744.6476,0.3946243,0.11636923,0.6794587,10.549,-0.5120198,-0.0108401105
1694,cool-stable,1,18,1800.0,15.901,930.1344,2.5265555,0.0932,0.21698217,26.097,0.9164298,0.054539602
1695,cool-stable,1,32,3200.0,17.36,450.27765,7.585473,0.0,0.009108797,27.498001,0.91819537,-0.47326016
1696,cool-stable,1,46,4600.0,13.4244995,989.25775,4.9045033,0.06933043,0.36709607,25.987,-0.31907055,-0.12841953
1697,cool-stable,1,42,4200.0,3.862,700.4641,0.65518105,0.26058096,0.48822752,11.481501,-0.42679662,-0.054260015
1698,cool-stable,1,10,1000.0,11.764999,735.0,2.6827323,0.089959994,0.46140742,10.057,-0.11146349,0.16565993
1699,cool-stable,1,16,1600.0,15.588,830.7526,1.0596542,0.0093249995,0.2700849,27.375,-0.17313972,0.06909989
1700,cool-stable,1,69,6900.0,21.569,1179.8729,3.1681988,0.0,0.0017033458,28.337,0.45777214,-0.556799
1701,cool-stable,1,15,1500.0,8.878,744.31177,7.824598,0.099466674,0.49884775,8.675,0.9589515,0.35632035
1702,cool-stable,1,12,1200.0,9.900499,267.191,1.3876013,0.24313335,0.3593724,18.030499,-0.86477435,-0.05108002
1703,cool-stable,1,12,1200.0,10.5245,170.44003,6.7941093,0.0,0.03042181,21.849998,0.5273903,0.05710014
1704,cool-stable,1,16,1600.0,9.106,620.20154,1.162447,0.0019,0.045671295,26.263,0.6874945,-0.11889999
1705,cool-stable,1,44,4400.0,11.246,720.1736,2.5991051,0.0009727273,0.0435101,32.3515,-0.26221743,-0.10654007
1706,cool-stable,1,29,2900.0,3.416,737.56354,0.6552915,0.14644137,0.61492974,11.94,-0.28254402,-0.021079969
1707,cool-stable,1,48,4800.0,8.245,738.0718,1.1272818,0.11029167,0.48603138,2.486,-0.85288453,-0.16451976
1708,cool-stable,1,11,1100.0,7.628,708.3784,0.8241023,0.17832728,0.5306734,6.115,-0.89717835,-0.47208032
1709,cool-stable,1,11,1100.0,15.836,241.86774,6.82501,0.0,0.0,17.887,0.61260635,-0.07559994
1710,cool-stable,1,13,1300.0,11.613,441.02155,9.7318735,0.01756923,0.4019658,10.29,-0.5115007,0.6413197
1711,cool-stable,1,11,1100.0,6.079,70.71068,10.262557,0.035818182,0.004624018,18.932,0.29833046,0.07984005
1712,cool-stable,1,9,900.0,17.416,282.8427,14.071954,0.1336,0.17831275,22.81,0.25684205,0.4255596
1713,cool-stable,1,13,1300.0,11.6,308.707,1.5997378,0.22852308,0.44333333,12.085,-0.840043,0.11955963
1714,cool-stable,1,11,1100.0,8.098,638.2006,4.867428,0.0,0.16769922,23.769,-0.6558178,-0.32664
1715,cool-stable,1,39,3900.0,9.793,390.0,0.71934086,0.34016412,0.52141815,12.278,-0.030289127,-0.03400047
1716,cool-stable,1,55,5500.0,17.996,796.24115,7.2721086,0.004778182,0.05484624,27.885,0.18273054,-0.008639412
1717,cool-stable,1,22,2200.0,3.652,666.1818,0.9425235,0.18287273,0.5295567,14.395,0.50586694,-0.0056998874
1718,cool-stable,1,166,16600.0,3.4805,542.30896,0.8204666,0.10819759,0.25688234,17.46,0.20282261,-0.03546003
1719,cool-stable,1,24,2400.0,12.235001,694.76184,1.2177442,0.11921667,0.23769547,12.222267,0.3581276,0.00817997
1720,cool-stable,1,21,2100.0,6.788,691.15845,6.5846057,0.06582858,0.5296061,7.446,-0.9185904,-0.9040402
1721,cool-stable,1,11,1100.0,12.674,382.75317,1.2536361,0.0,0.0,20.689,-0.955914,0.17471977
1722,cool-stable,1,53,5300.0,2.744,41.231056,2.1014805,0.018120755,0.043172605,27.298,-0.6753862,0.074680045
1723,cool-stable,1,24,2400.0,19.307499,1412.0723,4.5903425,0.008033333,0.06815329,25.088501,-0.5651457,-0.38112032
1724,cool-stable,1,11,1100.0,11.041,586.0034,1.0430938,0.13061818,0.30122334,12.707,-0.78074616,-0.050159607
1725,cool-stable,1,271,27100.0,8.901,165.52946,1.9120576,0.0,0.00033301444,22.954,0.3498484,-0.16344044
1726,cool-stable,1,11,1100.0,15.198,970.4638,5.9319377,0.0030909092,0.5235578,27.477,-0.89411944,-0.6209997
1727,cool-stable,1,20,2000.0,10.793,675.4544,5.1190243,0.02068,0.2044321,22.522,0.16201538,-0.25098014
1728,cool-stable,1,10,1000.0,13.5595,1123.1769,8.103018,0.04392,0.23466666,28.224998,-0.9274725,-0.3907399
1729,cool-stable,1,362,36200.0,12.329,572.2324,5.3013678,0.0142906085,0.29423332,11.0545,-0.74389875,-0.24805999
1730,cool-stable,1,13,1300.0,9.959,577.2348,0.7121134,0.047846153,0.7442356,1.466,0.4116236,0.08375969
1731,cool-stable,1,13,1300.0,11.612,306.75723,0.86328244,0.30892307,0.40158594,8.776,0.91975,0.050719947
1732,cool-stable,1,12,1200.0,0.572,10.0,1.1836953,0.004166667,0.04830247,22.9945,0.9401356,-0.16104001
1733,cool-stable,1,435,43500.0,1.855,388.97302,1.9818846,0.0057949424,0.077808715,26.05,0.4141984,-0.1145598
1734,cool-stable,1,10,1000.0,16.069,825.12195,4.2700357,0.183,0.21180245,28.354,-0.4508254,-0.38856053
1735,cool-stable,1,9,900.0,8.194,120.41595,0.8154203,0.29453334,0.6031001,8.356,0.8923094,0.052440356
1736,cool-stable,1,46,4600.0,4.5375,330.6807,4.7775564,0.0,0.0,25.830502,0.67134833,-0.19121993
1737,cool-stable,1,19,1900.0,2.131,50.0,1.8297436,0.006126316,0.079928525,19.322,-0.49986526,-0.10500005
1738,cool-stable,1,13,1300.0,1.805,36.05551,4.290171,0.0010153846,0.27355176,19.16,-0.9472743,-0.62732
1739,cool-stable,1,9,900.0,0.619,42.426407,0.34691036,0.0,0.0,20.682,-0.85260123,0.03675999
1740,cool-stable,1,15,1500.0,27.456,879.20416,7.8730974,0.010319999,0.123613164,25.157,-0.99603784,0.20116043
1741,cool-stable,1,14,1400.0,3.7305,294.70264,1.9122255,0.004857143,0.5822398,7.017,0.83970904,0.11071991
1742,cool-stable,1,283,28300.0,8.082,404.96915,0.8984482,0.15468974,0.33003315,10.606,0.66950965,0.0011203575
1743,cool-stable,1,19,1900.0,11.168,531.5073,0.4997319,0.14743157,0.45767382,2.958,-0.7437431,0.21524033
1744,cool-stable,1,16,1600.0,13.693,407.12408,2.771556,0.0,0.0,21.643501,0.26443887,-0.15925981
1745,cool-stable,1,39,3900.0,12.523,916.78784,1.830726,0.04350769,0.25350428,25.399,-0.394721,-0.17467964
1746,cool-stable,1,55,5500.0,11.93,1016.7103,7.0251575,0.013672728,0.26292032,28.739,-0.78946084,0.05579979
1747,cool-stable,1,12,1200.0,18.957,903.57623,3.6015315,0.013266667,0.40140948,27.3785,-0.95627415,-0.53842044
1748,cool-stable,1,9,900.0,7.976,158.11388,2.726051,0.0808889,0.37624142,7.497,-0.9933811,-0.28716016
1749,cool-stable,1,9,900.0,3.212,10.0,7.367983,0.0,0.23882028,1.0285,0.37318483,0.12032013
1750,cool-stable,1,161,16100.0,9.756,98.99495,6.8459935,0.0024298136,0.046076987,24.029,-0.7832819,-0.07315979
1751,cool-stable,1,9,900.0,10.79,612.9437,1.4971907,0.08511111,0.681454,9.731,0.98844075,0.06443954
1752,cool-stable,1,20,2000.0,9.5305,366.10773,0.5990209,0.21878,0.50187653,11.075001,0.73798937,0.021120071
1753,cool-stable,1,25,2500.0,10.046,243.31052,1.7036635,0.123248,0.45384198,9.600292,0.89271,-0.04432007
1754,cool-stable,1,28,2800.0,2.8414998,22.36068,4.9319096,0.008728571,0.0,24.6035,-0.74907106,0.14111996
1755,cool-stable,1,12,1200.0,12.2905,442.08383,4.400799,0.07536667,0.27781895,23.536,-0.4963246,-0.07316002
1756,cool-stable,1,62,6200.0,13.4595,609.67175,8.074623,0.09806451,0.23274392,16.643,0.9440578,0.13425998
1757,cool-stable,1,89,8900.0,8.888,72.11102,5.794418,0.015757304,0.0,25.403,-0.97548854,0.05751995
1758,cool-stable,1,26,2600.0,2.1955,22.36068,8.192178,0.0006769231,0.0,22.321999,-0.8121388,-0.020739982
1759,cool-stable,1,16,1600.0,3.9099998,569.605,0.8112996,0.110575,0.18378858,17.8235,-0.7613617,0.08401999
1760,cool-stable,1,23,2300.0,10.689,570.0,1.2781472,0.23822609,0.5721149,7.52,0.64617705,0.012320023
1761,cool-stable,1,32,3200.0,9.254499,459.89,1.1281326,0.107200004,0.51026237,6.1235,0.7289443,-0.08283989
1762,cool-stable,1,900,90000.0,1.508,178.46518,1.585001,1.6e-05,4.115226e-06,26.862999,0.10597323,-0.046859957
1763,cool-stable,1,24,2400.0,15.695,504.33014,3.43619,0.0,0.019187244,28.579498,-0.52248174,-0.66747934
1764,cool-stable,1,14,1400.0,9.490999,560.57996,1.3475137,0.12237143,0.63731045,10.337,0.9754518,-0.14476012
1765,cool-stable,1,560,56000.0,9.7535,90.553856,4.071004,0.007674285,0.0005800265,23.4385,0.19104731,-0.080320016
1766,cool-stable,1,14,1400.0,0.70350003,50.0,1.0085868,0.0062857145,0.04675485,22.1205,0.33109742,-0.07877998
1767,cool-stable,1,20,2000.0,6.012,485.07642,1.1943545,0.1056,0.5345741,12.1165,0.86838317,-0.1370199
1768,cool-stable,1,273,27300.0,8.112,460.9772,1.0411534,0.12804103,0.4127599,10.433,0.36082253,0.013720074
1769,cool-stable,1,30,3000.0,9.5695,450.0,0.58226454,0.20381333,0.55193824,8.630523,-0.2935767,0.07772009
1770,cool-stable,1,9,900.0,8.885,410.12192,0.37409928,0.2996,0.55668044,11.265,0.7570561,-0.121600114
1771,cool-stable,1,9,900.0,17.413,863.13385,3.737992,0.024533333,0.12768176,22.428,-0.98039466,-0.23071915
1772,cool-stable,1,43,4300.0,18.723,1001.69855,2.7011044,0.0,0.0,26.456,0.05272571,-0.32031935
1773,cool-stable,1,13,1300.0,18.973,1176.8602,4.2087593,0.0,0.0,26.355,0.6989528,-0.016719665
1774,cool-stable,1,16,1600.0,19.5485,644.32043,2.910844,0.106525004,0.23308642,25.246,0.7137995,0.3248399
1775,cool-stable,1,15,1500.0,10.227,648.99927,6.416178,0.0029333334,0.2969712,8.837,0.6214766,0.23368038
1776,cool-stable,1,82,8200.0,16.328,723.2218,7.8781147,0.0042439024,0.30428183,19.262001,0.45278242,0.06413986
1777,cool-stable,1,66,6600.0,5.857,166.27737,1.024754,0.12851515,0.45257202,8.7635,0.83265406,-0.0054001044
1778,cool-stable,1,22,2200.0,12.5105,479.42465,8.123274,0.021709092,0.119388334,24.874,0.22610876,-0.34790015
1779,cool-stable,1,11,1100.0,9.458,339.41125,4.7975383,0.053090908,0.11200898,24.226,-0.40246427,-0.5783196
1780,cool-stable,1,9,900.0,27.748,910.4944,8.331234,0.07217778,0.24065845,18.823,-0.9972208,0.15576011
1781,cool-stable,1,13,1300.0,17.995,871.3208,2.8835819,0.094799995,0.33164293,24.563,0.52581763,0.12628064
1782,cool-stable,1,81,8100.0,3.97,50.0,5.2950907,0.003837037,0.00047096482,22.012,-0.29180202,-0.11796011
1783,cool-stable,1,10,1000.0,13.428499,405.08777,16.372227,0.0,0.0147530865,22.646,-0.86366165,0.34792012
1784,cool-stable,1,12,1200.0,28.0135,847.9973,5.498931,0.077300005,0.3567284,17.971962,-0.90125084,0.28513992
1785,cool-stable,1,10,1000.0,9.576,426.67227,0.9074368,0.31204,0.58085185,6.59025,-0.47931328,0.041799776
1786,cool-stable,1,9,900.0,10.777,648.84515,8.0346,0.0,0.33447188,13.15,-0.5980679,0.21732037
1787,cool-stable,1,73,7300.0,3.9,340.14703,2.6973248,0.0,0.0,29.093,0.22145002,-0.25300005
1788,cool-stable,1,28,2800.0,1.685,41.82873,4.175724,0.012528571,0.14453705,24.236,-0.7962274,-0.27319998
1789,cool-stable,1,1792,179200.0,5.334,80.622574,1.9726064,0.06259844,0.1672874,24.2815,0.47460356,-0.017920036
1790,cool-stable,1,14,1400.0,0.8895,42.976208,2.5117514,0.0,0.21649912,22.521,-0.65505874,-0.28534
1791,cool-stable,1,10,1000.0,0.648,107.37985,1.8145989,0.01532,0.08265432,23.8805,0.6939676,-0.095540024
1792,cool-stable,1,26,2600.0,17.173,1386.7766,5.760354,0.015923077,0.19724122,24.947,0.9649167,-0.23982039
1793,cool-stable,1,22,2200.0,1.5325,290.08618,0.57924926,0.14918183,0.18993826,24.348999,0.789806,-0.09218
1794,cool-stable,1,14,1400.0,1.1129999,405.33868,0.4103297,0.0,0.0,27.235,0.44687268,0.013959971
1795,cool-stable,1,92,9200.0,10.9095,647.3397,4.4046793,0.021782609,0.13368224,21.96,0.43428248,-0.33284003
1796,cool-stable,1,10,1000.0,4.8865,515.5089,0.70773625,0.0788,0.5553704,17.272999,0.90639865,-0.018439978
1797,cool-stable,1,36,3600.0,27.385,741.6869,1.7147099,0.11045555,0.3404424,21.3525,-0.36192197,-0.05724041
1798,cool-stable,1,16,1600.0,12.696,494.46527,2.4991233,0.1113,0.4154398,21.771,-0.85427845,-0.0344402
1799,cool-stable,1,100,10000.0,9.5585,311.44824,1.145829,0.16128401,0.448542,9.094999,-0.12119456,-0.023339825
1800,cool-stable,1,9,900.0,28.029,796.30396,2.3166678,0.12031111,0.2468587,24.57,0.1892151,-0.064639285
1801,cool-stable,1,24,2400.0,23.9945,209.51837,6.728648,0.0,0.014336419,19.797,-0.6531199,-0.062739596
1802,cool-stable,1,9,900.0,4.413,577.7543,2.2223341,0.0,0.10761317,24.76,0.43259493,-0.11687987
1803,cool-stable,1,9,900.0,12.796,594.8109,11.724268,0.0388,0.41433468,15.393,-0.9609952,0.4354399
1804,cool-stable,1,11,1100.0,7.833,484.14874,0.7356374,0.11596363,0.38290682,8.751,-0.7161905,-0.048440132
1805,cool-stable,1,128,12800.0,6.92,250.59929,1.3782928,0.13680625,0.4566464,10.7065,0.9052429,-0.084240004
1806,cool-stable,1,19,1900.0,13.247,1753.8528,12.046565,0.034926318,0.24632879,20.637,0.26092166,-1.2930003
1807,cool-stable,1,9,900.0,8.083,53.851646,4.8075657,0.0,0.0,29.257,-0.78481895,-0.0760001
1808,cool-stable,1,13,1300.0,8.027,451.7743,1.2223735,0.2997231,0.4151662,11.049,0.80476767,-0.23179978
1809,cool-stable,1,1503,150300.0,3.101,134.16408,2.7535114,0.0008151696,0.00081055996,27.001,-0.28930554,-0.03411991
1810,cool-stable,1,17,1700.0,13.782,570.0877,1.1858537,0.24637645,0.33832243,10.915,-0.3464885,0.17747955
1811,cool-stable,1,27,2700.0,4.16,20.0,7.1892886,0.0,0.260599,20.206,0.3316941,0.17951994
1812,cool-stable,1,16,1600.0,15.5905,116.77652,1.496743,0.010975,6.9444446e-05,20.3205,0.3720994,0.1194203
1813,cool-stable,1,12,1200.0,2.7995,12.071068,12.045406,0.034933332,0.054526746,26.145,0.17651358,-0.1586799
1814,cool-stable,1,52,5200.0,22.436,929.19214,3.0147448,0.010623077,0.11511159,26.2275,0.86096025,-0.22089985
1815,cool-stable,1,12,1200.0,14.0105,836.3879,2.029568,0.0012666666,0.3175823,24.4845,-0.28224266,-0.39048016
1816,cool-stable,1,13,1300.0,3.143,254.55844,10.650354,0.09341539,0.13105413,24.686,-0.3474289,-0.71776
1817,cool-stable,1,20,2000.0,2.2975001,184.79318,0.81160784,0.0,0.086302474,22.2415,0.12741396,0.11528002
1818,cool-stable,1,24,2400.0,21.251999,1298.133,3.2675824,0.020183332,0.053523663,25.307999,-0.36935252,-0.20266017
1819,cool-stable,1,14,1400.0,21.999,1082.1033,2.885069,0.0,0.012328043,22.571,0.023690019,0.30789942
1820,cool-stable,1,18,1800.0,27.6765,701.0698,1.1211599,0.19735557,0.47407404,22.197,0.73904216,-0.013679428
1821,cool-stable,1,10,1000.0,5.0495005,306.99982,2.1988435,0.057560004,0.26717284,27.663,0.54257447,-0.30867994
1822,cool-stable,1,13,1300.0,15.698,1205.9851,1.2150778,0.0,0.0,25.433,-0.6883081,-0.22384003
1823,cool-stable,1,13,1300.0,20.11,950.7891,6.5202045,0.014799999,0.13302945,22.911,0.96584404,-0.064279705
1824,cool-stable,1,9,900.0,8.481,315.75305,1.5464149,0.22866668,0.48090538,8.111,0.7044182,0.017240066
1825,cool-stable,1,10,1000.0,17.578499,176.76396,3.9582534,0.0,0.0,18.6975,0.8814931,-0.45073998
1826,cool-stable,1,10,1000.0,16.925,1129.358,14.202953,0.0,0.13453086,19.1945,0.36406857,0.10432018
1827,cool-stable,1,13,1300.0,1.901,70.0,0.96364665,0.050492305,0.27984807,26.068,-0.71685857,-0.04759998
1828,cool-stable,1,13,1300.0,9.531,243.31052,0.79130715,0.22483078,0.3850997,12.284,0.41691336,0.1301596
1829,cool-stable,1,27,2700.0,12.0,172.04651,2.196428,0.0,0.0,19.928,0.8483783,-0.1729205
1830,cool-stable,1,116,11600.0,11.363501,895.1256,4.463175,0.0031137932,0.060467217,28.9305,0.053016566,-0.58785987
1831,cool-stable,1,72,7200.0,3.008,41.231056,1.304522,0.022383334,0.40703875,6.197,0.81758654,0.07801996
1832,cool-stable,1,62,6200.0,10.7465,179.5815,4.3784266,0.00093548384,0.0102170445,23.499,0.8823836,-0.39679998
1833,cool-stable,1,9,900.0,5.418,22.36068,12.434896,0.0,0.01303155,23.686,0.29032585,0.25400013
1834,cool-stable,1,11,1100.0,17.523,660.37866,14.039721,0.027999999,0.3007295,24.062,0.26409295,-0.6158794
1835,cool-stable,1,11,1100.0,20.236,1085.5874,5.771854,0.0,0.11575758,23.563,0.90206474,-0.018679772
1836,cool-stable,1,38,3800.0,3.8825,25.322475,5.052668,0.0017052632,0.0,22.001999,0.6337404,-0.11054008
1837,cool-stable,1,9,900.0,15.798,126.491104,4.2196665,0.0,0.0,18.446,0.27850792,-0.31903934
1838,cool-stable,1,113,11300.0,2.736,30.0,4.8180037,0.004138053,0.004493609,21.603,0.9298577,-0.05220005
1839,cool-stable,1,23,2300.0,1.084,367.69556,0.43097842,0.0,0.18951155,24.226,-0.90687644,-0.015440054
1840,cool-stable,1,11,1100.0,16.335,1172.0922,1.7938056,0.0,0.0,30.379,-0.61021245,-0.2816006
1841,cool-stable,1,53,5300.0,21.589,1352.3683,3.633697,0.012181132,0.08073142,25.286,0.23852776,-0.7362394
1842,cool-stable,1,13,1300.0,29.065,220.22714,2.411644,0.0,0.0,18.084,0.5576502,0.104160845
1843,cool-stable,1,58,5800.0,25.578499,303.23123,5.3152556,0.004089655,0.017605364,19.926498,0.13999087,-0.20556045
1844,cool-stable,1,14,1400.0,8.3665,248.28339,1.3985863,0.25617144,0.37022045,13.6265,0.48394796,0.14194003
1845,cool-stable,1,40,4000.0,8.481501,195.1315,3.6486683,0.10469,0.2713179,10.8165,0.9082362,0.08940007
1846,cool-stable,1,11,1100.0,9.527,230.21729,6.415872,0.06454546,0.09360269,22.326,0.35196456,-0.3960404
1847,cool-stable,1,12,1200.0,2.0149999,79.36253,0.6714817,0.0,0.04495885,21.6085,0.43906832,0.06748003
1848,cool-stable,1,11,1100.0,27.076,672.6812,0.7677208,0.18905453,0.44620654,18.66,0.85019815,-0.034200136
1849,cool-stable,1,13,1300.0,22.054,94.33981,5.8432336,0.0,0.0,19.137,-0.12967403,0.35863915
1850,cool-stable,1,29,2900.0,7.777,254.95099,4.0085926,0.0,0.0,22.945,0.21453866,-0.29163992
1851,cool-stable,1,13,1300.0,6.532,505.66788,4.3214016,0.011323078,0.18163344,28.525,0.83083034,-0.0675999
1852,cool-stable,1,12,1200.0,15.613,565.5032,14.095975,0.0033,0.28097737,18.5425,0.9586917,2.9784796
1853,cool-stable,1,75,7500.0,15.113,880.0568,9.028602,0.0014133333,0.11164609,19.794,0.9123128,0.1360403
1854,cool-stable,1,13,1300.0,18.748,813.2035,6.8562336,0.08987693,0.1325356,25.394,0.6848986,-0.21040004
1855,cool-stable,1,9,900.0,22.434,269.25824,10.849924,0.10288889,0.2715638,21.33,-0.9921533,0.42856008
1856,cool-stable,1,122,12200.0,11.6310005,90.81908,3.9959302,0.0,0.0,29.286499,-0.7788731,-0.14009994
1857,cool-stable,1,10,1000.0,7.191,339.78546,3.5328984,0.20248,0.43733335,7.6715,-0.25488555,-0.20015985
1858,cool-stable,1,20,2000.0,6.557,195.05463,0.8950773,0.0232,0.17764816,27.562,0.32728457,-0.121399954
1859,cool-stable,1,10,1000.0,3.21,166.85892,4.8855534,0.03192,0.051407408,25.485,-0.08859879,-0.14744002
1860,cool-stable,1,23,2300.0,11.65,540.37024,0.6980642,0.14153042,0.5144283,15.94,-0.8507793,-0.052320518
1861,cool-stable,1,26,2600.0,16.6115,995.9082,7.4800262,0.0,0.08135803,20.1495,0.15645015,-0.3176598
1862,cool-stable,1,18,1800.0,17.4335,944.64264,7.771283,0.0,0.012455419,25.2305,-0.6291592,0.7001004
1863,cool-stable,1,20,2000.0,11.9255,571.05084,0.85382473,0.06384,0.21140122,26.632,-0.49445093,-0.23237991
1864,cool-stable,1,22,2200.0,12.188999,532.8694,0.5690966,0.06109091,0.2857632,26.201,-0.8338043,-0.24522011
1865,cool-stable,1,10,1000.0,3.6225,91.891266,1.2642502,0.07688,0.42645678,9.9045,0.487733,-0.10829999
1866,cool-stable,1,23,2300.0,3.241,60.0,1.8517975,0.18659131,0.32606012,3.933,0.95553565,0.2029999
