patch_id,corner,corner_label,bivariate_id,n_pixels,area_m2,heatwave_temp,mean_baseline_temp,p90_baseline_temp,hw_minus_mean,hw_minus_p90,inland_position,elevation,slope,tpi_50m,southness,canopy_height_max,rock_presence_10m,urban_distance,building_50m,impervious_50m
1,cool-stable,cool stable,1,106,10600.0,25.435,19.88,24.39,5.576667,1.0399996,3000.0,24.8525,1.4021821,0.013739357,-0.76159203,24.1705,0.0,323.80475,0.0,0.0
2,cool-stable,cool stable,1,18,1800.0,25.21,19.925,24.39,5.3133335,0.766667,3000.0,26.307499,0.22282532,-0.0118998345,-0.6234288,22.7975,0.0,327.2605,0.0,0.0
3,cool-stable,cool stable,1,27,2700.0,25.44,19.81,24.48,5.6266665,0.9800002,3000.0,26.01,1.5295606,0.044120178,0.7031617,24.691,0.0,186.01076,0.0,0.0
4,cool-stable,cool stable,1,100,10000.0,25.52,19.875,24.75,5.6466665,0.7366673,3000.0,26.029999,5.089081,-0.22661972,0.078304335,29.5845,0.0,42.426407,0.001396,0.0
5,cool-stable,cool stable,1,41,4100.0,25.423332,19.8,24.54,5.6400013,0.9533329,3000.0,26.175,2.300877,-0.41936043,0.37618646,27.114,0.0,72.8011,0.0,0.0
6,cool-stable,cool stable,1,51,5100.0,25.460001,19.93,24.74,5.5333333,0.6899999,3000.0,24.059,3.5555682,-0.29468057,-0.8971429,26.56,0.0,70.71068,0.0,9.440813e-05
7,cool-stable,cool stable,1,9,900.0,25.9,20.17,25.4,5.686667,0.50000066,3000.0,27.897,14.20154,0.26232,-0.5430958,28.417,0.0,40.0,0.0,0.0061316877
8,cool-stable,cool stable,1,32,3200.0,25.595,19.955,24.765,5.633333,0.76333296,3000.0,27.6665,3.8642478,-0.5705998,-0.19158453,26.6135,0.0,60.413815,0.0,0.0059375
9,cool-stable,cool stable,1,17,1700.0,25.59,20.04,24.8,5.5933323,0.81333286,3000.0,21.792,4.2067804,-0.68803984,0.64110726,28.418,0.0,693.5416,0.0,0.0
10,cool-stable,cool stable,1,60,6000.0,25.406666,19.84,24.62,5.4750004,0.7366663,3000.0,20.6985,0.85147643,-0.0822797,0.72949874,23.06,0.0,206.15527,0.0,0.0
11,cool-stable,cool stable,1,198,19800.0,25.361668,19.865002,24.685001,5.4683332,0.64666784,3000.0,20.5445,1.3105345,-0.08181961,-0.825073,24.527,0.0,133.79036,0.0004,0.0
12,cool-stable,cool stable,1,63,6300.0,25.443333,19.93,24.67,5.5000014,0.7733326,3000.0,21.194,2.2673857,-0.36640075,-0.056933977,28.482,0.0,688.767,0.0,0.0
13,cool-stable,cool stable,1,26,2600.0,24.966667,19.51,23.455,5.456668,1.4783337,3000.0,14.358,0.41097677,-0.005520039,-0.61713135,26.369999,0.0,50.0,0.0076615387,0.021509973
14,cool-stable,cool stable,1,10,1000.0,25.95,20.195,25.335,5.7299995,0.63333285,3000.0,40.0065,11.133233,0.5162808,0.77721184,25.7815,0.0,40.61553,0.00016,0.0034197532
15,cool-stable,cool stable,1,33,3300.0,25.556667,20.07,24.78,5.4666667,0.77333325,3000.0,19.293,2.031049,-0.27099952,0.5213037,23.544,0.0,786.38416,0.0,0.0
16,cool-stable,cool stable,1,140,14000.0,25.286667,19.86,24.55,5.423333,0.72333306,2928.293,18.808498,0.8322928,-0.14327988,0.21667212,25.6075,0.0,722.49567,0.0,0.0
17,cool-stable,cool stable,1,9,900.0,25.876667,20.13,25.36,5.746666,0.48333296,2908.6938,28.24,16.427845,0.33039954,0.1950565,27.696,0.0,80.0,0.0,0.0
18,cool-stable,cool stable,1,15,1500.0,25.713333,20.02,24.86,5.7033334,0.8333327,2840.0706,26.084,2.9552627,-0.8600791,-0.35840377,22.687,0.0,233.45236,0.0,0.0
19,cool-stable,cool stable,1,12,1200.0,25.906666,20.2,25.34,5.7383327,0.59833395,2875.4648,19.389,8.667566,-0.8060796,-0.83620864,24.243,0.0,30.0,0.0025333331,0.0041769547
20,cool-stable,cool stable,1,67,6700.0,25.456667,19.97,24.73,5.56,0.73333293,2763.2769,18.477,2.8084977,-0.17907913,0.8114195,23.974,0.0,700.6426,0.0,0.0
21,cool-stable,cool stable,1,136,13600.0,25.523333,19.87,24.65,5.6416674,0.85666656,2928.9844,29.001,0.27401704,-0.00765934,0.16343069,23.962,0.0,224.16443,0.0,0.0
22,cool-stable,cool stable,1,10,1000.0,25.375,19.625,24.64,5.7333336,0.7099997,2835.1626,21.2525,3.6643162,-0.70063937,0.8491477,32.501503,0.0,590.04236,0.0,0.0
23,cool-stable,cool stable,1,34,3400.0,25.595001,20.005001,24.744999,5.625,0.8416675,3000.0,28.0245,3.1078844,-0.18890011,0.05980786,25.592,0.0,321.94672,0.0,0.0
24,cool-stable,cool stable,1,18,1800.0,25.548332,19.83,24.740002,5.7633333,0.7916663,2773.5354,19.5905,3.2573981,-0.17365967,0.35937718,22.696,0.0,700.4641,0.0,0.0
25,cool-stable,cool stable,1,164,16400.0,25.508333,19.955,24.785,5.5449996,0.73166656,2555.794,24.2215,3.5462508,-0.007860375,0.52975863,23.6015,0.0,270.18512,0.0,0.0
26,cool-stable,cool stable,1,19,1900.0,25.526667,20.12,24.87,5.4533334,0.6566658,2706.8064,24.473,3.460394,-0.7615194,-0.725179,25.099,0.0,60.0,0.0,0.005341131
27,cool-stable,cool stable,1,24,2400.0,26.398335,20.69,25.82,5.6783323,0.6149998,2808.3625,20.011,1.9947603,-0.4217,-0.09991044,21.388,0.0,50.0,0.00059999997,0.0035185188
28,cool-stable,cool stable,1,12,1200.0,25.718334,20.195,25.185,5.543333,0.6083336,2732.2678,19.93,4.8482313,-0.33476013,0.21556892,23.5415,0.0,41.82873,0.0,0.006090535
29,cool-stable,cool stable,1,21,2100.0,25.59,19.97,24.79,5.633333,0.79666585,3000.0,25.085,4.638679,-0.22119911,0.9639991,26.942,0.0,241.86774,0.0,0.0014050559
30,cool-stable,cool stable,1,27,2700.0,25.443333,19.88,24.67,5.5533333,0.7433338,2761.322,19.875,0.7812056,-0.2606391,0.048219707,22.224,0.0,80.622574,0.0,0.0
31,cool-stable,cool stable,1,104,10400.0,25.43,19.92,24.66,5.5149994,0.7000001,2826.2607,23.3615,2.104081,-0.45030022,0.5338135,26.865501,0.0,50.0,0.0019653847,0.009201093
32,cool-stable,cool stable,1,11,1100.0,25.61,19.87,24.94,5.710001,0.596667,2675.2383,19.774,3.670053,0.08484024,-0.7978089,24.802,0.0,767.91925,0.0,0.0
33,cool-stable,cool stable,1,12,1200.0,25.533333,19.82,24.675,5.67,0.8250011,3000.0,27.017,3.6612222,0.46797943,0.895392,27.506,0.0,170.14694,0.0,0.0
34,cool-stable,cool stable,1,921,92100.0,25.266666,19.89,24.56,5.403334,0.6933327,2449.898,18.236,0.9926157,-0.06035988,0.42465147,25.379,0.0,264.1969,0.0004290988,0.0006018686
35,cool-stable,cool stable,1,415,41500.0,25.403334,19.88,24.74,5.4999986,0.63666725,2441.8232,19.86,3.5712857,-0.103640825,-0.073514424,27.262,0.0,100.0,3.3734937e-05,0.00043254497
36,cool-stable,cool stable,1,11,1100.0,25.893333,20.19,25.33,5.6933327,0.47666678,2668.108,22.184,7.683995,0.058120042,-0.37004083,23.528,0.0,44.72136,0.0023999999,0.003973064
37,cool-stable,cool stable,1,50,5000.0,25.581665,20.01,24.84,5.545,0.66000044,2666.2144,20.7815,4.2697144,-0.3686607,-0.23267108,25.117,0.0,96.4142,0.0,0.0006197531
38,cool-stable,cool stable,1,17,1700.0,25.526667,19.96,24.77,5.5966663,0.7466666,2937.3628,24.023,2.560948,-0.31503946,0.7155788,24.879,0.0,117.047,0.0,0.0021931734
39,cool-stable,cool stable,1,12,1200.0,25.453335,19.92,24.845001,5.501667,0.60500014,2539.9902,26.2745,4.124137,0.39232036,-0.14862013,23.865,0.0,115.31829,0.0,0.0
40,cool-stable,cool stable,1,13,1300.0,25.946667,20.29,25.26,5.676666,0.6766656,2876.404,28.499,2.2723823,-0.413159,0.92595476,26.588,0.0,22.36068,0.006338462,0.005925926
41,cool-stable,cool stable,1,27,2700.0,25.616667,19.96,24.81,5.6733336,0.8233331,2505.1147,27.251,4.1280956,0.07975952,0.8527309,23.569,0.0,155.56349,0.0,0.0
42,cool-stable,cool stable,1,11,1100.0,26.636667,20.9,25.89,5.726667,0.7066663,2625.4521,26.263,8.705785,-0.3896409,-0.08500892,17.472,0.0,85.44003,0.0,0.0
43,cool-stable,cool stable,1,203,20300.0,25.37,19.85,24.59,5.4566655,0.736667,2752.1812,21.159,0.96537066,-0.07699936,0.5870181,24.478,0.0,104.40307,0.0,0.012383385
44,cool-stable,cool stable,1,15,1500.0,25.596666,20.01,24.71,5.7299995,0.92333347,2697.8696,28.524,0.5541491,-0.8294405,0.14764306,25.179,0.0,324.49963,0.0,0.0
45,cool-stable,cool stable,1,320,32000.0,25.693333,20.08,24.84,5.581666,0.81833327,2411.4517,26.0895,2.5547714,-0.11258045,-0.050846405,24.193,0.003125,177.05927,1.875e-05,0.012946759
46,cool-stable,cool stable,1,267,26700.0,24.983334,19.44,23.42,5.516666,1.5366656,3000.0,15.05,0.796114,0.0012804413,-0.6677325,26.748,0.0,84.85281,4.94382e-05,0.030680167
47,cool-stable,cool stable,1,49,4900.0,25.613333,19.98,24.83,5.6133347,0.74333316,2794.0115,22.692,3.8826342,-0.03300064,0.40924627,25.682,0.0,94.868324,0.0,0.0
48,cool-stable,cool stable,1,9,900.0,25.593334,20.0,24.08,5.67,1.5566673,3000.0,17.14,2.8263505,0.32739928,0.114831656,25.139,0.0,14.142136,0.080577776,0.12230452
49,cool-stable,cool stable,1,9,900.0,25.953333,20.21,25.01,5.7000003,0.9033324,2555.3865,28.656,2.9778428,-0.29547966,-0.26875898,23.619,0.0,422.96573,0.0,0.0
50,cool-stable,cool stable,1,63,6300.0,25.826666,20.1,25.35,5.7333336,0.5433324,2219.955,23.464,8.584109,0.07764091,-0.30818483,26.222,0.0,41.231056,0.0024825395,0.009768764
51,cool-stable,cool stable,1,54,5400.0,25.461666,19.835,24.75,5.650001,0.7283329,2328.1108,26.272,2.9897754,-0.014660149,0.10918406,30.737,0.0,274.13318,0.0,0.0
52,cool-stable,cool stable,1,114,11400.0,25.816666,20.215,24.98,5.6399994,0.8283329,2393.0525,25.226,2.5659554,-0.2524408,0.10348064,24.1325,0.0,519.27814,0.0,0.0
53,cool-stable,cool stable,1,12,1200.0,25.689999,19.92,24.83,5.743334,0.84166586,2558.415,28.256,2.8187017,-0.5653003,-0.6833296,25.723,0.0,128.24554,0.0,0.0
54,cool-stable,cool stable,1,22,2200.0,25.5,20.03,24.8,5.5,0.7133325,2213.5378,19.314,3.1975024,-0.84225965,-0.32993457,24.107,0.0,193.25937,0.0,0.0
55,cool-stable,cool stable,1,164,16400.0,25.473333,19.97,24.67,5.5283327,0.78999996,2659.53,20.4385,1.2406381,-0.07210037,0.8179032,25.654,0.0,333.61603,0.0,0.0
56,cool-stable,cool stable,1,145,14500.0,25.333334,19.84,24.65,5.5066657,0.70333356,2169.3315,18.526,2.553972,-0.33639938,0.42157,27.249,0.0,102.95631,1.1034483e-05,0.0
57,cool-stable,cool stable,1,16,1600.0,25.220001,20.005001,24.545,5.2299995,0.66500056,2364.2432,19.9905,0.2948047,-0.0076200487,-0.28978932,22.694,0.0,425.84995,0.0,0.0
58,cool-stable,cool stable,1,65,6500.0,25.036667,19.42,23.33,5.6233335,1.6333326,3000.0,14.764,0.8337879,-0.10048046,0.2646692,25.59,0.0,50.0,0.011766154,0.058248814
59,cool-stable,cool stable,1,17,1700.0,25.38,19.67,23.69,5.5733333,1.4899998,3000.0,15.946,0.6125544,-0.15912,-0.6398599,24.289,0.0,36.05551,0.005152941,0.14960058
60,cool-stable,cool stable,1,12,1200.0,26.064999,20.285,25.435001,5.7283335,0.5333328,2217.1265,26.084,13.082482,0.8925001,0.26500404,24.064,0.0,31.622776,0.0034333335,0.017067902
61,cool-stable,cool stable,1,120,12000.0,25.338333,19.76,24.56,5.574999,0.7466663,2671.919,20.9865,1.1831541,-0.28129986,-0.43216982,27.668999,0.0,523.92737,0.0,0.0
62,cool-stable,cool stable,1,53,5300.0,25.76,20.16,24.9,5.56,0.77666664,2514.319,26.645,2.4000032,-0.0071203616,-0.29632753,24.842,0.0,102.95631,0.0039773583,0.0010319124
63,cool-stable,cool stable,1,101,10100.0,25.173334,19.84,24.39,5.353334,0.7133325,2061.674,16.59,0.84374094,-0.06887928,0.4764149,25.888,0.0,53.851646,0.000114851486,0.0038772766
64,cool-stable,cool stable,1,17,1700.0,25.463333,19.76,24.37,5.7066674,1.1133341,2890.121,22.294,3.6035767,-0.54356104,0.48005292,27.12,0.0,999.5999,0.0,0.0
65,cool-stable,cool stable,1,29,2900.0,25.67,20.1,24.84,5.5300007,0.7000001,2187.6243,20.238,0.8143877,-0.09572067,-0.8087704,22.022,0.0,277.30847,0.0,0.0
66,cool-stable,cool stable,1,10,1000.0,25.34,19.64,24.255001,5.705,1.093333,2847.753,28.366,3.667202,0.8832203,-0.03554238,27.638,0.0,957.4699,0.0,0.0
67,cool-stable,cool stable,1,349,34900.0,25.016666,19.57,24.05,5.4666667,0.97999954,2718.1245,19.526,0.6066399,-0.03948059,0.4919252,28.895,0.0,898.7213,0.0,0.0
68,cool-stable,cool stable,1,55,5500.0,25.96,20.26,25.14,5.65,0.7633343,2394.264,26.14,2.8279512,-0.12136055,-0.8998039,23.276,0.0,70.71068,0.0041018184,0.0
69,cool-stable,cool stable,1,59,5900.0,25.296667,19.67,24.34,5.5299993,0.8600006,2667.002,19.192,0.98366225,-0.2747605,-0.22152057,32.408,0.0,784.0918,0.0,0.0
70,cool-stable,cool stable,1,85,8500.0,25.59,20.03,24.75,5.516666,0.79666644,2207.827,24.59,0.88021845,-0.27560058,0.009081751,24.995,0.0,537.12195,0.0,0.0
71,cool-stable,cool stable,1,39,3900.0,25.736666,20.18,24.92,5.6033325,0.7966671,2491.907,22.142,2.0643234,-0.21759948,-0.9278259,23.317,0.0,379.4733,0.0,0.0
72,cool-stable,cool stable,1,24,2400.0,25.738335,20.13,24.875,5.6066666,0.8450006,2379.7373,23.675999,1.5200155,-0.23039986,-0.88223493,23.616,0.0,161.51904,0.0,0.04670267
73,cool-stable,cool stable,1,236,23600.0,25.681667,20.1,24.87,5.59,0.76833344,2349.0635,24.529,1.2089763,-0.0874004,-0.46401718,24.805,0.0,296.98483,0.0,0.0
74,cool-stable,cool stable,1,9,900.0,25.983334,20.26,25.42,5.646666,0.59333354,1978.8127,17.891,9.665379,-1.0719601,0.25672135,28.574,0.0,14.142136,0.008577777,0.0025514404
75,cool-stable,cool stable,1,10,1000.0,25.695,20.03,24.970001,5.6566668,0.70999974,1939.8325,23.84,2.5061126,-0.66302013,-0.7448354,22.511,0.0,262.38782,0.0,0.0
76,cool-stable,cool stable,1,65,6500.0,25.550001,20.06,24.75,5.5,0.7366664,1902.2356,16.34,1.6023852,-0.36171967,-0.013509133,23.113,0.0,50.0,0.0006153846,0.0021880344
77,cool-stable,cool stable,1,10,1000.0,25.135,19.49,23.575,5.7216663,1.585,3000.0,17.952,2.470687,0.42378056,-0.85676134,24.942501,0.0,261.80966,0.0,0.00039506174
78,cool-stable,cool stable,1,29,2900.0,25.69,20.13,24.91,5.4900002,0.73333293,2114.4265,24.409,2.830657,0.13388054,-0.6650023,26.154,0.0,378.54987,0.0,0.0
79,cool-stable,cool stable,1,12,1200.0,25.725,20.055,24.945,5.6800003,0.7550005,2107.1045,25.7145,4.5636683,0.0948603,0.24432686,26.140999,0.0,609.1381,0.0,0.0
80,cool-stable,cool stable,1,96,9600.0,25.598335,19.904999,24.79,5.661667,0.7800003,2025.9442,20.786499,2.5296674,-0.3610201,0.4927981,29.706001,0.0,662.3064,0.0,0.0
81,cool-stable,cool stable,1,1065,106500.0,24.983334,19.5,23.46,5.513333,1.5066668,3000.0,18.486,0.4149436,-0.03003914,-0.061667304,25.707,0.0,60.82763,0.003964695,0.011855793
82,cool-stable,cool stable,1,17,1700.0,25.893333,20.14,25.05,5.696667,0.723334,2237.789,26.237,1.8741497,-0.12175995,-0.32391432,24.494,0.0,240.41629,0.0,0.0
83,cool-stable,cool stable,1,10,1000.0,25.535,19.830002,24.07,5.671666,1.5433333,3000.0,15.816999,1.3147925,-0.19832009,0.21223375,24.303501,0.0,22.36068,0.04008,0.060012348
84,cool-stable,cool stable,1,18,1800.0,25.508333,20.075,24.61,5.4766655,0.8800001,2612.9104,19.472,1.6390814,-0.078539506,-0.8444437,23.1155,0.0,780.95844,0.0,0.0
85,cool-stable,cool stable,1,22,2200.0,26.451668,20.814999,25.71,5.6616673,0.74833363,1795.4524,30.8155,20.593334,0.59277964,0.24163766,19.3925,0.0,33.83914,0.022109091,0.0035634118
86,cool-stable,cool stable,1,16,1600.0,25.631668,20.095001,24.845001,5.5599995,0.75000066,2039.1539,20.221,0.7695332,-0.14587982,0.10283382,24.92,0.0,326.24515,0.0,0.0
87,cool-stable,cool stable,1,21,2100.0,25.823334,20.19,25.02,5.646666,0.8166669,2066.035,21.932,4.442329,-0.2576806,0.24250486,25.373,0.0,161.24515,0.0,0.020770136
88,cool-stable,cool stable,1,54,5400.0,25.511665,20.154999,24.71,5.363333,0.78000003,1699.4556,16.625,3.1603587,-0.32109937,-0.2003667,25.419998,0.0,31.622776,0.0048,0.0011454046
89,cool-stable,cool stable,1,11,1100.0,26.573334,21.23,25.56,5.473333,0.98333293,3000.0,36.025,8.3659115,-0.25567964,-0.8640224,6.52,0.0,10.0,0.100072734,0.2224579
90,cool-stable,cool stable,1,10,1000.0,25.551666,19.83,24.75,5.75,0.77666724,2480.9976,28.348,3.4800115,-0.6596198,-0.46825355,26.98,0.0,657.53326,0.0,0.0
91,cool-stable,cool stable,1,413,41300.0,25.626667,20.05,24.81,5.596667,0.79666644,1656.4117,19.235,2.8703322,-0.30460098,0.38874593,27.414,0.0,356.08984,0.0,0.019300213
92,cool-stable,cool stable,1,18,1800.0,25.478333,19.795,24.41,5.693333,1.0666664,2659.3503,26.5765,3.0745635,-0.07591946,-0.106515095,24.3255,0.0,953.5973,0.0,0.0
93,cool-stable,cool stable,1,57,5700.0,25.753334,20.16,24.98,5.6699996,0.7966671,1947.9734,20.413,2.607611,-0.32636046,-0.4210978,26.088,0.0,225.61028,0.0,0.030654104
94,cool-stable,cool stable,1,14,1400.0,26.421667,20.779999,25.45,5.628333,0.92166674,1649.3179,29.034,21.143694,0.31402004,0.6816186,19.515,0.0,85.032646,0.0,0.0
95,cool-stable,cool stable,1,11,1100.0,25.61,19.98,24.79,5.6000004,0.7600002,2464.001,21.085,4.2832713,-0.42711976,-0.637483,23.303,0.0,717.844,0.0,0.0
96,cool-stable,cool stable,1,76,7600.0,25.628334,20.02,24.835,5.6033335,0.76833344,1954.904,24.078499,5.453092,-0.10641987,0.7752819,25.4045,0.0,59.15476,0.0035157893,0.011065627
97,cool-stable,cool stable,1,23,2300.0,25.276667,19.64,23.47,5.6233344,1.6733322,3000.0,10.209,3.1262758,-0.045999527,0.17415673,26.739,0.0,20.0,0.01653913,0.08698336
98,cool-stable,cool stable,1,10,1000.0,25.395,19.744999,23.735,5.705001,1.6466665,3000.0,21.7645,3.774499,-0.22077945,-0.8991271,24.827,0.0,12.071068,0.05636,0.06546914
99,cool-stable,cool stable,1,29,2900.0,25.880001,20.23,25.07,5.6833324,0.7966652,1843.285,27.627,3.0907626,-0.4326007,-0.68300885,25.391,0.0,346.55444,0.0,0.0
100,cool-stable,cool stable,1,15,1500.0,25.53,20.14,24.69,5.363333,0.8033326,1601.2495,16.68,2.82295,-0.23372012,-0.622432,26.009,0.0,41.231056,0.0011199999,0.0
101,cool-stable,cool stable,1,13,1300.0,25.206667,19.49,23.5,5.7433324,1.6966673,3000.0,22.397,3.0743058,0.1437194,-0.10791555,26.572,0.0,90.553856,0.0,0.0
102,cool-stable,cool stable,1,11,1100.0,25.413334,19.75,24.0,5.6666675,1.483333,3000.0,20.246,3.5630522,-0.12564072,0.4136134,30.023,0.0,22.36068,0.015636364,0.043771043
103,cool-stable,cool stable,1,15,1500.0,25.256666,19.57,23.67,5.6900005,1.5933323,3000.0,22.839,0.6310235,-0.057119217,0.40406737,25.201,0.0,28.284271,0.009546666,0.05603292
104,cool-stable,cool stable,1,10,1000.0,26.695,21.145,25.564999,5.4299994,1.0149996,3000.0,31.8085,12.570099,-0.94140005,0.41124666,7.705,0.0,12.071068,0.10204001,0.46750617
105,cool-stable,cool stable,1,41,4100.0,25.473333,19.87,23.86,5.643333,1.5700003,3000.0,20.539,2.1155589,0.055359725,-0.7655244,26.386,0.0,22.36068,0.029385366,0.061394155
106,cool-stable,cool stable,1,12,1200.0,25.613335,20.035,24.83,5.549999,0.78999937,2428.2297,18.9665,3.8401718,-0.60393953,-0.5301318,25.793,0.0,768.5698,0.0,0.0
107,cool-stable,cool stable,1,11,1100.0,25.246666,19.79,23.75,5.476667,1.4666659,3000.0,17.657,0.47248518,-0.042960662,-0.099127084,25.67,0.0,20.0,0.014581818,0.043625142
108,cool-stable,cool stable,1,18,1800.0,25.558334,19.83,24.115002,5.710001,1.5183331,3000.0,22.742,2.479083,0.22463962,0.4289816,27.4505,0.0,42.426407,0.0021555556,0.04290809
109,cool-stable,cool stable,1,33,3300.0,25.633333,20.1,24.83,5.646667,0.82999927,1473.126,26.539,3.2114532,-0.6082401,0.70591193,23.847,0.0,554.61694,0.0,0.0
110,cool-stable,cool stable,1,33,3300.0,25.656666,20.19,24.87,5.4699993,0.7999986,1714.2053,17.609,1.4341453,-0.3185997,0.24065551,25.352,0.0,638.2006,0.0,0.0
111,cool-stable,cool stable,1,22,2200.0,25.531668,19.884998,24.735,5.661667,0.8000005,2457.7427,27.14,4.5261,0.04051922,-0.58087254,23.5,0.0,841.33813,0.0,0.0
112,cool-stable,cool stable,1,18,1800.0,25.653334,20.02,24.814999,5.663334,0.85166705,1768.7141,27.7905,3.3688786,-0.09352063,0.82547593,23.937,0.0,294.43903,0.0,0.0
113,cool-stable,cool stable,1,12,1200.0,25.713333,20.12,24.994999,5.6133323,0.70333356,1471.9541,23.7525,3.1362152,-0.33711946,-0.792173,29.8675,0.0,144.39021,0.0,0.048045266
114,cool-stable,cool stable,1,44,4400.0,25.891666,20.275002,25.045,5.5933332,0.7800001,1623.6052,18.4245,4.129597,-0.19729993,-0.3780436,24.8125,0.0,539.67456,0.0,0.0
115,cool-stable,cool stable,1,132,13200.0,25.651667,20.05,24.84,5.595,0.79666644,1574.4999,25.987,2.6444983,-0.029819831,-0.68295,24.7435,0.007575758,700.0714,0.0,0.0
116,cool-stable,cool stable,1,20,2000.0,25.478333,19.785,23.974998,5.6766663,1.4683332,3000.0,19.5285,2.4637852,-0.32048005,-0.6626272,28.4995,0.0,20.0,0.049540002,0.09910494
117,cool-stable,cool stable,1,9,900.0,26.9,21.54,26.41,5.396666,0.48666763,3000.0,17.494,1.3671281,0.00748024,0.82750624,5.209,0.0,0.0,0.17822222,0.27876544
118,cool-stable,cool stable,1,14,1400.0,25.661667,19.93,24.875,5.6683335,0.7833334,1692.1879,26.324501,4.912797,0.06995968,0.92822707,27.217,0.0,169.23984,0.0,0.0
119,cool-stable,cool stable,1,13,1300.0,25.666666,19.91,24.21,5.7166653,1.5166677,3000.0,18.747,2.436293,0.11648025,-0.507517,28.579,0.0,20.0,0.04870769,0.0925736
120,cool-stable,cool stable,1,130,13000.0,25.506666,20.04,24.79,5.475,0.71166575,1319.1473,14.132999,2.993762,-0.2498402,0.03613187,32.758,0.0,301.57825,0.0,0.0
121,cool-stable,cool stable,1,28,2800.0,26.928333,21.415,26.36,5.453334,0.53833264,3000.0,19.524,0.60548115,-0.02396019,0.8979779,4.8215,0.0,10.0,0.0988,0.35046738
122,cool-stable,cool stable,1,16,1600.0,25.733334,20.09,25.005001,5.6066666,0.6833328,1680.9075,18.284,1.8058562,-0.19924057,-0.81907105,25.0105,0.0,43.573883,1e-04,0.22904322
123,cool-stable,cool stable,1,9,900.0,25.873333,20.16,24.42,5.7166677,1.4733334,3000.0,18.859,0.8379247,-0.24319954,-0.54073507,26.26,0.0,14.142136,0.039733335,0.13884774
124,cool-stable,cool stable,1,26,2600.0,26.868332,21.505001,26.325,5.4016666,0.52000076,3000.0,21.7325,0.7595873,0.06870064,0.7404723,6.1775,0.0,0.0,0.14318462,0.21692307
125,cool-stable,cool stable,1,31,3100.0,25.646667,20.13,24.74,5.5066676,0.8566678,1456.7087,12.961,2.1125462,-0.92059964,0.19718659,28.346,0.0,344.8188,0.0,0.0
126,cool-stable,cool stable,1,110,11000.0,25.538334,20.02,24.735,5.5449996,0.75000095,1249.76,19.3345,3.4733343,0.007119904,0.6302517,28.1975,0.0,557.0449,0.0,0.024010101
127,cool-stable,cool stable,1,45,4500.0,25.7,20.07,24.87,5.646667,0.8133335,1484.8906,25.552,4.1908255,0.10871986,0.873446,26.371,0.0,230.21729,0.0,0.0
128,cool-stable,cool stable,1,17,1700.0,25.44,19.91,24.06,5.6199994,1.4966679,3000.0,19.784,1.899123,-0.1198407,0.09878801,26.535,0.0,14.142136,0.028470589,0.06054466
129,cool-stable,cool stable,1,42,4200.0,25.58,20.035,24.880001,5.5166674,0.62833345,1209.9791,23.525501,3.1212597,0.16425937,-0.43081695,30.2625,0.0,395.60083,0.0,0.0
130,cool-stable,cool stable,1,16,1600.0,26.823334,21.5,26.42,5.3983335,0.4250005,3000.0,16.4795,0.6578536,0.02425949,0.892002,4.7985,0.0,5.0,0.1956,0.36957562
131,cool-stable,cool stable,1,94,9400.0,25.168335,19.44,23.585,5.6783333,1.5450003,3000.0,19.953499,0.9235287,-0.011659469,0.36255088,30.608002,0.0,28.284271,0.014910638,0.047584713
132,cool-stable,cool stable,1,12,1200.0,25.678333,20.035,24.895,5.6783333,0.80499995,1491.1404,25.772999,4.384387,0.04697956,-0.015486494,26.196,0.0,173.48753,0.0,0.0
133,cool-stable,cool stable,1,37,3700.0,25.663334,20.01,24.18,5.6166673,1.5066668,3000.0,16.585,0.94210243,-0.13304001,0.448456,27.69,0.0,30.0,0.010356757,0.119773105
134,cool-stable,cool stable,1,61,6100.0,25.44,19.78,23.78,5.6466675,1.6033338,3000.0,26.038,3.703288,-0.056000367,0.15774886,25.791,0.0,50.0,0.0058295084,0.024488969
135,cool-stable,cool stable,1,15,1500.0,25.663334,20.14,24.88,5.523334,0.710001,1150.1738,12.886,2.608455,-0.3495203,-0.30676144,33.903,0.0,370.0,0.0,0.0
136,cool-stable,cool stable,1,9,900.0,25.76,20.18,24.44,5.5400004,1.3433336,3000.0,18.275,0.9316489,0.11939949,0.09404936,27.881,0.0,10.0,0.08995555,0.121193424
137,cool-stable,cool stable,1,82,8200.0,25.43,19.93,24.65,5.503333,0.76666605,1722.2368,27.649,3.1067514,-0.08284,0.41761428,25.546,0.0,36.05551,0.007365854,0.04526799
138,cool-stable,cool stable,1,15,1500.0,25.67,20.02,24.83,5.6766677,0.80999947,1426.3589,25.972,5.2914424,0.33359924,0.91035724,25.042,0.0,121.65526,0.0,0.0054567903
139,cool-stable,cool stable,1,22,2200.0,24.876667,19.2,23.325,5.683333,1.543334,3000.0,21.3865,0.57665575,-0.04004032,0.881812,30.8415,0.0,611.26587,0.0,0.0
140,cool-stable,cool stable,1,59,5900.0,25.11,19.58,23.51,5.5099998,1.526666,3000.0,18.557,0.42450935,-0.14112008,0.19823356,25.667,0.0,36.05551,0.0052135596,0.09409918
141,cool-stable,cool stable,1,11,1100.0,25.97,20.36,25.44,5.5799994,0.6666673,1095.5364,25.795,4.800103,0.081999816,0.9118304,23.171,0.0,344.3835,0.0,0.0
