patch_id,corner,corner_label,bivariate_id,n_pixels,area_m2,centroid_x,centroid_y,heatwave_temp,mean_baseline_temp,p90_baseline_temp,hw_minus_mean,hw_minus_p90,inland_position,elevation,slope,tpi_50m,southness,canopy_height_max,rock_presence_10m,urban_distance,building_50m,impervious_50m
862,cool-stable,cool stable,1,53,5300.0,25502263.11320755,6679957.452830189,25.483334,20.09,24.93,5.393332,0.64333344,2529.585,9.74,5.0157127,-0.15579982,0.41961032,26.195,0.0,40.0,0.004845283,0.031022595
863,cool-stable,cool stable,1,58,5800.0,25510774.827586208,6679942.931034483,25.803333,20.564999,25.205,5.2249994,0.53666747,29.142136,1.006,1.9210544,0.054139994,-0.7661397,22.565,0.0,247.68832,0.0,0.0
864,cool-stable,cool stable,1,11,1100.0,25502481.363636363,6679958.636363637,25.38,20.05,24.81,5.2966666,0.5600001,2648.2446,18.613,2.89114,0.28511962,-0.87126625,25.858,0.0,31.622776,0.0027636364,0.02413019
865,cool-stable,cool stable,1,46,4600.0,25506561.95652174,6679921.304347826,25.251667,20.045,24.575,5.1966662,0.64833295,1413.2053,4.826,0.43851578,-0.02053998,0.35357988,23.788,0.0,43.573883,0.0011478261,0.119653784
866,cool-stable,cool stable,1,14,1400.0,25510275.714285713,6679936.428571428,25.855,20.494999,25.34,5.2766666,0.583333,79.36253,1.715,3.5307302,-0.19769998,-0.7866944,27.548,0.0,112.470245,0.0,0.053932983
867,cool-stable,cool stable,1,44,4400.0,25509138.40909091,6679846.363636363,26.001667,20.435001,25.525002,5.5583334,0.48499995,107.70329,2.856,7.711702,-0.57251996,-0.47740045,27.117,0.0,104.62888,0.0,0.0016133558
868,cool-stable,cool stable,1,35,3500.0,25495457.85714286,6679887.285714285,25.5,19.79,24.3,5.673334,1.1399994,3000.0,19.731,5.2616754,0.06131958,0.7705938,27.304,0.0,31.622776,0.0025257142,0.031915344
869,cool-stable,cool stable,1,9,900.0,25507988.333333332,6679928.333333333,25.506666,20.09,24.79,5.5066667,0.6233323,657.87537,17.511,1.9930971,-0.3007193,-0.5805975,21.63,0.0,590.0847,0.0,0.0
870,cool-stable,cool stable,1,68,6800.0,25508812.647058822,6679890.882352941,25.384998,20.12,24.805,5.296666,0.58833313,180.0,15.922501,3.13098,-0.20160022,0.06361951,26.476,0.0,291.11823,0.0,0.0
871,cool-stable,cool stable,1,13,1300.0,25492636.53846154,6679897.307692308,25.45,19.89,24.11,5.6100006,1.2566675,2405.5352,15.439,2.0992181,0.14264031,-0.7960187,24.527,0.0,114.01755,0.0,0.1963438
872,cool-stable,cool stable,1,123,12300.0,25499251.585365854,6679883.37398374,25.23,19.85,24.57,5.3733344,0.653333,1777.6671,8.132,1.3007239,-0.10659975,-0.83975744,27.639,0.0,92.19544,0.0,0.03168323
873,cool-stable,cool stable,1,15,1500.0,25499687.0,6679897.666666667,25.463333,20.0,24.89,5.47,0.6899999,1853.1055,8.987,4.569649,-0.74203986,0.17849816,27.357,0.0,41.231056,0.00048,0.016502058
874,cool-stable,cool stable,1,27,2700.0,25504756.85185185,6679907.592592592,25.846666,20.11,25.14,5.623333,0.759999,2420.0205,28.267,3.5277333,-0.079679035,0.8985743,24.852,0.0,28.284271,0.033422224,0.1598354
875,cool-stable,cool stable,1,9,900.0,25508626.111111112,6679909.444444444,25.383333,20.04,24.71,5.2966666,0.69666606,214.7091,0.714,1.0781838,-0.58656,-0.011430438,23.141,0.0,330.6055,0.0,0.0
876,cool-stable,cool stable,1,9,900.0,25510345.0,6679923.888888889,26.11,20.62,25.53,5.433334,0.6599992,41.231056,1.073,2.9604151,-0.28880006,-0.99868447,28.013,0.0,155.24174,0.0,0.0
877,cool-stable,cool stable,1,36,3600.0,25504879.722222224,6679875.0,25.671665,20.005001,24.849998,5.583333,0.72000086,2305.5693,24.9885,2.1503491,-0.21279976,0.5033451,27.926,0.0,33.83914,0.018333334,0.22827159
878,cool-stable,cool stable,1,54,5400.0,25510114.259259257,6679895.37037037,26.255001,20.634998,25.665,5.6900005,0.6333332,80.0,10.3435,10.110995,-0.20772004,0.96825767,27.3975,0.11111111,40.0,0.003562963,0.015486968
879,cool-stable,cool stable,1,15,1500.0,25498135.666666668,6679872.333333333,25.933334,20.36,25.19,5.653333,0.8966662,1932.149,24.96,3.419351,0.015960312,0.31864536,27.909,0.0,10.0,0.14442666,0.208107
880,cool-stable,cool stable,1,44,4400.0,25493844.772727273,6679855.909090909,25.470001,19.744999,24.255001,5.688334,1.1850007,3000.0,25.140999,2.284014,-0.34801996,0.11659014,26.606,0.0,50.0,0.01140909,0.045367565
881,cool-stable,cool stable,1,50,5000.0,25502243.0,6679867.6,25.4,20.055,24.75,5.336667,0.59666634,2438.6367,10.5305,4.830171,-0.07952003,-0.5071217,26.084,0.0,31.622776,0.020056,0.033780247
882,cool-stable,cool stable,1,15,1500.0,25508937.666666668,6679870.333333333,25.706667,20.32,25.1,5.426666,0.5799987,156.52477,22.297,2.8653371,-0.0551194,0.13112703,23.486,0.0,254.95099,0.0,0.0
