patch_id,corner_id,corner_label,n_pixels,area_m2,mean_r_thw,mean_r_offset,dominant_lulc,dominant_lulc_label,dominant_lulc_percent
1,1,Cool-stable,106,10600.0,0.04227857624135167,0.13588965133993977,Trees >15 m,Trees >15 m,95.28301886792453
2,1,Cool-stable,18,1800.0,0.03748156750576184,0.06232469864619288,Trees >15 m,Trees >15 m,100.0
3,1,Cool-stable,27,2700.0,0.04579936270345638,0.1612490367072773,Trees >15 m,Trees >15 m,88.88888888888889
4,1,Cool-stable,100,10000.0,0.05629633859156747,0.1640062066518275,Trees >15 m,Trees >15 m,70.0
5,1,Cool-stable,41,4100.0,0.04467340016475748,0.16606711152759454,Trees >15 m,Trees >15 m,80.48780487804878
6,1,Cool-stable,51,5100.0,0.05113503977674169,0.12183391747614883,Trees >15 m,Trees >15 m,96.07843137254902
7,1,Cool-stable,9,900.0,0.09553286665161241,0.18359943510722568,Trees >15 m,Trees >15 m,88.88888888888889
8,1,Cool-stable,32,3200.0,0.06003779355785671,0.16133291598116067,Trees >15 m,Trees >15 m,68.75
9,1,Cool-stable,17,1700.0,0.05536962292901289,0.14784919058110035,Trees >15 m,Trees >15 m,94.11764705882354
10,1,Cool-stable,60,6000.0,0.042652655462004155,0.10317320451197351,Trees >15 m,Trees >15 m,91.66666666666667
11,1,Cool-stable,198,19800.0,0.03921386352964791,0.10475092060643207,Trees >15 m,Trees >15 m,83.83838383838383
12,1,Cool-stable,63,6300.0,0.04377529843512617,0.11853440740791947,Trees >15 m,Trees >15 m,95.23809523809524
13,1,Cool-stable,26,2600.0,0.021441560149582987,0.11562382905652044,Trees >15 m,Trees >15 m,88.46153846153847
14,1,Cool-stable,10,1000.0,0.0921169069969999,0.198663827865415,Trees >15 m,Trees >15 m,90.0
15,1,Cool-stable,33,3300.0,0.05278850637410592,0.1136970400804718,Trees >15 m,Trees >15 m,75.75757575757575
16,1,Cool-stable,140,14000.0,0.028413324392952764,0.09758250957404156,Trees >15 m,Trees >15 m,92.85714285714286
17,1,Cool-stable,9,900.0,0.08340398077357333,0.20930890243771302,Trees >15 m,Trees >15 m,55.55555555555556
18,1,Cool-stable,15,1500.0,0.06607195931051539,0.19005716313429463,Trees >15 m,Trees >15 m,53.333333333333336
19,1,Cool-stable,12,1200.0,0.10404639396969795,0.19493013215480068,Trees >15 m,Trees >15 m,50.0
20,1,Cool-stable,67,6700.0,0.05344131466927435,0.1251656986527731,Trees >15 m,Trees >15 m,83.58208955223881
21,1,Cool-stable,136,13600.0,0.04838815958010031,0.1673604817422953,Trees >15 m,Trees >15 m,91.91176470588235
22,1,Cool-stable,10,1000.0,0.04549869350624214,0.2105017258621246,Trees >15 m,Trees >15 m,60.0
23,1,Cool-stable,34,3400.0,0.05712648225844097,0.16205567352267525,Trees >15 m,Trees >15 m,70.58823529411765
24,1,Cool-stable,18,1800.0,0.06618276216795524,0.20760286174105977,Trees >15 m,Trees >15 m,50.0
25,1,Cool-stable,164,16400.0,0.04739455206658909,0.1305580667826421,Trees >15 m,Trees >15 m,79.26829268292683
26,1,Cool-stable,19,1900.0,0.05764528906704971,0.10269044332499692,Trees >15 m,Trees >15 m,68.42105263157895
27,1,Cool-stable,24,2400.0,0.1291633466670968,0.1636386119982365,Trees 10–15 m,Trees 10–15 m,62.5
28,1,Cool-stable,12,1200.0,0.08737252276955171,0.13124388421131863,Trees >15 m,Trees >15 m,50.0
29,1,Cool-stable,21,2100.0,0.05708274767696039,0.1489084440511906,Trees >15 m,Trees >15 m,52.38095238095238
30,1,Cool-stable,27,2700.0,0.05568714880886242,0.13426514355899172,Trees >15 m,Trees >15 m,51.851851851851855
31,1,Cool-stable,104,10400.0,0.04429931052366453,0.1246750732653907,Trees >15 m,Trees >15 m,79.8076923076923
32,1,Cool-stable,11,1100.0,0.10645976849693098,0.18009789172084728,Trees 10–15 m,Trees 10–15 m,36.36363636363637
33,1,Cool-stable,12,1200.0,0.05377563254728648,0.18467418303816252,Trees >15 m,Trees >15 m,83.33333333333333
34,1,Cool-stable,921,92100.0,0.03616877767658717,0.09279415514051642,Trees >15 m,Trees >15 m,78.82736156351791
35,1,Cool-stable,415,41500.0,0.04410260105553346,0.11868583090709882,Trees >15 m,Trees >15 m,82.65060240963855
36,1,Cool-stable,11,1100.0,0.08156741126546604,0.16274941420397726,Trees 2–10 m,Trees 2–10 m,45.45454545454545
37,1,Cool-stable,50,5000.0,0.07712562985902773,0.13694317236039874,Trees 10–15 m,Trees 10–15 m,44.0
38,1,Cool-stable,17,1700.0,0.05295516174146035,0.14805314402931402,Trees >15 m,Trees >15 m,88.23529411764706
39,1,Cool-stable,12,1200.0,0.05257615837070013,0.11317351634998978,Trees 10–15 m,Trees 10–15 m,58.333333333333336
40,1,Cool-stable,13,1300.0,0.08316667783328,0.16385454121348828,Trees >15 m,Trees >15 m,53.84615384615385
41,1,Cool-stable,27,2700.0,0.05993797888342873,0.18203772403649818,Trees >15 m,Trees >15 m,81.48148148148148
42,1,Cool-stable,11,1100.0,0.17524421608908203,0.18198481475942038,Trees 10–15 m,Trees 10–15 m,90.9090909090909
43,1,Cool-stable,203,20300.0,0.03995938530990273,0.1044313045534442,Trees >15 m,Trees >15 m,81.77339901477832
44,1,Cool-stable,15,1500.0,0.06263124616923126,0.17393520221082398,Trees >15 m,Trees >15 m,93.33333333333333
45,1,Cool-stable,320,32000.0,0.06356703442046518,0.1436545856317946,Trees >15 m,Trees >15 m,84.0625
46,1,Cool-stable,267,26700.0,0.014963673468746665,0.1232968322162863,Trees >15 m,Trees >15 m,95.50561797752809
47,1,Cool-stable,49,4900.0,0.05776219904394546,0.1538355351818459,Trees >15 m,Trees >15 m,71.42857142857143
48,1,Cool-stable,9,900.0,0.05096519242556212,0.1678470631669122,Trees >15 m,Trees >15 m,66.66666666666667
49,1,Cool-stable,9,900.0,0.09049374352577683,0.19231118566548744,Trees >15 m,Trees >15 m,77.77777777777777
50,1,Cool-stable,63,6300.0,0.07928361744388067,0.18868613785288518,Trees >15 m,Trees >15 m,63.492063492063494
51,1,Cool-stable,54,5400.0,0.05002064582728474,0.17137982348295588,Trees >15 m,Trees >15 m,90.74074074074075
52,1,Cool-stable,114,11400.0,0.07995785376211907,0.1533321872861773,Trees >15 m,Trees >15 m,83.33333333333333
53,1,Cool-stable,12,1200.0,0.0639847521963074,0.2160189576007828,Trees >15 m,Trees >15 m,83.33333333333333
54,1,Cool-stable,22,2200.0,0.04848583092123207,0.12901075987788466,Trees >15 m,Trees >15 m,77.27272727272727
55,1,Cool-stable,164,16400.0,0.048889974027486335,0.1228318616100126,Trees >15 m,Trees >15 m,87.8048780487805
56,1,Cool-stable,145,14500.0,0.03659495133880848,0.10805414190224155,Trees >15 m,Trees >15 m,89.65517241379311
57,1,Cool-stable,16,1600.0,0.02501127052485564,0.04128617052162973,Trees >15 m,Trees >15 m,87.5
58,1,Cool-stable,65,6500.0,0.022920789008082143,0.14993169506708656,Trees >15 m,Trees >15 m,98.46153846153847
59,1,Cool-stable,17,1700.0,0.03432461768216433,0.1330627173931607,Trees >15 m,Trees >15 m,64.70588235294117
60,1,Cool-stable,12,1200.0,0.10197767132273083,0.19999336000086024,Trees >15 m,Trees >15 m,41.666666666666664
61,1,Cool-stable,120,12000.0,0.03166790864221426,0.13090391625536307,Trees >15 m,Trees >15 m,94.16666666666667
62,1,Cool-stable,53,5300.0,0.07010654634629115,0.136465546362725,Trees >15 m,Trees >15 m,81.13207547169812
63,1,Cool-stable,101,10100.0,0.030598802452586296,0.07505749626544964,Trees >15 m,Trees >15 m,86.13861386138613
64,1,Cool-stable,17,1700.0,0.048779543173119444,0.1926617556923089,Trees >15 m,Trees >15 m,94.11764705882354
65,1,Cool-stable,29,2900.0,0.06459106022329976,0.11430825910958194,Trees >15 m,Trees >15 m,55.172413793103445
66,1,Cool-stable,10,1000.0,0.03425513726249234,0.19549659666440852,Trees >15 m,Trees >15 m,90.0
67,1,Cool-stable,349,34900.0,0.01821695422100223,0.11422717213079522,Trees >15 m,Trees >15 m,85.38681948424069
68,1,Cool-stable,55,5500.0,0.09895720976336479,0.1608694943238638,Trees >15 m,Trees >15 m,72.72727272727273
69,1,Cool-stable,59,5900.0,0.029894911864297432,0.12651920975034187,Trees >15 m,Trees >15 m,86.44067796610169
70,1,Cool-stable,85,8500.0,0.05039519680900522,0.10957202414499137,Trees >15 m,Trees >15 m,84.70588235294117
71,1,Cool-stable,39,3900.0,0.07464364028285445,0.14804315441110175,Trees >15 m,Trees >15 m,69.23076923076923
72,1,Cool-stable,24,2400.0,0.06883045958471778,0.1462081706936783,Trees >15 m,Trees >15 m,75.0
73,1,Cool-stable,236,23600.0,0.06320301064933205,0.13598419522554314,Trees >15 m,Trees >15 m,69.91525423728814
74,1,Cool-stable,9,900.0,0.09043904642085229,0.17588262703814816,Trees >15 m,Trees >15 m,77.77777777777777
75,1,Cool-stable,10,1000.0,0.07183447853156552,0.16005835672118457,Trees >15 m,Trees >15 m,50.0
76,1,Cool-stable,65,6500.0,0.05704690722033217,0.11785448165821724,Trees >15 m,Trees >15 m,70.76923076923077
77,1,Cool-stable,10,1000.0,0.019596019226426658,0.19610706796993452,Trees >15 m,Trees >15 m,90.0
78,1,Cool-stable,29,2900.0,0.06241239150094941,0.12489327241924376,Trees >15 m,Trees >15 m,100.0
79,1,Cool-stable,12,1200.0,0.06343204619503855,0.1633109401378539,Trees >15 m,Trees >15 m,91.66666666666667
80,1,Cool-stable,96,9600.0,0.05226747905846426,0.1623381298590277,Trees >15 m,Trees >15 m,92.70833333333333
81,1,Cool-stable,1065,106500.0,0.021065049349615547,0.12472639417264253,Trees >15 m,Trees >15 m,88.45070422535211
82,1,Cool-stable,17,1700.0,0.08459995863244164,0.18248135139084182,Trees 2–10 m,Trees 2–10 m,47.05882352941177
83,1,Cool-stable,10,1000.0,0.0631203909803542,0.1818563502048453,Trees >15 m,Trees >15 m,70.0
84,1,Cool-stable,18,1800.0,0.05425250276890652,0.09501774250782283,Trees >15 m,Trees >15 m,66.66666666666667
85,1,Cool-stable,22,2200.0,0.1631332535653643,0.17770967685174596,Trees 10–15 m,Trees 10–15 m,68.18181818181819
86,1,Cool-stable,16,1600.0,0.07518891738443176,0.14070088954482401,Trees 10–15 m,Trees 10–15 m,68.75
87,1,Cool-stable,21,2100.0,0.07988485035615589,0.17581117056003343,Trees >15 m,Trees >15 m,95.23809523809524
88,1,Cool-stable,54,5400.0,0.051724416438762064,0.0893957033261527,Trees >15 m,Trees >15 m,85.18518518518519
89,1,Cool-stable,11,1100.0,0.18376757021487497,0.09795271988245954,Other vegetation,Other veg.,54.54545454545455
90,1,Cool-stable,10,1000.0,0.05174954030775186,0.20271021645859544,Trees >15 m,Trees >15 m,100.0
91,1,Cool-stable,413,41300.0,0.06032899288245414,0.14089390683304867,Trees >15 m,Trees >15 m,84.01937046004842
92,1,Cool-stable,18,1800.0,0.043396722474918555,0.18591537002985759,Trees >15 m,Trees >15 m,72.22222222222223
93,1,Cool-stable,57,5700.0,0.07400490564777698,0.16423549033556822,Trees >15 m,Trees >15 m,71.9298245614035
94,1,Cool-stable,14,1400.0,0.15013348356859438,0.1558605577138433,Trees 10–15 m,Trees 10–15 m,64.28571428571429
95,1,Cool-stable,11,1100.0,0.05445935206121019,0.14817090873899155,Trees >15 m,Trees >15 m,81.81818181818181
96,1,Cool-stable,76,7600.0,0.06329778040378214,0.15054390973562812,Trees >15 m,Trees >15 m,78.94736842105263
97,1,Cool-stable,23,2300.0,0.030083270568335308,0.15263901921099837,Trees >15 m,Trees >15 m,69.56521739130434
98,1,Cool-stable,10,1000.0,0.04653695280492919,0.18437581857479274,Trees >15 m,Trees >15 m,80.0
99,1,Cool-stable,29,2900.0,0.08848592446252437,0.17926211190349856,Trees >15 m,Trees >15 m,82.75862068965517
100,1,Cool-stable,15,1500.0,0.052732582771487256,0.09138714152069422,Trees >15 m,Trees >15 m,93.33333333333333
101,1,Cool-stable,13,1300.0,0.027779878755394092,0.21580912039346184,Trees >15 m,Trees >15 m,84.61538461538461
102,1,Cool-stable,11,1100.0,0.03919548724445657,0.18086040898680017,Trees >15 m,Trees >15 m,100.0
103,1,Cool-stable,15,1500.0,0.028036560319150083,0.1791234125832016,Trees >15 m,Trees >15 m,80.0
104,1,Cool-stable,10,1000.0,0.18095925675021776,0.09628000903254944,Other vegetation,Other veg.,30.0
105,1,Cool-stable,41,4100.0,0.05492210212917962,0.16731055053703542,Trees >15 m,Trees >15 m,56.09756097560975
106,1,Cool-stable,12,1200.0,0.05557321741561556,0.13505596954740476,Trees >15 m,Trees >15 m,91.66666666666667
107,1,Cool-stable,11,1100.0,0.0384054324333043,0.1276462583837015,Trees >15 m,Trees >15 m,81.81818181818181
108,1,Cool-stable,18,1800.0,0.04813513697574474,0.20443197092379328,Trees >15 m,Trees >15 m,61.111111111111114
109,1,Cool-stable,33,3300.0,0.06566684946826241,0.15441015203814007,Trees >15 m,Trees >15 m,63.63636363636363
110,1,Cool-stable,33,3300.0,0.0647811317471629,0.11478202131642566,Trees >15 m,Trees >15 m,100.0
111,1,Cool-stable,22,2200.0,0.050383296821891625,0.1771878711629994,Trees >15 m,Trees >15 m,81.81818181818181
112,1,Cool-stable,18,1800.0,0.06647830933614346,0.1735026219483783,Trees >15 m,Trees >15 m,77.77777777777777
113,1,Cool-stable,12,1200.0,0.06817676914309065,0.14298152090927665,Trees >15 m,Trees >15 m,100.0
114,1,Cool-stable,44,4400.0,0.08547787465284805,0.14676180903196293,Trees >15 m,Trees >15 m,97.72727272727273
115,1,Cool-stable,132,13200.0,0.062001833881249344,0.147296398613054,Trees >15 m,Trees >15 m,85.60606060606061
116,1,Cool-stable,20,2000.0,0.0474939352882351,0.18628926739572244,Trees >15 m,Trees >15 m,60.0
117,1,Cool-stable,9,900.0,0.21920208895627458,0.08321594603410147,Other vegetation,Other veg.,44.44444444444444
118,1,Cool-stable,14,1400.0,0.06263549976266515,0.1788807703474306,Trees >15 m,Trees >15 m,100.0
119,1,Cool-stable,13,1300.0,0.05533307526049228,0.1938583626767116,Trees >15 m,Trees >15 m,92.3076923076923
120,1,Cool-stable,130,13000.0,0.051764461384610425,0.11103087196361172,Trees >15 m,Trees >15 m,95.38461538461539
121,1,Cool-stable,28,2800.0,0.22666189692755068,0.10470217933297386,Other vegetation,Other veg.,67.85714285714286
122,1,Cool-stable,16,1600.0,0.08394998628988032,0.1594271992644924,Trees 2–10 m,Trees 2–10 m,43.75
123,1,Cool-stable,9,900.0,0.07621984221713246,0.1960859669308329,Trees >15 m,Trees >15 m,88.88888888888889
124,1,Cool-stable,26,2600.0,0.21675898974408606,0.09888670105983564,Other vegetation,Other veg.,50.0
125,1,Cool-stable,31,3100.0,0.06680400720522722,0.13017284636653212,Trees >15 m,Trees >15 m,93.54838709677419
126,1,Cool-stable,110,11000.0,0.053901061324558845,0.12885120634389965,Trees >15 m,Trees >15 m,83.63636363636364
127,1,Cool-stable,45,4500.0,0.06994189059862146,0.15720669125527348,Trees >15 m,Trees >15 m,93.33333333333333
128,1,Cool-stable,17,1700.0,0.05182060901395301,0.15844795752424654,Trees >15 m,Trees >15 m,88.23529411764706
129,1,Cool-stable,42,4200.0,0.0510662095090625,0.11171507836658323,Trees >15 m,Trees >15 m,97.61904761904762
130,1,Cool-stable,16,1600.0,0.21346444643375595,0.08140210168069938,Other vegetation,Other veg.,31.25
131,1,Cool-stable,94,9400.0,0.023720854413285815,0.17637405942401707,Trees >15 m,Trees >15 m,89.36170212765957
132,1,Cool-stable,12,1200.0,0.06625063174080884,0.1834584717786595,Trees >15 m,Trees >15 m,83.33333333333333
133,1,Cool-stable,37,3700.0,0.06601332388228741,0.16097482656371653,Trees >15 m,Trees >15 m,89.1891891891892
134,1,Cool-stable,61,6100.0,0.04552801015791626,0.16276356878778214,Trees >15 m,Trees >15 m,93.44262295081967
135,1,Cool-stable,15,1500.0,0.06567992515887608,0.12609026097616052,Trees >15 m,Trees >15 m,100.0
136,1,Cool-stable,9,900.0,0.09620772713098272,0.15070217318838242,Trees >15 m,Trees >15 m,88.88888888888889
137,1,Cool-stable,82,8200.0,0.04721703060444908,0.12184770712509214,Trees >15 m,Trees >15 m,93.90243902439025
138,1,Cool-stable,15,1500.0,0.072875275546523,0.17315713410110004,Trees >15 m,Trees >15 m,100.0
139,1,Cool-stable,22,2200.0,0.00474280695271695,0.18375620621193062,Trees >15 m,Trees >15 m,77.27272727272727
140,1,Cool-stable,59,5900.0,0.024632921455640177,0.12891523017965043,Trees >15 m,Trees >15 m,93.22033898305085
141,1,Cool-stable,11,1100.0,0.09332037103836194,0.14969688171759207,Trees >15 m,Trees >15 m,72.72727272727273
142,1,Cool-stable,13,1300.0,0.11778499058282277,0.16879584204949538,Trees >15 m,Trees >15 m,61.53846153846154
143,1,Cool-stable,18,1800.0,0.09417721360187245,0.13703712664566242,Trees 10–15 m,Trees 10–15 m,38.888888888888886
144,1,Cool-stable,26,2600.0,0.04597967180082733,0.07872405313322761,Trees >15 m,Trees >15 m,61.53846153846154
145,1,Cool-stable,9,900.0,0.07095350746081415,0.12019136818033556,Trees >15 m,Trees >15 m,66.66666666666667
146,1,Cool-stable,133,13300.0,0.04115513306638317,0.08418391376680354,Trees >15 m,Trees >15 m,84.21052631578948
147,1,Cool-stable,78,7800.0,0.04073145452996416,0.1763763595351711,Trees >15 m,Trees >15 m,91.02564102564102
148,1,Cool-stable,10,1000.0,0.07088177037968967,0.14264856930868736,Trees >15 m,Trees >15 m,90.0
149,1,Cool-stable,27,2700.0,0.08299787448340627,0.16446989329404887,Trees 2–10 m,Trees 2–10 m,74.07407407407408
150,1,Cool-stable,20,2000.0,0.06914576276654086,0.12923852382334913,Trees >15 m,Trees >15 m,90.0
151,1,Cool-stable,9,900.0,0.22960418078002517,0.0972359323419035,Other vegetation,Other veg.,66.66666666666667
152,1,Cool-stable,346,34600.0,0.06197934503574327,0.13112899782148482,Trees >15 m,Trees >15 m,55.49132947976879
153,1,Cool-stable,46,4600.0,0.060046439085692814,0.12012641361502543,Trees >15 m,Trees >15 m,89.1304347826087
154,1,Cool-stable,9,900.0,0.22778559164990986,0.08486904595488742,Other vegetation,Other veg.,55.55555555555556
155,1,Cool-stable,18,1800.0,0.0817077970257105,0.13752031427537087,Trees >15 m,Trees >15 m,72.22222222222223
156,1,Cool-stable,71,7100.0,0.052404471021100636,0.09472317371437244,Trees >15 m,Trees >15 m,77.46478873239437
157,1,Cool-stable,93,9300.0,0.06262794117187966,0.14154002192925405,Trees >15 m,Trees >15 m,49.46236559139785
158,1,Cool-stable,15,1500.0,0.08601535533404303,0.13710653031818232,Trees >15 m,Trees >15 m,46.666666666666664
159,1,Cool-stable,176,17600.0,0.031920226898814914,0.08459434725167086,Trees >15 m,Trees >15 m,86.36363636363636
160,1,Cool-stable,22,2200.0,0.04506337447835561,0.16473742554745163,Trees >15 m,Trees >15 m,81.81818181818181
161,1,Cool-stable,20,2000.0,0.07321545856317946,0.13430138068969968,Trees 10–15 m,Trees 10–15 m,45.0
162,1,Cool-stable,10,1000.0,0.061031033259137404,0.14948098325752443,Trees >15 m,Trees >15 m,70.0
163,1,Cool-stable,9,900.0,0.08538135638784046,0.1897628238903764,Trees >15 m,Trees >15 m,77.77777777777777
164,1,Cool-stable,56,5600.0,0.06123937753752425,0.10352924403091344,Trees >15 m,Trees >15 m,57.142857142857146
165,1,Cool-stable,18,1800.0,0.06051530336104032,0.13828926381137743,Trees >15 m,Trees >15 m,83.33333333333333
166,1,Cool-stable,18,1800.0,0.08203253868404357,0.11803395091597937,Trees >15 m,Trees >15 m,88.88888888888889
167,1,Cool-stable,130,13000.0,0.06280905091231231,0.11270112683535696,Trees >15 m,Trees >15 m,87.6923076923077
168,1,Cool-stable,10,1000.0,0.06915790831962321,0.10305732442982032,Trees >15 m,Trees >15 m,60.0
169,1,Cool-stable,19,1900.0,0.06870729276496186,0.14526001687660556,Trees >15 m,Trees >15 m,78.94736842105263
170,1,Cool-stable,162,16200.0,0.0044318633934427995,0.142112792168923,Trees >15 m,Trees >15 m,88.88888888888889
171,1,Cool-stable,9,900.0,0.04855633335842375,0.08799538336362105,Trees >15 m,Trees >15 m,66.66666666666667
172,1,Cool-stable,10,1000.0,0.06823233007516372,0.13096851511339075,Trees >15 m,Trees >15 m,70.0
173,1,Cool-stable,13,1300.0,0.10970783176628526,0.18773188713283553,Trees 2–10 m,Trees 2–10 m,38.46153846153846
174,1,Cool-stable,10,1000.0,0.00354479176747637,0.21842711055195324,Trees >15 m,Trees >15 m,90.0
175,1,Cool-stable,12,1200.0,0.06007029796660107,0.10228776197081625,Trees >15 m,Trees >15 m,58.333333333333336
176,1,Cool-stable,17,1700.0,0.05209928973040876,0.08022640199019702,Trees >15 m,Trees >15 m,88.23529411764706
177,1,Cool-stable,50,5000.0,0.03964758218007032,0.17063835607600247,Trees >15 m,Trees >15 m,84.0
178,1,Cool-stable,17,1700.0,0.08340912325445034,0.1507233060649015,Trees >15 m,Trees >15 m,94.11764705882354
179,1,Cool-stable,30,3000.0,0.03912171360366463,0.10904114111207888,Trees >15 m,Trees >15 m,60.0
180,1,Cool-stable,20,2000.0,0.07322123294299816,0.09784283363979483,Trees >15 m,Trees >15 m,85.0
181,1,Cool-stable,20,2000.0,0.00908809961611665,0.19226425045969225,Trees >15 m,Trees >15 m,95.0
182,1,Cool-stable,11,1100.0,0.042681846041954435,0.2077229470745391,Trees >15 m,Trees >15 m,100.0
183,1,Cool-stable,9,900.0,0.0039664720367323675,0.2029667265252284,Trees >15 m,Trees >15 m,100.0
184,1,Cool-stable,16,1600.0,0.051287924610471304,0.20271176086325365,Trees >15 m,Trees >15 m,100.0
185,1,Cool-stable,9,900.0,0.04457344502152399,0.16822850916337806,Trees >15 m,Trees >15 m,100.0
186,1,Cool-stable,13,1300.0,0.005511294409000786,0.2168350095660654,Trees >15 m,Trees >15 m,100.0
187,1,Cool-stable,18,1800.0,0.03911142294912739,0.19731869486829323,Trees >15 m,Trees >15 m,100.0
188,1,Cool-stable,22,2200.0,0.07282372745161868,0.164719081847215,Trees >15 m,Trees >15 m,81.81818181818181
189,1,Cool-stable,57,5700.0,0.009627684650834804,0.1707200005885872,Trees >15 m,Trees >15 m,96.49122807017544
190,1,Cool-stable,20,2000.0,0.07917668311881029,0.15913079454175943,Trees 2–10 m,Trees 2–10 m,55.0
191,1,Cool-stable,9,900.0,0.0491605822410042,0.1971445315440283,Trees >15 m,Trees >15 m,88.88888888888889
192,1,Cool-stable,14,1400.0,0.07795161595074497,0.14117955417916708,Trees >15 m,Trees >15 m,85.71428571428571
193,1,Cool-stable,11,1100.0,0.0037062192622049394,0.17806313400139004,Trees >15 m,Trees >15 m,100.0
194,1,Cool-stable,83,8300.0,0.06940766841682028,0.15384357132390983,Trees >15 m,Trees >15 m,84.33734939759036
195,1,Cool-stable,18,1800.0,0.05301145915101204,0.2073491618009183,Trees >15 m,Trees >15 m,88.88888888888889
196,1,Cool-stable,9,900.0,0.017838926703728795,0.17025932736181454,Trees >15 m,Trees >15 m,100.0
197,1,Cool-stable,175,17500.0,0.010408140354757988,0.16059103104708444,Trees >15 m,Trees >15 m,99.42857142857143
198,1,Cool-stable,17,1700.0,0.1286485522303376,0.17448323759969486,Trees 10–15 m,Trees 10–15 m,47.05882352941177
199,1,Cool-stable,53,5300.0,0.01770758886318305,0.07729690610835287,Trees >15 m,Trees >15 m,90.56603773584905
200,1,Cool-stable,10,1000.0,0.040930868737701215,0.14254456595374046,Trees >15 m,Trees >15 m,70.0
201,1,Cool-stable,10,1000.0,0.04089902900093552,0.10575731475208879,Trees >15 m,Trees >15 m,90.0
202,1,Cool-stable,12,1200.0,0.0837710625073927,0.1360598997817134,Trees 10–15 m,Trees 10–15 m,58.333333333333336
203,1,Cool-stable,48,4800.0,0.05658184538210911,0.16106416739249652,Trees >15 m,Trees >15 m,91.66666666666667
204,1,Cool-stable,15,1500.0,0.05891951353269461,0.16454001741991678,Trees >15 m,Trees >15 m,86.66666666666667
205,1,Cool-stable,104,10400.0,0.048905330693049656,0.1094022511892443,Trees >15 m,Trees >15 m,78.84615384615384
206,1,Cool-stable,18,1800.0,0.08301090357753477,0.16049539232448357,Trees >15 m,Trees >15 m,88.88888888888889
207,1,Cool-stable,14,1400.0,0.07008500274202394,0.1471887111565811,Trees >15 m,Trees >15 m,71.42857142857143
208,1,Cool-stable,19,1900.0,0.03815421889670465,0.17571125384350259,Trees >15 m,Trees >15 m,84.21052631578948
209,1,Cool-stable,91,9100.0,0.02947770381816641,0.1612450383901076,Trees >15 m,Trees >15 m,100.0
210,1,Cool-stable,97,9700.0,0.06460503381718664,0.10733190927675419,Trees >15 m,Trees >15 m,68.04123711340206
211,1,Cool-stable,101,10100.0,0.06640147765865331,0.12373628788408697,Trees >15 m,Trees >15 m,69.3069306930693
212,1,Cool-stable,9,900.0,0.08591775361929238,0.17160112691807264,Trees >15 m,Trees >15 m,77.77777777777777
213,1,Cool-stable,16,1600.0,0.1177650891964257,0.15667045711151972,Trees 10–15 m,Trees 10–15 m,43.75
214,1,Cool-stable,80,8000.0,0.007225015323074938,0.1504923828188006,Trees >15 m,Trees >15 m,95.0
215,1,Cool-stable,9,900.0,0.04681011215415551,0.16739593750336032,Trees >15 m,Trees >15 m,66.66666666666667
216,1,Cool-stable,18,1800.0,0.05238450344276339,0.20118824621582776,Trees >15 m,Trees >15 m,88.88888888888889
217,1,Cool-stable,9,900.0,0.0942384162929987,0.17683108057249158,Trees >15 m,Trees >15 m,77.77777777777777
218,1,Cool-stable,13,1300.0,0.08956209505517546,0.1533585698794254,Trees >15 m,Trees >15 m,46.15384615384615
219,1,Cool-stable,10,1000.0,0.08691012613310108,0.16483341398109616,Trees >15 m,Trees >15 m,80.0
220,1,Cool-stable,11,1100.0,0.07848687201053407,0.18191906483786865,Trees >15 m,Trees >15 m,81.81818181818181
221,1,Cool-stable,15,1500.0,0.08639353957654548,0.14633205372216304,Trees >15 m,Trees >15 m,80.0
222,1,Cool-stable,24,2400.0,0.03602651160790133,0.06165100755938363,Trees >15 m,Trees >15 m,83.33333333333333
223,1,Cool-stable,12,1200.0,0.08152491478219727,0.1837661161112724,Trees >15 m,Trees >15 m,58.333333333333336
224,1,Cool-stable,80,8000.0,0.030862120552275878,0.12250475821800703,Trees >15 m,Trees >15 m,77.5
225,1,Cool-stable,20,2000.0,0.0748398496725701,0.16306051808122843,Trees >15 m,Trees >15 m,55.0
226,1,Cool-stable,13,1300.0,0.003757515751128448,0.15025243990500936,Trees >15 m,Trees >15 m,100.0
227,1,Cool-stable,16,1600.0,0.0460163029452563,0.12303042033613988,Trees >15 m,Trees >15 m,81.25
228,1,Cool-stable,12,1200.0,0.19761328322419003,0.1521206866888179,Trees 2–10 m,Trees 2–10 m,50.0
229,1,Cool-stable,211,21100.0,0.03662555388959956,0.16644823736096673,Trees >15 m,Trees >15 m,93.36492890995261
230,1,Cool-stable,9,900.0,0.17684624235190383,0.14568667089619378,Trees 10–15 m,Trees 10–15 m,77.77777777777777
231,1,Cool-stable,12,1200.0,0.06331209608912115,0.16462926223426563,Trees >15 m,Trees >15 m,91.66666666666667
232,1,Cool-stable,36,3600.0,0.06556033169528766,0.1342204139201623,Trees >15 m,Trees >15 m,83.33333333333333
233,1,Cool-stable,24,2400.0,0.07275748142413196,0.17050566147295074,Trees >15 m,Trees >15 m,66.66666666666667
234,1,Cool-stable,26,2600.0,0.11867934945792294,0.18301826113497455,Trees >15 m,Trees >15 m,61.53846153846154
235,1,Cool-stable,98,9800.0,0.06732904155565256,0.11842136777289063,Trees >15 m,Trees >15 m,66.3265306122449
