patch_id,corner_id,corner_label,n_pixels,area_m2,mean_r_thw,mean_r_offset,dominant_lulc,dominant_lulc_label,dominant_lulc_percent
762,1,Cool-stable,14,1400.0,0.05907750480430244,0.0827599738240404,Trees >15 m,Trees >15 m,92.85714285714286
763,1,Cool-stable,12,1200.0,0.11047912835897931,0.11318061335311892,Trees >15 m,Trees >15 m,41.666666666666664
764,1,Cool-stable,68,6800.0,0.04895474806587689,0.1904411242867417,Trees >15 m,Trees >15 m,82.3529411764706
765,1,Cool-stable,30,3000.0,0.049487650139251806,0.07561665430067636,Trees >15 m,Trees >15 m,93.33333333333333
766,1,Cool-stable,14,1400.0,0.0986324674067827,0.14316881189715797,Trees >15 m,Trees >15 m,78.57142857142857
767,1,Cool-stable,18,1800.0,0.06368415110164843,0.07523466706811331,Trees >15 m,Trees >15 m,72.22222222222223
768,1,Cool-stable,9,900.0,0.05917753619292379,0.12803255302142363,Trees >15 m,Trees >15 m,77.77777777777777
769,1,Cool-stable,12,1200.0,0.12268782863963353,0.1134695742873426,Trees 10–15 m,Trees 10–15 m,50.0
770,1,Cool-stable,9,900.0,0.0521505711653781,0.05717349305174719,Trees >15 m,Trees >15 m,100.0
771,1,Cool-stable,18,1800.0,0.04043798903907295,0.1902421941926442,Trees >15 m,Trees >15 m,94.44444444444444
772,1,Cool-stable,21,2100.0,0.012359477033821367,0.1582721716061501,Trees >15 m,Trees >15 m,95.23809523809524
773,1,Cool-stable,10,1000.0,0.028654279170295817,0.2059792251362947,Trees >15 m,Trees >15 m,80.0
774,1,Cool-stable,10,1000.0,0.04623687860898738,0.06349004806606665,Trees >15 m,Trees >15 m,50.0
775,1,Cool-stable,38,3800.0,0.04204296063879819,0.08189899164828747,Trees >15 m,Trees >15 m,81.57894736842105
776,1,Cool-stable,83,8300.0,0.05653042053047183,0.12236913977403856,Trees >15 m,Trees >15 m,93.97590361445783
777,1,Cool-stable,21,2100.0,0.06178417429748119,0.09037766195222886,Trees >15 m,Trees >15 m,57.142857142857146
778,1,Cool-stable,42,4200.0,0.04818252969757857,0.07884757419210142,Trees >15 m,Trees >15 m,71.42857142857143
779,1,Cool-stable,48,4800.0,0.04711662741808875,0.07886818257578203,Trees >15 m,Trees >15 m,81.25
780,1,Cool-stable,345,34500.0,0.056356079742637795,0.07515138356496773,Trees >15 m,Trees >15 m,68.69565217391305
781,1,Cool-stable,44,4400.0,0.04876147031135902,0.18252983967224753,Trees >15 m,Trees >15 m,93.18181818181819
782,1,Cool-stable,20,2000.0,0.06941022291041646,0.170087825413723,Trees >15 m,Trees >15 m,65.0
783,1,Cool-stable,19,1900.0,0.06907205835162765,0.15022555905878116,Trees >15 m,Trees >15 m,73.6842105263158
784,1,Cool-stable,82,8200.0,0.05814298100882876,0.06028050078720085,Trees >15 m,Trees >15 m,76.82926829268293
785,1,Cool-stable,23,2300.0,0.07342079758533583,0.053227327108728614,Trees >15 m,Trees >15 m,78.26086956521739
786,1,Cool-stable,13,1300.0,0.06394516448421414,0.08333271296592695,Trees >15 m,Trees >15 m,92.3076923076923
787,1,Cool-stable,27,2700.0,0.02089664780106407,0.1047787563039668,Trees >15 m,Trees >15 m,100.0
788,1,Cool-stable,24,2400.0,0.04171779734830156,0.18174248900502166,Trees >15 m,Trees >15 m,91.66666666666667
789,1,Cool-stable,10,1000.0,0.054692506209877735,0.10938965773089455,Trees >15 m,Trees >15 m,70.0
790,1,Cool-stable,12,1200.0,0.049707974450788735,0.03633162897727884,Trees >15 m,Trees >15 m,91.66666666666667
791,1,Cool-stable,40,4000.0,0.06556487306042132,0.12963785122100716,Trees >15 m,Trees >15 m,60.0
792,1,Cool-stable,10,1000.0,0.09403219458692216,0.08664134326913772,Trees >15 m,Trees >15 m,80.0
793,1,Cool-stable,124,12400.0,0.07862654518512044,0.08366070341499048,Trees >15 m,Trees >15 m,75.0
794,1,Cool-stable,68,6800.0,0.03826540894108539,0.15160612866069684,Trees >15 m,Trees >15 m,89.70588235294117
795,1,Cool-stable,51,5100.0,0.044122511225852326,0.07127080633214607,Trees >15 m,Trees >15 m,76.47058823529412
796,1,Cool-stable,10,1000.0,0.07275170166779574,0.14007635730184845,Trees >15 m,Trees >15 m,90.0
797,1,Cool-stable,9,900.0,0.09774093071102653,0.17113322651985188,Trees >15 m,Trees >15 m,55.55555555555556
798,1,Cool-stable,12,1200.0,0.0818368603288278,0.18350116132778474,Trees >15 m,Trees >15 m,75.0
799,1,Cool-stable,12,1200.0,0.028827300880673572,0.19511965439745363,Trees >15 m,Trees >15 m,91.66666666666667
800,1,Cool-stable,38,3800.0,0.05512791584108824,0.07752740750550527,Trees >15 m,Trees >15 m,44.73684210526316
801,1,Cool-stable,9,900.0,0.07018513142000997,0.13076966640500948,Trees >15 m,Trees >15 m,55.55555555555556
802,1,Cool-stable,59,5900.0,0.07579677529236867,0.15247631279521867,Trees >15 m,Trees >15 m,71.1864406779661
803,1,Cool-stable,995,99500.0,0.03900709489575041,0.08721926092282763,Trees >15 m,Trees >15 m,81.10552763819095
804,1,Cool-stable,13,1300.0,0.061822316848930615,0.11612592962055848,Trees >15 m,Trees >15 m,53.84615384615385
805,1,Cool-stable,23,2300.0,0.08545697827559655,0.07885713003364765,Trees >15 m,Trees >15 m,69.56521739130434
806,1,Cool-stable,10,1000.0,0.06874673376560533,0.14479399335462434,Trees >15 m,Trees >15 m,90.0
807,1,Cool-stable,9,900.0,0.10052041105268629,0.0888717198762684,Trees >15 m,Trees >15 m,66.66666666666667
808,1,Cool-stable,16,1600.0,0.06213139939998064,0.10325677844446596,Trees >15 m,Trees >15 m,81.25
809,1,Cool-stable,12,1200.0,0.0850693301934471,0.1431698872006624,Trees >15 m,Trees >15 m,75.0
810,1,Cool-stable,24,2400.0,0.0780600987128617,0.15443570760347106,Trees >15 m,Trees >15 m,45.833333333333336
811,1,Cool-stable,24,2400.0,0.0499127391206168,0.10581760701958128,Trees >15 m,Trees >15 m,75.0
812,1,Cool-stable,25,2500.0,0.04800779379979999,0.09565952450079034,Trees >15 m,Trees >15 m,84.0
813,1,Cool-stable,10,1000.0,0.18955630826800868,0.1947370560340656,Trees 10–15 m,Trees 10–15 m,80.0
814,1,Cool-stable,15,1500.0,0.09720593137413037,0.10138817381205846,Trees >15 m,Trees >15 m,73.33333333333333
815,1,Cool-stable,72,7200.0,0.04581150915262499,0.11370835439136028,Trees >15 m,Trees >15 m,88.88888888888889
816,1,Cool-stable,10,1000.0,0.09630707442175554,0.1444472079744508,Trees >15 m,Trees >15 m,80.0
817,1,Cool-stable,32,3200.0,0.0489577284751121,0.18358885568889316,Trees >15 m,Trees >15 m,81.25
818,1,Cool-stable,14,1400.0,0.06186211075933324,0.16401402349384542,Trees >15 m,Trees >15 m,92.85714285714286
819,1,Cool-stable,12,1200.0,0.04155712012215447,0.07466730109573426,Trees >15 m,Trees >15 m,58.333333333333336
820,1,Cool-stable,34,3400.0,0.05106733993316672,0.17360741238332164,Trees >15 m,Trees >15 m,76.47058823529412
821,1,Cool-stable,10,1000.0,0.06123816897319269,0.05750524210458402,Trees >15 m,Trees >15 m,80.0
822,1,Cool-stable,110,11000.0,0.08379647730571955,0.07054158052019273,Trees >15 m,Trees >15 m,69.0909090909091
823,1,Cool-stable,9,900.0,0.053561154302468536,0.19049603750658622,Trees >15 m,Trees >15 m,66.66666666666667
824,1,Cool-stable,54,5400.0,0.1169616283918358,0.10630743763538371,Trees >15 m,Trees >15 m,70.37037037037037
825,1,Cool-stable,99,9900.0,0.02982658287119722,0.11713241319938311,Trees >15 m,Trees >15 m,77.77777777777777
826,1,Cool-stable,25,2500.0,0.056610897125713724,0.1481414884351108,Trees >15 m,Trees >15 m,76.0
827,1,Cool-stable,28,2800.0,0.05196514403690442,0.1884902047531487,Trees >15 m,Trees >15 m,75.0
828,1,Cool-stable,14,1400.0,0.1365777697898089,0.13825399897692553,Trees 10–15 m,Trees 10–15 m,50.0
829,1,Cool-stable,23,2300.0,0.10421079501863313,0.0826147968307533,Trees >15 m,Trees >15 m,69.56521739130434
830,1,Cool-stable,92,9200.0,0.03566714634553429,0.1569124249449842,Trees >15 m,Trees >15 m,83.69565217391305
831,1,Cool-stable,49,4900.0,0.07134772616101508,0.16401111029914725,Trees >15 m,Trees >15 m,69.38775510204081
832,1,Cool-stable,11,1100.0,0.062059538577490775,0.08634293188343319,Trees >15 m,Trees >15 m,54.54545454545455
833,1,Cool-stable,11,1100.0,0.07023959717175626,0.08937091812345853,Trees >15 m,Trees >15 m,63.63636363636363
834,1,Cool-stable,9,900.0,0.07785308486653691,0.20136875383076874,Trees >15 m,Trees >15 m,88.88888888888889
835,1,Cool-stable,29,2900.0,0.05630875745713711,0.18190540073039066,Trees >15 m,Trees >15 m,100.0
836,1,Cool-stable,324,32400.0,0.03740988060546755,0.057866915460036736,Trees >15 m,Trees >15 m,80.8641975308642
837,1,Cool-stable,14,1400.0,0.09444330001428616,0.14072557640108205,Trees >15 m,Trees >15 m,57.142857142857146
838,1,Cool-stable,22,2200.0,0.14491658088677345,0.11469152963878602,Trees >15 m,Trees >15 m,45.45454545454545
839,1,Cool-stable,39,3900.0,0.056092388422786174,0.09108455111455208,Trees >15 m,Trees >15 m,76.92307692307692
840,1,Cool-stable,9,900.0,0.05754981343484197,0.07196454365911445,Trees >15 m,Trees >15 m,77.77777777777777
841,1,Cool-stable,9,900.0,0.08853052607431781,0.1235582509830066,Trees >15 m,Trees >15 m,77.77777777777777
842,1,Cool-stable,22,2200.0,0.08141538290091468,0.12076847053717275,Trees >15 m,Trees >15 m,59.09090909090909
843,1,Cool-stable,15,1500.0,0.04750914545630504,0.17937406583008056,Trees >15 m,Trees >15 m,93.33333333333333
844,1,Cool-stable,21,2100.0,0.1086734441510402,0.16182992078085467,Trees >15 m,Trees >15 m,66.66666666666667
845,1,Cool-stable,11,1100.0,0.06441049418016416,0.116689336019637,Trees >15 m,Trees >15 m,72.72727272727273
846,1,Cool-stable,18,1800.0,0.12001915832410363,0.18775447953518212,Trees 2–10 m,Trees 2–10 m,38.888888888888886
847,1,Cool-stable,18,1800.0,0.034519984515629536,0.05177242276632579,Trees >15 m,Trees >15 m,88.88888888888889
848,1,Cool-stable,24,2400.0,0.0448870393668613,0.18732585459746018,Trees >15 m,Trees >15 m,79.16666666666667
849,1,Cool-stable,13,1300.0,0.10379545742170343,0.15033341025889174,Trees >15 m,Trees >15 m,76.92307692307692
850,1,Cool-stable,193,19300.0,0.06633824056166278,0.058442485274888524,Trees >15 m,Trees >15 m,69.94818652849742
851,1,Cool-stable,34,3400.0,0.02568791592897684,0.05528292183998345,Trees >15 m,Trees >15 m,82.3529411764706
852,1,Cool-stable,22,2200.0,0.10264184475159022,0.1869290798236893,Trees >15 m,Trees >15 m,72.72727272727273
853,1,Cool-stable,26,2600.0,0.030267638906465968,0.052907761292547914,Trees >15 m,Trees >15 m,88.46153846153847
854,1,Cool-stable,12,1200.0,0.05562671376496015,0.09814574663698829,Trees >15 m,Trees >15 m,58.333333333333336
855,1,Cool-stable,46,4600.0,0.05718422193142275,0.1147182377552151,Trees >15 m,Trees >15 m,78.26086956521739
856,1,Cool-stable,14,1400.0,0.07614717986294488,0.16680558819869765,Trees >15 m,Trees >15 m,92.85714285714286
857,1,Cool-stable,38,3800.0,0.06455765975472894,0.10479802404491827,Trees >15 m,Trees >15 m,68.42105263157895
858,1,Cool-stable,31,3100.0,0.15468088981018113,0.15936160271559233,Trees 10–15 m,Trees 10–15 m,45.16129032258065
859,1,Cool-stable,66,6600.0,0.02431560353364283,0.12349733666872927,Trees >15 m,Trees >15 m,80.3030303030303
860,1,Cool-stable,9,900.0,0.1005245330494532,0.19107731073762235,Trees >15 m,Trees >15 m,55.55555555555556
861,1,Cool-stable,22,2200.0,0.06829611805659419,0.07081993847308858,Trees >15 m,Trees >15 m,81.81818181818181
862,1,Cool-stable,53,5300.0,0.052167117989807346,0.1039841212163265,Trees >15 m,Trees >15 m,94.33962264150944
863,1,Cool-stable,58,5800.0,0.09982263054091847,0.08018703606679192,Trees >15 m,Trees >15 m,79.3103448275862
864,1,Cool-stable,11,1100.0,0.04075917404960277,0.06855171281185024,Trees >15 m,Trees >15 m,90.9090909090909
865,1,Cool-stable,46,4600.0,0.03606132455885673,0.05556562133140339,Trees >15 m,Trees >15 m,80.43478260869566
866,1,Cool-stable,14,1400.0,0.08273435087767808,0.0705571838722908,Trees >15 m,Trees >15 m,78.57142857142857
867,1,Cool-stable,44,4400.0,0.097664088870902,0.1285061761523099,Trees >15 m,Trees >15 m,68.18181818181819
868,1,Cool-stable,35,3500.0,0.05089568787933251,0.17674860479370302,Trees >15 m,Trees >15 m,91.42857142857143
869,1,Cool-stable,9,900.0,0.09991164589538731,0.1423338387259804,Trees >15 m,Trees >15 m,66.66666666666667
870,1,Cool-stable,68,6800.0,0.05340464018763414,0.07678035629232823,Trees >15 m,Trees >15 m,67.6470588235294
871,1,Cool-stable,13,1300.0,0.0518815991582855,0.13110621434438333,Trees >15 m,Trees >15 m,84.61538461538461
872,1,Cool-stable,123,12300.0,0.034558901323069165,0.0778880593315756,Trees >15 m,Trees >15 m,76.42276422764228
873,1,Cool-stable,15,1500.0,0.058155166295686955,0.13363678398227902,Trees >15 m,Trees >15 m,66.66666666666667
874,1,Cool-stable,27,2700.0,0.08213135907609923,0.16309211886165983,Trees >15 m,Trees >15 m,85.18518518518519
875,1,Cool-stable,9,900.0,0.040913326953199214,0.06080913004362148,Trees >15 m,Trees >15 m,66.66666666666667
876,1,Cool-stable,9,900.0,0.1007619242197777,0.0986045786423218,Trees >15 m,Trees >15 m,88.88888888888889
877,1,Cool-stable,36,3600.0,0.07020633282077199,0.14002651519224635,Trees >15 m,Trees >15 m,94.44444444444444
878,1,Cool-stable,54,5400.0,0.13062668688237256,0.16203088391142847,Trees >15 m,Trees >15 m,79.62962962962963
879,1,Cool-stable,15,1500.0,0.09415406948611245,0.16869217286579136,Trees >15 m,Trees >15 m,86.66666666666667
880,1,Cool-stable,44,4400.0,0.05058955714113944,0.18961812551138013,Trees >15 m,Trees >15 m,88.63636363636364
881,1,Cool-stable,50,5000.0,0.05078258653504952,0.0806746411174554,Trees >15 m,Trees >15 m,56.0
882,1,Cool-stable,15,1500.0,0.08679770315171459,0.09825519102766757,Trees >15 m,Trees >15 m,53.333333333333336
883,1,Cool-stable,18,1800.0,0.061610141545784626,0.08997731109605685,Trees >15 m,Trees >15 m,100.0
884,1,Cool-stable,9,900.0,0.07615693696212422,0.13524536633798223,Trees >15 m,Trees >15 m,77.77777777777777
885,1,Cool-stable,87,8700.0,0.13802034770865804,0.11209384952351079,Trees 10–15 m,Trees 10–15 m,50.57471264367816
886,1,Cool-stable,18,1800.0,0.07571805183679761,0.16389645185686993,Trees >15 m,Trees >15 m,94.44444444444444
887,1,Cool-stable,97,9700.0,0.03087866153314556,0.04106054302383548,Trees >15 m,Trees >15 m,81.44329896907216
888,1,Cool-stable,10,1000.0,0.07079870318397367,0.17202212974612086,Trees >15 m,Trees >15 m,90.0
889,1,Cool-stable,45,4500.0,0.07499247645981413,0.15636273571548903,Trees >15 m,Trees >15 m,86.66666666666667
890,1,Cool-stable,53,5300.0,0.06210491878313786,0.10497919287718958,Trees >15 m,Trees >15 m,71.69811320754717
891,1,Cool-stable,10,1000.0,0.04690383560760024,0.10736143101390368,Trees >15 m,Trees >15 m,80.0
892,1,Cool-stable,9,900.0,0.03938922760949278,0.047899681351728195,Trees >15 m,Trees >15 m,77.77777777777777
893,1,Cool-stable,13,1300.0,0.04870777469248388,0.0711088695168827,Trees >15 m,Trees >15 m,84.61538461538461
894,1,Cool-stable,22,2200.0,0.16287922777567607,0.13663387968526844,Trees 10–15 m,Trees 10–15 m,72.72727272727273
895,1,Cool-stable,14,1400.0,0.02163862428741941,0.1536006230615734,Trees >15 m,Trees >15 m,85.71428571428571
896,1,Cool-stable,66,6600.0,0.04184502530384656,0.08943568072088345,Trees >15 m,Trees >15 m,80.3030303030303
897,1,Cool-stable,30,3000.0,0.06678047678957386,0.17067337656053416,Trees >15 m,Trees >15 m,83.33333333333333
898,1,Cool-stable,13,1300.0,0.20296213029204413,0.12707742433378744,Other vegetation,Other veg.,69.23076923076923
899,1,Cool-stable,10,1000.0,0.10395735346301493,0.18623771734572084,Trees >15 m,Trees >15 m,50.0
900,1,Cool-stable,1002,100200.0,0.03156530450180641,0.06298473571261297,Trees >15 m,Trees >15 m,83.23353293413173
901,1,Cool-stable,32,3200.0,0.06459203321074873,0.09749693538501242,Trees 10–15 m,Trees 10–15 m,46.875
902,1,Cool-stable,23,2300.0,0.08167572025465059,0.16052972255767015,Trees >15 m,Trees >15 m,52.17391304347826
903,1,Cool-stable,26,2600.0,0.03572303821215076,0.177590927250755,Trees >15 m,Trees >15 m,76.92307692307692
904,1,Cool-stable,19,1900.0,0.04602985495287624,0.17009134420295394,Trees >15 m,Trees >15 m,63.1578947368421
905,1,Cool-stable,15,1500.0,0.05402632342978806,0.17323642698151553,Trees >15 m,Trees >15 m,80.0
906,1,Cool-stable,48,4800.0,0.05237851758658882,0.16157323623342687,Trees >15 m,Trees >15 m,83.33333333333333
907,1,Cool-stable,40,4000.0,0.04030271944256266,0.133344519178038,Trees >15 m,Trees >15 m,75.0
908,1,Cool-stable,201,20100.0,0.02946926549869447,0.07641284047198442,Trees >15 m,Trees >15 m,76.11940298507463
909,1,Cool-stable,52,5200.0,0.05291528014551339,0.0493250526691928,Trees >15 m,Trees >15 m,73.07692307692308
910,1,Cool-stable,19,1900.0,0.050994734974472856,0.1258929405193037,Trees >15 m,Trees >15 m,84.21052631578948
911,1,Cool-stable,129,12900.0,0.03461068636622687,0.055957028871398945,Trees >15 m,Trees >15 m,81.3953488372093
912,1,Cool-stable,9,900.0,0.05268341989526544,0.06679814044180636,Trees 10–15 m,Trees 10–15 m,44.44444444444444
913,1,Cool-stable,47,4700.0,0.042894108457856905,0.10122998476958421,Trees >15 m,Trees >15 m,78.72340425531915
914,1,Cool-stable,27,2700.0,0.06443755055419947,0.15017319555111097,Trees >15 m,Trees >15 m,92.5925925925926
915,1,Cool-stable,9,900.0,0.08326899434031922,0.08409626116971516,Trees >15 m,Trees >15 m,88.88888888888889
916,1,Cool-stable,16,1600.0,0.052270859543856255,0.1683683143004613,Trees >15 m,Trees >15 m,93.75
917,1,Cool-stable,10,1000.0,0.055848833833349466,0.16908164779509013,Trees >15 m,Trees >15 m,70.0
918,1,Cool-stable,62,6200.0,0.1974997736659559,0.036510407723870396,Other vegetation,Other veg.,80.64516129032258
919,1,Cool-stable,20,2000.0,0.07530581631665537,0.11028875125004031,Trees >15 m,Trees >15 m,60.0
920,1,Cool-stable,17,1700.0,0.08347259778778443,0.1091956476774393,Trees >15 m,Trees >15 m,88.23529411764706
921,1,Cool-stable,494,49400.0,0.06656645186281965,0.06653158721458037,Trees >15 m,Trees >15 m,71.05263157894737
922,1,Cool-stable,11,1100.0,0.1377082545184742,0.12008167418890346,Trees >15 m,Trees >15 m,63.63636363636363
923,1,Cool-stable,39,3900.0,0.040485309286238357,0.1645459613668266,Trees >15 m,Trees >15 m,94.87179487179488
924,1,Cool-stable,40,4000.0,0.03629602567824768,0.15508247846704734,Trees >15 m,Trees >15 m,77.5
925,1,Cool-stable,68,6800.0,0.0478976883504781,0.17398978714683394,Trees >15 m,Trees >15 m,82.3529411764706
926,1,Cool-stable,9,900.0,0.17746067077432606,0.16948317329232843,Trees 2–10 m,Trees 2–10 m,55.55555555555556
927,1,Cool-stable,27,2700.0,0.033343321708107665,0.15103971095841803,Trees >15 m,Trees >15 m,81.48148148148148
928,1,Cool-stable,10,1000.0,0.04217236039872253,0.153297203135585,Trees >15 m,Trees >15 m,60.0
929,1,Cool-stable,10,1000.0,0.06029865479531597,0.19123603987225396,Trees >15 m,Trees >15 m,70.0
930,1,Cool-stable,76,7600.0,0.037963533628419255,0.11298587730334253,Trees >15 m,Trees >15 m,88.15789473684211
931,1,Cool-stable,10,1000.0,0.09228655763089132,0.15260250330655828,Trees >15 m,Trees >15 m,70.0
932,1,Cool-stable,10,1000.0,0.0583391722313623,0.06707284105938902,Trees >15 m,Trees >15 m,90.0
933,1,Cool-stable,15,1500.0,0.05903267847349915,0.1877887028613826,Trees >15 m,Trees >15 m,86.66666666666667
934,1,Cool-stable,12,1200.0,0.0638561996623547,0.16983063969805479,Trees >15 m,Trees >15 m,100.0
935,1,Cool-stable,21,2100.0,0.04433018576636113,0.143133634111085,Trees >15 m,Trees >15 m,71.42857142857143
936,1,Cool-stable,12,1200.0,0.06689215781154231,0.18738999645149845,Trees >15 m,Trees >15 m,91.66666666666667
937,1,Cool-stable,9,900.0,0.10843758400808629,0.12222240143947295,Trees >15 m,Trees >15 m,55.55555555555556
938,1,Cool-stable,30,3000.0,0.07375758357796489,0.10105784057550243,Trees 2–10 m,Trees 2–10 m,46.666666666666664
939,1,Cool-stable,25,2500.0,0.19206413110100326,0.1825321591019065,Trees 10–15 m,Trees 10–15 m,88.0
940,1,Cool-stable,91,9100.0,0.03043368290150445,0.14360839715141469,Trees >15 m,Trees >15 m,87.91208791208791
941,1,Cool-stable,12,1200.0,0.048613987547985425,0.1974922309321806,Trees >15 m,Trees >15 m,100.0
942,1,Cool-stable,51,5100.0,0.051813474058935494,0.1169012852407004,Trees >15 m,Trees >15 m,70.58823529411765
943,1,Cool-stable,38,3800.0,0.1760494905608161,0.1185178893716436,Trees 2–10 m,Trees 2–10 m,52.63157894736842
944,1,Cool-stable,14,1400.0,0.07897061195522437,0.10433493246325919,Trees >15 m,Trees >15 m,57.142857142857146
945,1,Cool-stable,11,1100.0,0.0774226148057562,0.12314408969204284,Trees >15 m,Trees >15 m,63.63636363636363
946,1,Cool-stable,166,16600.0,0.0445137522897163,0.07127022752774378,Trees >15 m,Trees >15 m,72.89156626506023
947,1,Cool-stable,26,2600.0,0.12595078749438565,0.14129445863017914,Trees >15 m,Trees >15 m,65.38461538461539
948,1,Cool-stable,18,1800.0,0.04172742131466607,0.19432090999351234,Trees >15 m,Trees >15 m,83.33333333333333
949,1,Cool-stable,45,4500.0,0.03813413335914062,0.15885043603557103,Trees >15 m,Trees >15 m,82.22222222222223
950,1,Cool-stable,36,3600.0,0.04543608933621515,0.11783651623170638,Trees >15 m,Trees >15 m,91.66666666666667
951,1,Cool-stable,11,1100.0,0.09510658701600344,0.12729656968406605,Trees 10–15 m,Trees 10–15 m,72.72727272727273
952,1,Cool-stable,13,1300.0,0.03403730145141158,0.17058344313836427,Trees >15 m,Trees >15 m,76.92307692307692
953,1,Cool-stable,39,3900.0,0.19472048312559292,0.01762879034145849,Other vegetation,Other veg.,69.23076923076923
954,1,Cool-stable,22,2200.0,0.0802976049080762,0.11374880128097975,Trees >15 m,Trees >15 m,68.18181818181819
955,1,Cool-stable,18,1800.0,0.023852221039388367,0.1319536651719948,Trees >15 m,Trees >15 m,100.0
956,1,Cool-stable,12,1200.0,0.020991671774358317,0.2094902254911449,Trees >15 m,Trees >15 m,100.0
957,1,Cool-stable,18,1800.0,0.06136619102408322,0.061876906423504706,Trees >15 m,Trees >15 m,83.33333333333333
958,1,Cool-stable,22,2200.0,0.05128354580353032,0.1656506808137506,Trees >15 m,Trees >15 m,68.18181818181819
959,1,Cool-stable,40,4000.0,0.025815308558340595,0.18548359624504016,Trees >15 m,Trees >15 m,92.5
960,1,Cool-stable,28,2800.0,0.08556302507454157,0.16025987013405965,Trees 2–10 m,Trees 2–10 m,50.0
961,1,Cool-stable,26,2600.0,0.05571481214034199,0.16674299667234924,Trees >15 m,Trees >15 m,88.46153846153847
962,1,Cool-stable,59,5900.0,0.03191687976812811,0.17682451757601808,Trees >15 m,Trees >15 m,94.91525423728814
963,1,Cool-stable,19,1900.0,0.10037542806983586,0.13164146211847239,Trees >15 m,Trees >15 m,84.21052631578948
964,1,Cool-stable,21,2100.0,0.05286067599722879,0.09693509314432569,Trees >15 m,Trees >15 m,47.61904761904762
965,1,Cool-stable,11,1100.0,0.10094557302434976,0.1528574822061709,Trees >15 m,Trees >15 m,72.72727272727273
966,1,Cool-stable,26,2600.0,0.030034169836744114,0.15791695513751064,Trees >15 m,Trees >15 m,88.46153846153847
967,1,Cool-stable,10,1000.0,0.06586435046291816,0.09246669247395077,Trees >15 m,Trees >15 m,80.0
968,1,Cool-stable,21,2100.0,0.036580688470749446,0.11840624659167195,Trees >15 m,Trees >15 m,95.23809523809524
969,1,Cool-stable,15,1500.0,0.058322978160585834,0.1669593857866383,Trees >15 m,Trees >15 m,73.33333333333333
970,1,Cool-stable,12,1200.0,0.038492209426110514,0.09981684893061067,Trees >15 m,Trees >15 m,91.66666666666667
971,1,Cool-stable,12,1200.0,0.1887767884985537,0.12815964493478285,Other vegetation,Other veg.,41.666666666666664
972,1,Cool-stable,286,28600.0,0.03852833736797736,0.0745413093632391,Trees >15 m,Trees >15 m,80.76923076923077
973,1,Cool-stable,23,2300.0,0.04344277585391955,0.06178781363213679,Trees >15 m,Trees >15 m,86.95652173913044
974,1,Cool-stable,9,900.0,0.11489671709840105,0.17014434157374256,Trees >15 m,Trees >15 m,55.55555555555556
975,1,Cool-stable,18,1800.0,0.04917685516737099,0.09039361484779079,Trees >15 m,Trees >15 m,72.22222222222223
976,1,Cool-stable,1608,160800.0,0.03633387848813611,0.14686466595215156,Trees >15 m,Trees >15 m,91.9776119402985
977,1,Cool-stable,35,3500.0,0.061650320517251715,0.13088035097906384,Trees >15 m,Trees >15 m,74.28571428571429
978,1,Cool-stable,14,1400.0,0.04690158207868456,0.10610413699981104,Trees >15 m,Trees >15 m,57.142857142857146
979,1,Cool-stable,9,900.0,0.1532771308035026,0.21260069321232583,Trees 2–10 m,Trees 2–10 m,44.44444444444444
980,1,Cool-stable,24,2400.0,0.05394042280933794,0.08573136767852725,Trees >15 m,Trees >15 m,91.66666666666667
981,1,Cool-stable,13,1300.0,0.10237464235819023,0.14796799896770862,Trees >15 m,Trees >15 m,69.23076923076923
982,1,Cool-stable,14,1400.0,0.07306528321190084,0.16205647186775612,Trees >15 m,Trees >15 m,85.71428571428571
983,1,Cool-stable,10,1000.0,0.06496719249008034,0.08358772863640762,Trees >15 m,Trees >15 m,80.0
984,1,Cool-stable,17,1700.0,0.0449701793036967,0.16410091027604307,Trees >15 m,Trees >15 m,76.47058823529412
985,1,Cool-stable,13,1300.0,0.04924317657889708,0.17402598594991897,Trees >15 m,Trees >15 m,100.0
986,1,Cool-stable,9,900.0,0.09735901874970877,0.15066729751138927,Trees >15 m,Trees >15 m,88.88888888888889
987,1,Cool-stable,10,1000.0,0.09642320720023226,0.14387618955450174,Trees >15 m,Trees >15 m,50.0
988,1,Cool-stable,20,2000.0,0.19451908126068584,0.09956987322171681,Trees 2–10 m,Trees 2–10 m,55.0
989,1,Cool-stable,34,3400.0,0.07844522498828235,0.13135440801695691,Trees >15 m,Trees >15 m,61.76470588235294
990,1,Cool-stable,61,6100.0,0.060496335418540735,0.08885503974480405,Trees >15 m,Trees >15 m,67.21311475409836
991,1,Cool-stable,66,6600.0,0.03724012602557071,0.11931404434356144,Trees >15 m,Trees >15 m,90.9090909090909
992,1,Cool-stable,13,1300.0,0.11792839471248452,0.2116387129113346,Trees >15 m,Trees >15 m,46.15384615384615
993,1,Cool-stable,190,19000.0,0.06724024713870227,0.12078550751212688,Trees >15 m,Trees >15 m,68.42105263157895
994,1,Cool-stable,13,1300.0,0.04556402563854418,0.08666440852930742,Trees >15 m,Trees >15 m,76.92307692307692
995,1,Cool-stable,12,1200.0,0.13979813864963386,0.16085190920137207,Trees 10–15 m,Trees 10–15 m,75.0
996,1,Cool-stable,21,2100.0,0.03832440063350738,0.04318234535983496,Trees >15 m,Trees >15 m,80.95238095238095
