class,patch_id,n_pixels,connectivity_change_mean_percent,connectivity_change_median_percent,connectivity_change_p25_percent,connectivity_change_p75_percent,heatwave_temp_mean_degC,heatwave_temp_median_degC,p90_temp_mean_degC,p90_temp_median_degC,mean_temp_mean_degC,mean_temp_median_degC,hw_minus_p90_mean_degC,hw_minus_p90_median_degC,p90_minus_mean_mean_degC,p90_minus_mean_median_degC,area_m2
Trees 10–15 m,10792,10,29.219849,29.293205,28.75507640838623,29.731975555419922,27.251001,26.858334,25.191,24.595001,20.658,20.165,2.06,2.0966663,4.533,4.41,1000.0
Trees 10–15 m,10816,9,19.419565,19.232912,19.081035614013672,19.549177169799805,28.75222,28.83,27.146667,27.08,21.354445,21.21,1.6055553,1.5799999,5.792223,5.8999996,900.0
Trees 10–15 m,10833,9,10.121142,9.995692,9.826896667480469,10.692963600158691,27.02111,26.869999,26.635555,26.48,21.176666,21.11,0.38555562,0.39000002,5.4588885,5.3999996,900.0
Trees 10–15 m,10903,11,2.041617,1.716079,1.4281456470489502,2.5932998657226562,26.800909,26.596666,25.745455,25.5,20.912727,20.77,1.0554547,1.0933336,4.8327274,4.790001,1100.0
Trees 10–15 m,10908,29,14.534484,14.328296,13.897339820861816,15.159358024597168,27.105516,27.136667,26.004482,26.09,20.81793,20.83,1.1010344,1.0500005,5.186552,5.16,2900.0
Trees 10–15 m,10956,13,20.133762,20.076134,19.82371711730957,20.539535522460938,28.849743,28.856667,27.272308,27.16,21.336924,21.37,1.577436,1.5633322,5.9353843,5.8500004,1300.0
Trees 10–15 m,10969,21,7.821544,7.8566213,7.477369785308838,8.200409889221191,26.80857,26.93,26.065237,25.98,20.662857,20.57,0.74333334,0.7533328,5.402381,5.470001,2100.0
Trees 10–15 m,10971,10,9.196388,8.857241,8.335397720336914,10.131030082702637,26.955667,26.965,26.447,26.465,21.112,21.145,0.50866663,0.49500054,5.335,5.2700005,1000.0
Trees 10–15 m,11040,10,4.924661,5.012641,4.81347393989563,5.101109862327576,26.48,26.485,26.067999,26.035,20.713001,20.655,0.41200027,0.37666637,5.3549995,5.2249994,1000.0
Trees 10–15 m,11048,15,9.543817,9.085783,8.568583488464355,10.153419971466064,27.262,27.353333,26.640001,26.71,21.510668,21.35,0.62200004,0.63333255,5.1293335,4.9699993,1500.0
Trees 10–15 m,11076,17,0.79848444,0.79557383,0.6545324921607971,0.8956739902496338,26.81,26.733334,25.82,25.85,20.9,20.75,0.99,0.99666595,4.92,4.869999,1700.0
Trees 10–15 m,11096,25,25.314325,25.392689,24.78620147705078,26.118371963500977,27.215601,27.2,25.46,25.27,20.5148,20.51,1.7555999,1.8233324,4.9452,4.789999,2500.0
Trees 10–15 m,11127,40,-1.1773329,-1.2980291,-1.5743516981601715,-0.748393714427948,26.653915,26.588333,26.057001,25.92,20.707249,20.69,0.59691674,0.5916668,5.34975,5.374999,4000.0
Trees 10–15 m,11139,13,29.241066,29.284147,29.07325553894043,29.349885940551758,26.688974,26.603333,24.782307,24.59,20.275383,20.25,1.906667,2.0433338,4.5069227,4.41,1300.0
Trees 10–15 m,11200,14,-1.9967403,-1.6711825,-2.8022908568382263,-1.0057277977466583,27.285952,27.218334,25.565714,25.369999,20.81,20.91,1.7202383,1.7333338,4.755714,4.7749996,1400.0
Trees 10–15 m,11239,16,14.465917,14.597641,13.758375883102417,14.999648571014404,26.688334,26.663334,25.525625,25.599998,20.504375,20.494999,1.1627086,1.1066668,5.02125,5.045,1600.0
Trees 10–15 m,11250,14,9.684053,9.396095,9.206180810928345,9.658161640167236,26.89,26.77,26.49643,26.404999,21.015715,20.915,0.39357135,0.4216671,5.480714,5.505,1400.0
Trees 10–15 m,11275,12,9.278517,9.287407,8.235633850097656,10.408663034439087,27.564722,27.474998,26.799166,26.655,21.230833,21.130001,0.7655553,0.805,5.568334,5.535001,1200.0
Trees 10–15 m,11287,24,8.062782,8.040361,7.907306790351868,8.201060056686401,26.929861,26.926666,26.375418,26.404999,21.090834,21.119999,0.55444425,0.5499996,5.2845836,5.3,2400.0
Trees 10–15 m,11327,11,-1.2895021,-1.2496749,-1.4502471685409546,-1.103933334350586,26.623333,26.406668,25.866364,25.54,20.675453,20.57,0.75696987,0.8066667,5.1909094,5.200001,1100.0
Trees 10–15 m,11333,14,11.080176,11.111562,10.74424433708191,11.320501327514648,26.615477,26.751667,26.199999,26.27,20.792858,20.825,0.4154765,0.44166726,5.4071426,5.505,1400.0
Trees 10–15 m,11336,13,30.212248,30.31748,30.030746459960938,30.563249588012695,28.215384,28.366667,25.511538,25.53,21.247692,21.27,2.703846,2.653333,4.2638464,4.17,1300.0
Trees 10–15 m,11362,12,7.7085376,7.834935,7.352316856384277,8.02576470375061,26.65611,26.651667,26.070833,26.134998,20.888334,20.925,0.585278,0.6216669,5.1825004,5.1349993,1200.0
Trees 10–15 m,11389,14,27.25507,27.125668,26.971409797668457,27.505305290222168,28.60738,28.608334,26.97,26.98,21.35,21.395,1.637381,1.6483335,5.62,5.539999,1400.0
Trees 10–15 m,11422,15,26.285612,26.447306,26.02529239654541,26.66047191619873,28.04778,28.086666,26.466667,26.58,21.073334,21.28,1.5811116,1.6033338,5.3933334,5.3199997,1500.0
Trees 10–15 m,11423,13,23.251099,23.082249,22.459985733032227,23.58338737487793,27.97923,27.833334,26.461538,26.32,21.056154,20.94,1.5176924,1.5466677,5.4053845,5.3199997,1300.0
Trees 10–15 m,11454,15,1.9411086,1.8895468,1.343881368637085,2.3390262126922607,27.416666,27.39,26.960667,26.95,21.343332,21.15,0.45599985,0.47333273,5.6173334,5.620001,1500.0
Trees 10–15 m,11464,13,28.706718,28.982779,28.395267486572266,29.368854522705078,27.191027,27.12,24.951538,24.85,20.565386,20.64,2.2394872,2.2933338,4.3861537,4.5300007,1300.0
Trees 10–15 m,11513,9,15.316751,15.390106,15.25689697265625,15.433022499084473,27.618519,27.276667,25.644445,25.11,20.70111,20.57,1.9740742,2.0900002,4.943333,4.720001,900.0
Trees 10–15 m,11528,19,10.639188,10.830333,10.259247779846191,11.150012016296387,26.603859,26.613333,25.595263,25.61,20.49737,20.54,1.0085963,0.9833336,5.0978947,5.1499996,1900.0
Trees 10–15 m,11548,50,22.814753,22.52417,22.08663845062256,23.64742946624756,28.056667,27.911667,25.6958,25.72,20.8,20.825,2.3608668,2.3799996,4.8957996,4.9399986,5000.0
Trees 10–15 m,11627,37,30.042513,30.043224,29.811922073364258,30.506505966186523,28.059551,28.28,25.357027,25.44,21.133244,21.21,2.7025225,2.746666,4.223784,4.1400013,3700.0
Trees 10–15 m,11629,13,18.879469,18.589094,18.210460662841797,19.281700134277344,27.821795,27.626667,25.503078,25.43,20.765385,20.71,2.3187177,2.326667,4.737693,4.83,1300.0
Trees 10–15 m,11653,16,28.801134,28.822735,28.4347882270813,29.151700019836426,28.368334,28.09,26.826876,26.494999,21.18125,21.075,1.5414582,1.5766666,5.645625,5.5250006,1600.0
Trees 10–15 m,11716,9,18.95189,18.92304,18.59857177734375,19.24555206298828,27.88889,27.853333,27.071112,27.14,21.17111,21.36,0.81777805,0.75666684,5.8999996,5.779999,900.0
Trees 10–15 m,11717,73,28.986633,28.311125,27.410913467407227,30.9829158782959,27.98137,27.953333,26.310959,26.33,21.001095,21.0,1.670411,1.6833344,5.309863,5.3099995,7300.0
Trees 10–15 m,11718,21,30.727243,30.668459,30.231830596923828,31.18077850341797,28.303017,28.333334,26.788095,26.93,21.298096,21.24,1.5149207,1.600001,5.4900002,5.539999,2100.0
Trees 10–15 m,11755,9,2.2081218,2.155724,1.985986351966858,2.300931930541992,26.869259,27.26,25.895555,26.32,20.71,20.88,0.9737037,0.94000053,5.1855555,5.41,900.0
Trees 10–15 m,11757,21,30.491478,30.616798,30.154891967773438,30.829004287719727,28.33873,28.323334,26.772379,26.89,21.288095,21.23,1.5663493,1.6066666,5.484286,5.3199997,2100.0
Trees 10–15 m,11769,10,27.998043,28.036907,27.899117946624756,28.10014009475708,27.165668,26.871666,25.107,24.8,20.623,20.665,2.0586667,2.1133337,4.484,4.3200006,1000.0
Trees 10–15 m,11774,11,18.557081,18.547318,18.151702880859375,18.894655227661133,25.89697,25.646666,24.181818,23.85,19.800001,19.54,1.7151513,1.7566662,4.381818,4.3199997,1100.0
Trees 10–15 m,11801,18,8.414611,8.47706,8.178695917129517,8.851752996444702,26.77426,26.57,26.3,26.17,20.89,20.64,0.4742591,0.47333336,5.4100003,5.424999,1800.0
Trees 10–15 m,11831,9,19.238642,19.222408,18.9503116607666,19.436477661132812,26.952593,26.746666,25.592222,25.34,20.405556,20.36,1.3603702,1.4066664,5.1866665,4.9799995,900.0
Trees 10–15 m,11838,10,10.2397175,10.24886,9.978199005126953,10.427592992782593,26.891998,26.836666,26.375,26.33,21.041,21.075,0.5169996,0.5099993,5.3340006,5.3900003,1000.0
Trees 10–15 m,11847,19,19.563204,19.49432,18.83285903930664,20.21554470062256,26.996141,26.77,25.310001,25.13,20.62579,20.6,1.6861404,1.7066675,4.6842103,4.6100006,1900.0
Trees 10–15 m,11857,19,18.485231,18.43394,18.088770866394043,19.04976749420166,27.245789,27.243334,26.065262,26.21,20.614212,20.64,1.1805265,1.1466675,5.451052,5.539999,1900.0
Trees 10–15 m,11866,9,21.423513,21.449123,21.197757720947266,21.572998046875,26.878149,26.456667,24.746666,24.64,20.127777,20.13,2.1314816,2.0866668,4.618889,4.6499996,900.0
Trees 10–15 m,11897,16,20.454721,20.273176,19.818413734436035,21.042913913726807,27.68375,27.665,25.406876,25.475,20.800625,20.81,2.276875,2.3450003,4.60625,4.67,1600.0
Trees 10–15 m,11944,14,34.630653,34.859177,33.29183483123779,36.008225440979004,28.14143,28.2,26.529285,26.58,21.323572,21.349998,1.6121429,1.6166675,5.205714,5.165001,1400.0
Trees 10–15 m,11958,21,11.880607,11.990482,10.954591751098633,12.817239761352539,27.240318,27.23,26.705238,26.61,21.289999,21.18,0.5350795,0.53666687,5.4152384,5.33,2100.0
Trees 10–15 m,11960,30,27.248278,27.40524,27.023897647857666,27.560187816619873,26.852,26.888332,24.748,24.720001,20.475,20.525002,2.104,2.1149998,4.2730002,4.325,3000.0
Trees 10–15 m,11995,15,8.131429,8.023599,7.838237762451172,8.326604843139648,27.169111,27.046667,26.556,26.57,21.476665,21.34,0.61311114,0.5766659,5.0793333,5.09,1500.0
Trees 10–15 m,12022,22,23.164015,23.180357,23.003607749938965,23.44247579574585,28.105152,28.04,25.873634,25.7,20.885908,20.86,2.2315154,2.2516675,4.987727,4.9300003,2200.0
Trees 10–15 m,12026,27,18.69021,19.08958,17.714184761047363,19.47860813140869,26.736296,26.663334,25.063334,24.91,20.512962,20.44,1.672963,1.7266655,4.55037,4.470001,2700.0
Trees 10–15 m,12042,9,33.18738,33.169,32.845767974853516,33.55351257324219,28.135555,28.1,26.644445,26.49,21.232222,21.16,1.4911113,1.5666676,5.412222,5.209999,900.0
Trees 10–15 m,12045,10,-1.584027,-1.7953522,-2.092132866382599,-1.0725571662187576,27.254333,27.43,26.597,26.745,21.026,21.02,0.6573328,0.6433322,5.571,5.5299997,1000.0
Trees 10–15 m,12115,30,5.170195,4.874875,4.603045105934143,5.742104649543762,27.416332,27.029999,26.727,26.39,21.065334,20.89,0.68933326,0.6733328,5.661667,5.544999,3000.0
Trees 10–15 m,12143,14,21.244583,21.265408,20.416726112365723,22.10088348388672,28.021667,27.895,26.296429,26.255001,20.844286,20.92,1.7252378,1.6983337,5.452143,5.3600006,1400.0
Trees 10–15 m,12193,12,10.296309,10.2609005,9.836995601654053,10.967302083969116,27.029167,26.86,26.384165,26.295,21.296667,21.285,0.64500034,0.6683334,5.0874996,5.1499996,1200.0
Trees 10–15 m,12198,9,19.263037,19.305687,18.989946365356445,19.466400146484375,27.167408,26.873333,24.995554,24.89,20.7,20.7,2.171852,2.1033332,4.295555,4.24,900.0
Trees 10–15 m,12218,10,33.466278,33.50786,33.28780746459961,33.616028785705566,27.765331,27.88,26.163,26.279999,20.994,21.075,1.6023331,1.6266663,5.169,5.2200003,1000.0
Trees 10–15 m,12287,9,7.208035,7.08432,6.765498161315918,7.968283653259277,27.957777,27.893333,27.147778,27.02,21.626667,21.61,0.8099999,0.8733323,5.521111,5.41,900.0
Trees 10–15 m,12437,11,0.20299374,0.2917709,0.17963460832834244,0.5376975685358047,27.535456,27.66,26.503637,26.7,21.076363,21.11,1.0318179,0.98333293,5.4272733,5.3600006,1100.0
Trees 10–15 m,12455,10,4.585165,4.7300587,4.163173317909241,4.935784935951233,27.342335,27.203333,26.807001,26.85,21.319,21.25,0.53533334,0.50999993,5.488,5.45,1000.0
Trees 10–15 m,12481,19,20.581182,20.865314,19.500600814819336,21.822508811950684,27.765438,27.68,26.048422,25.82,20.572105,20.58,1.7170175,1.7733339,5.476316,5.42,1900.0
Trees 10–15 m,12484,26,33.781868,33.75239,33.390103340148926,34.29421329498291,27.636793,27.676666,26.111921,26.18,20.906538,20.915,1.5248718,1.54,5.2053843,5.1450005,2600.0
Trees 10–15 m,12506,10,1.1289088,1.2514942,0.5851892605423927,1.6008179187774658,26.782333,26.468334,25.545,25.155,20.428,20.275002,1.2373332,1.2566662,5.1169996,4.825001,1000.0
Trees 10–15 m,12552,22,7.287825,7.2227993,7.088607668876648,7.612527847290039,28.306364,28.371666,27.516363,27.595001,21.718636,21.775,0.79,0.7966665,5.7977276,5.745001,2200.0
Trees 10–15 m,12573,14,17.312527,17.408073,17.235905647277832,17.474719047546387,26.188572,25.933334,24.626429,24.645,20.139286,20.135,1.5621427,1.6133335,4.487143,4.4799995,1400.0
Trees 10–15 m,12588,9,14.647651,14.510687,13.485566139221191,14.746243476867676,27.495556,27.563334,26.145555,26.02,20.817778,20.81,1.3499999,1.4133326,5.3277783,5.2700005,900.0
Trees 10–15 m,12589,13,23.13611,23.339048,22.737110137939453,23.50469398498535,28.412565,28.493334,26.721539,26.86,21.116922,21.08,1.6910259,1.6966667,5.604615,5.66,1300.0
Trees 10–15 m,12593,117,6.011986,5.983726,5.7100982666015625,6.281032085418701,26.904387,26.826666,26.386324,26.33,20.775812,20.79,0.5180626,0.49999937,5.6105127,5.59,11700.0
Trees 10–15 m,12597,12,-2.2562735,-2.1063502,-3.3680954575538635,-1.3436714857816696,26.470001,26.505001,25.8775,25.815,20.781668,20.8,0.59250003,0.6150007,5.0958333,4.995,1200.0
Trees 10–15 m,12627,16,26.727083,26.70446,26.175691604614258,27.70841360092163,28.508959,28.651667,26.848751,27.02,21.305,21.355,1.6602083,1.6499994,5.5437503,5.6049995,1600.0
Trees 10–15 m,12691,37,6.750375,6.730008,6.507413387298584,7.181061744689941,27.351622,27.083334,26.53919,26.43,20.88919,20.79,0.81243235,0.763333,5.65,5.5699997,3700.0
Trees 10–15 m,12800,10,32.73024,32.64473,32.57263469696045,32.93180179595947,28.914333,28.935,27.342,27.224998,21.595,21.619999,1.5723335,1.625,5.747,5.710001,1000.0
Trees 10–15 m,12803,22,6.2214694,6.145776,5.831785202026367,6.411752700805664,27.329699,27.071667,26.614546,26.455,20.90091,20.875,0.71515155,0.7066666,5.7136364,5.6399994,2200.0
Trees 10–15 m,12847,10,6.5670114,6.5138865,6.328273057937622,6.818228006362915,26.807001,27.026667,26.054998,26.134998,20.480999,20.32,0.75200045,0.7766673,5.574,5.7299995,1000.0
Trees 10–15 m,12852,15,34.286617,35.05673,31.887022018432617,36.84755897521973,27.424002,26.97,26.850668,26.42,21.172667,21.11,0.5733333,0.5433337,5.678,5.25,1500.0
Trees 10–15 m,12869,9,12.925357,12.825407,12.685708999633789,12.998779296875,26.575556,26.616667,25.017778,24.84,20.503334,20.52,1.5577775,1.5766672,4.5144444,4.3600006,900.0
Trees 10–15 m,12901,221,6.380692,6.2981024,5.576416492462158,7.158820152282715,26.955957,26.936666,26.30629,26.29,20.825882,20.86,0.64966816,0.663332,5.480407,5.449999,22100.0
Trees 10–15 m,12911,10,21.483559,22.043005,20.072651386260986,23.080472469329834,27.244665,26.881668,25.620998,25.130001,20.797,20.564999,1.6236668,1.5716667,4.824,4.585001,1000.0
Trees 10–15 m,12941,11,27.800661,27.990097,27.04944610595703,29.23854351043701,27.043638,27.163332,26.555452,26.75,21.094545,21.21,0.48818198,0.4399999,5.460909,5.5699997,1100.0
Trees 10–15 m,12967,20,-1.0341017,-0.99155855,-1.7690626680850983,0.04040844878181815,26.680668,26.538332,25.859,25.78,20.663,20.675,0.8216667,0.78833294,5.196,5.1800003,2000.0
Trees 10–15 m,12968,739,6.6436076,5.4725037,3.0587774515151978,9.447551727294922,26.842522,26.816668,26.188269,26.15,20.959906,20.94,0.6542535,0.6399994,5.2283626,5.2199993,73900.0
Trees 10–15 m,12977,9,13.083053,13.186676,12.5200777053833,13.553053855895996,26.501482,26.52,24.373333,24.39,20.20111,20.25,2.128148,2.1033337,4.172222,4.1899986,900.0
Trees 10–15 m,13000,11,27.695332,27.766476,27.17703151702881,28.354373931884766,28.411818,28.223333,26.861818,26.64,21.221819,21.24,1.55,1.570001,5.64,5.5599995,1100.0
Trees 10–15 m,13005,10,7.4565225,7.273344,6.875125288963318,7.961064577102661,27.216333,27.073334,26.37,26.2,20.751,20.634998,0.8463333,0.80000055,5.619,5.5199986,1000.0
Trees 10–15 m,13046,16,-7.514769,-7.7041483,-8.684834480285645,-6.224174737930298,27.007292,27.041668,26.29625,26.29,20.965626,20.915,0.71104157,0.693333,5.330625,5.385,1600.0
Trees 10–15 m,13073,12,2.3213317,1.8563517,1.7572949528694153,2.197586476802826,26.595833,26.478333,25.534998,25.46,20.514166,20.46,1.0608335,1.1066668,5.0208335,4.959999,1200.0
Trees 10–15 m,13116,15,-1.065699,-1.1569008,-1.4163717031478882,-0.7428514659404755,26.373777,26.54,25.326,25.56,20.382666,20.41,1.0477779,0.99666595,4.9433336,5.1100006,1500.0
Trees 10–15 m,13122,19,14.759348,14.5775385,14.015141487121582,15.214155197143555,27.747719,27.583334,26.422104,26.41,21.003159,20.95,1.3256141,1.3733336,5.418947,5.379999,1900.0
Trees 10–15 m,13158,23,25.594835,25.426825,24.961007118225098,26.305747032165527,28.623333,28.47,27.068262,26.83,21.267826,21.29,1.5550724,1.6133327,5.800434,5.710001,2300.0
Trees 10–15 m,13168,11,10.951995,11.369128,10.355438232421875,11.596522331237793,26.75485,26.643333,26.093636,25.89,21.153637,21.18,0.6612121,0.64333344,4.9400005,4.970001,1100.0
Trees 10–15 m,13199,9,2.7984958,2.739554,2.26827073097229,3.5187344551086426,26.602222,26.34,25.913334,25.6,20.574444,20.23,0.6888888,0.64999896,5.338889,5.3099995,900.0
Trees 10–15 m,13229,15,-4.2448773,-5.6717873,-5.884707689285278,-4.1490384340286255,26.75311,26.736668,25.596668,25.39,20.463999,20.44,1.1564447,1.1599998,5.132666,5.0599995,1500.0
Trees 10–15 m,13280,40,7.9544067,7.885558,7.245728492736816,8.380237102508545,27.138666,26.886665,26.258,25.965,20.865,20.695,0.88066685,0.8850006,5.393,5.285,4000.0
Trees 10–15 m,13303,15,0.9167012,0.8972231,0.6780606806278229,1.1298418045043945,27.502222,27.443335,26.651333,26.59,21.012,21.04,0.85088897,0.8300006,5.6393332,5.540001,1500.0
Trees 10–15 m,13307,9,7.3787327,7.391206,7.14112663269043,7.487266540527344,27.248148,27.3,26.557777,26.66,21.188889,21.19,0.69037014,0.63333446,5.368889,5.3100014,900.0
Trees 10–15 m,13342,10,29.40502,29.620909,28.838018894195557,30.46636390686035,28.428,28.676666,27.169,27.405,21.335001,21.435001,1.2590001,1.2183338,5.8339996,5.885001,1000.0
Trees 10–15 m,13344,9,2.136046,2.0179753,1.76991605758667,2.3305699825286865,26.554445,26.493334,25.79889,25.72,20.802223,20.85,0.75555575,0.7733345,4.996666,4.91,900.0
Trees 10–15 m,13418,20,7.800007,7.7719946,7.240385890007019,8.364235401153564,27.280499,27.123333,26.267002,26.24,20.7605,20.72,1.0135,0.9399996,5.5065002,5.545,2000.0
Trees 10–15 m,13419,13,8.636867,8.528718,8.357312202453613,8.831645965576172,27.658718,27.23,26.466923,26.18,20.786154,20.7,1.1917946,1.1199989,5.680769,5.460001,1300.0
Trees 10–15 m,13422,11,6.426997,6.53389,6.131899833679199,6.83937668800354,27.453032,26.84,26.73,26.22,21.17909,20.94,0.7230299,0.72999954,5.5509095,5.460001,1100.0
Trees 10–15 m,13503,17,2.7813988,2.5018818,2.2294046878814697,3.247498035430908,26.98294,26.836666,26.401176,26.23,21.077648,21.02,0.5817648,0.6033325,5.3235292,5.299999,1700.0
Trees 10–15 m,13545,341,4.8642273,4.9809813,4.356090068817139,5.430448055267334,26.893724,26.856667,26.382463,26.35,20.85695,20.89,0.51126105,0.49333444,5.525513,5.5200005,34100.0
Trees 10–15 m,13589,33,0.55438787,0.36040866,0.17984522879123688,1.0599311590194702,26.792425,26.696667,25.710302,25.62,20.758486,20.73,1.0821213,1.0699991,4.9518185,4.8999996,3300.0
Trees 10–15 m,13592,12,2.914653,2.9996848,2.7850314378738403,3.0569087266921997,26.85111,26.801666,25.938334,25.9,20.704166,20.68,0.9127779,0.91499996,5.2341666,5.2,1200.0
Trees 10–15 m,13593,36,23.367485,23.281857,22.742050647735596,23.81057071685791,28.226204,28.113333,26.771667,26.61,21.114723,21.12,1.4545369,1.4650007,5.6569443,5.5550003,3600.0
Trees 10–15 m,13637,19,24.716387,24.591469,24.246281623840332,25.3613224029541,28.16456,28.08,26.78158,26.58,21.253159,21.17,1.3829823,1.4099998,5.528421,5.450001,1900.0
Trees 10–15 m,13683,14,4.943279,4.6315227,4.221384406089783,5.628501653671265,27.064047,26.985,26.442858,26.325,21.025713,20.955,0.6211906,0.6033335,5.4171424,5.3050003,1400.0
Trees 10–15 m,13691,11,1.3233389,1.2862847,1.0948655605316162,1.4886770248413086,26.795757,26.776667,26.27091,26.27,20.792727,20.84,0.52484876,0.5066662,5.478182,5.450001,1100.0
Trees 10–15 m,13763,13,4.2689753,4.6736794,3.5081002712249756,5.184083938598633,27.375385,27.35,26.445385,26.31,20.84,20.75,0.9300003,0.96666783,5.6053843,5.5599995,1300.0
Trees 10–15 m,13773,13,10.274364,10.462535,10.37117862701416,10.659431457519531,27.46923,27.143333,26.680769,26.48,21.013079,20.98,0.7884614,0.8333333,5.667692,5.66,1300.0
Trees 10–15 m,13794,16,8.171853,8.211682,8.113980770111084,8.308114290237427,26.675417,26.658333,25.5325,25.49,20.5975,20.585,1.1429169,1.1366665,4.935,4.9300003,1600.0
Trees 10–15 m,13812,15,6.402113,6.3320985,6.209769010543823,6.600970506668091,26.66311,26.44,25.553999,25.23,20.704668,20.65,1.1091111,1.1333326,4.8493333,4.8099995,1500.0
Trees 10–15 m,13852,16,1.4606957,1.4427946,1.2307210862636566,1.5480597019195557,25.891874,25.723333,24.734375,24.67,20.058125,20.035,1.1575003,1.1316668,4.6762495,4.63,1600.0
Trees 10–15 m,13900,17,7.462944,7.766753,7.342223644256592,7.985433101654053,26.971373,27.02,26.154118,26.13,20.887058,20.84,0.81725514,0.80333394,5.2670584,5.25,1700.0
Trees 10–15 m,13912,12,28.732904,28.848972,28.699871063232422,28.919166088104248,26.883612,26.881668,25.228333,25.07,20.568333,20.685,1.6552776,1.793333,4.6600003,4.385,1200.0
Trees 10–15 m,13937,67,10.924259,11.089984,10.1623215675354,11.528963088989258,27.714676,27.45,26.755672,26.62,21.119104,21.06,0.959005,0.8733323,5.636567,5.59,6700.0
Trees 10–15 m,13971,48,0.9835494,0.7005576,0.5234253108501434,1.6391028463840485,26.850279,26.623333,26.007917,25.845001,20.816458,20.785,0.8423612,0.87000054,5.191458,5.0199995,4800.0
Trees 10–15 m,13988,9,11.535253,11.111423,9.124737739562988,12.545025825500488,26.834816,26.87,25.312222,25.37,20.568888,20.56,1.5225928,1.5933336,4.743334,4.800001,900.0
Trees 10–15 m,13998,13,13.028545,13.204405,12.521658897399902,13.52947998046875,27.29282,27.41,26.285383,26.38,20.460001,20.46,1.0074359,1.0733331,5.825385,5.870001,1300.0
Trees 10–15 m,14003,62,8.788407,8.730927,8.490756750106812,9.106032848358154,27.13957,27.068333,26.368547,26.224998,20.90355,20.895,0.7710215,0.735,5.4649997,5.38,6200.0
Trees 10–15 m,14018,9,21.671768,21.741007,21.064104080200195,22.33641815185547,27.054445,26.896666,25.22,24.99,20.658888,20.56,1.8344445,1.9066664,4.5611115,4.5300007,900.0
Trees 10–15 m,14090,12,2.6687214,2.7508645,2.596569299697876,2.906488060951233,26.948889,27.006666,26.225832,26.3,20.987501,21.04,0.7230556,0.69333327,5.238333,5.29,1200.0
Trees 10–15 m,14091,48,17.41525,17.546711,16.848434925079346,18.23331880569458,27.453474,27.358334,26.410833,26.314999,20.715624,20.755001,1.042639,0.96000004,5.695208,5.5600014,4800.0
Trees 10–15 m,14102,38,1.527552,1.489151,1.3111527562141418,1.7813362777233124,26.75421,26.808334,26.116316,26.125,20.696053,20.705,0.63789475,0.62333333,5.4202633,5.470001,3800.0
Trees 10–15 m,14292,24,-0.6644769,-0.69663274,-1.4479622840881348,0.058054626919329166,27.08986,27.056667,26.097084,26.0,20.805,20.84,0.99277776,1.011667,5.2920833,5.24,2400.0
Trees 10–15 m,14295,9,19.264385,19.13121,18.89434814453125,20.010156631469727,27.505928,27.37,26.503334,26.47,20.796667,20.93,1.0025927,0.9566663,5.7066665,5.51,900.0
Trees 10–15 m,14330,10,10.326623,10.224546,10.095048904418945,10.559136390686035,26.605667,26.501667,25.582,25.445,20.722,20.619999,1.0236666,1.0566671,4.86,4.87,1000.0
Trees 10–15 m,14363,9,1.7201682,1.8211647,1.4881101846694946,1.9337040185928345,26.608519,26.7,25.44889,25.54,20.713333,20.87,1.1596295,1.1866665,4.7355556,4.7700005,900.0
Trees 10–15 m,14393,13,2.5403037,2.1250129,1.893074631690979,2.7555785179138184,26.996155,26.816668,26.30923,26.02,20.837694,20.85,0.68692344,0.7033348,5.471538,5.4799995,1300.0
Trees 10–15 m,14394,18,3.3317547,3.1949325,2.9704604148864746,3.7878602743148804,27.789259,28.051666,27.148888,27.27,21.258888,21.150002,0.64037037,0.63333356,5.8900003,5.9750004,1800.0
Trees 10–15 m,14433,14,8.328905,8.342342,8.256356954574585,8.472575902938843,27.205236,27.161667,26.485714,26.55,20.94,20.92,0.71952355,0.70999974,5.5457144,5.42,1400.0
Trees 10–15 m,14505,11,12.127791,12.155426,11.679882526397705,12.665746688842773,27.831213,27.8,26.891817,26.42,20.901817,20.65,0.93939394,0.8100001,5.99,5.92,1100.0
Trees 10–15 m,14528,18,21.10012,20.412209,17.338099479675293,25.111306190490723,26.87426,26.845001,25.077223,24.96,20.438334,20.43,1.7970371,1.8699996,4.638889,4.5249996,1800.0
Trees 10–15 m,14552,22,0.40514565,0.6498201,-1.2145050913095474,1.925413429737091,26.987879,26.848333,25.990454,25.865,20.68091,20.615,0.9974242,0.95999974,5.3095455,5.2599993,2200.0
Trees 10–15 m,14573,42,16.186459,15.545686,15.01726484298706,17.065163135528564,26.786983,26.658333,25.02762,24.915,20.328094,20.345,1.7593651,1.7633336,4.699524,4.59,4200.0
Trees 10–15 m,14584,14,3.6968658,2.6436915,1.0007064193487167,5.221043705940247,26.611906,26.311666,25.455,25.0,20.347857,20.154999,1.1569048,1.2683332,5.107143,4.8950005,1400.0
Trees 10–15 m,14606,82,8.738437,8.659142,8.135195970535278,9.418083906173706,27.130285,27.061666,26.294756,26.205,20.853537,20.855,0.8355284,0.8349997,5.4412193,5.370001,8200.0
Trees 10–15 m,14644,10,10.049228,9.925667,9.584459781646729,10.752609968185425,27.755,27.653334,26.876001,26.86,20.948,20.915,0.8789999,0.85833293,5.928,5.84,1000.0
