class,patch_id,n_pixels,connectivity_change_mean_percent,connectivity_change_median_percent,connectivity_change_p25_percent,connectivity_change_p75_percent,heatwave_temp_mean_degC,heatwave_temp_median_degC,p90_temp_mean_degC,p90_temp_median_degC,mean_temp_mean_degC,mean_temp_median_degC,hw_minus_p90_mean_degC,hw_minus_p90_median_degC,p90_minus_mean_mean_degC,p90_minus_mean_median_degC,area_m2
Other vegetation,45174,12,4.191437,4.106282,3.8650912642478943,4.515199899673462,28.711945,28.83,28.384165,28.435,22.889168,22.925,0.3277782,0.32999963,5.4949994,5.465,1200.0
Other vegetation,45181,14,6.520421,6.5542192,6.24565851688385,6.732540011405945,27.890951,27.928333,27.353573,27.31,21.872143,21.795,0.5373809,0.6200005,5.4814286,5.5649996,1400.0
Other vegetation,45208,9,7.3741183,7.2491913,7.171319007873535,7.809025764465332,28.408518,28.47,28.097778,28.26,21.874443,22.22,0.31074086,0.30666605,6.2233334,6.1100006,900.0
Other vegetation,45211,9,1.6579094,1.6348004,1.1545060873031616,2.075625419616699,29.387777,29.223333,29.09222,28.96,23.167778,22.95,0.29555523,0.27000046,5.924444,6.0,900.0
Other vegetation,45212,30,1.892904,1.8680568,1.5378653407096863,2.2259469628334045,27.912666,27.798332,27.445333,27.24,22.365,22.34,0.4673333,0.40833348,5.0803328,4.965,3000.0
Other vegetation,45215,24,3.2382672,3.12299,2.135382831096649,4.2681591510772705,29.004305,29.033333,28.714584,28.79,22.64,22.650002,0.2897221,0.25999895,6.0745835,6.05,2400.0
Other vegetation,45219,30,0.47949287,0.48286986,0.34730007499456406,0.5711992830038071,27.553999,27.553333,27.193666,27.145,21.822332,22.05,0.36033323,0.28999966,5.371333,5.3900003,3000.0
Other vegetation,45238,25,1.035794,0.89805454,0.4384699761867523,1.2124316692352295,27.614134,27.613333,27.098799,27.06,21.5952,21.51,0.5153333,0.4700006,5.5036006,5.470001,2500.0
Other vegetation,45249,10,5.2566657,5.145989,4.861852765083313,5.70178759098053,28.414667,28.401667,27.954,27.95,22.283,22.445,0.46066684,0.43333435,5.671,5.63,1000.0
Other vegetation,45261,10,12.195238,12.232254,11.239105463027954,12.96299958229065,27.699335,27.378334,27.13,26.685001,21.716,21.380001,0.5693337,0.62333393,5.4139996,5.414999,1000.0
Other vegetation,45262,12,8.834506,8.734671,8.476991653442383,9.285017251968384,27.560835,27.688334,27.348333,27.470001,22.079168,22.12,0.21249999,0.21833292,5.2691665,5.24,1200.0
Other vegetation,45273,11,11.68537,12.239662,11.268996715545654,12.378480434417725,28.784243,28.673334,28.476362,28.48,22.267273,22.09,0.30787867,0.32000098,6.209091,6.299999,1100.0
Other vegetation,45282,11,-11.896499,-22.297142,-24.273837089538574,5.09637713432312,28.303032,28.313334,28.025454,28.04,22.370909,22.18,0.27757558,0.30333266,5.6545453,5.630001,1100.0
Other vegetation,45317,36,4.283322,4.9534373,2.240249276161194,5.788065314292908,28.110464,27.966667,27.785833,27.625,22.131111,22.145,0.32462955,0.31666628,5.654722,5.660001,3600.0
Other vegetation,45323,15,2.9224417,3.0224185,2.6789597272872925,3.251170039176941,27.674889,27.66,27.365334,27.37,22.102,21.86,0.30955547,0.27000046,5.263334,5.209999,1500.0
Other vegetation,45342,88,3.1272326,2.9756413,2.647288501262665,3.5331400632858276,29.103447,29.088333,28.895569,28.86,22.896023,22.855,0.20787877,0.23166625,5.9995456,5.99,8800.0
Other vegetation,45360,29,3.8543441,3.8822951,3.7528016567230225,4.001984596252441,28.634253,28.686666,28.5,28.51,22.704138,22.73,0.13425301,0.13666725,5.795862,5.8500004,2900.0
Other vegetation,45372,10,3.1740232,3.2308438,2.9105265140533447,3.5918575525283813,28.016,27.863333,27.645,27.564999,21.913,21.755001,0.37099978,0.34166622,5.732,5.8550005,1000.0
Other vegetation,45401,9,11.043949,10.91556,10.632464408874512,11.190250396728516,27.85037,28.029999,27.36,27.26,21.742224,21.53,0.49037015,0.39000002,5.6177773,5.5999985,900.0
Other vegetation,45422,12,5.2633705,6.055012,5.413164019584656,6.394985198974609,27.838057,27.853333,27.4525,27.369999,22.000834,22.11,0.3855557,0.31333417,5.4516664,5.3950005,1200.0
Other vegetation,45461,10,5.2185574,5.2004366,5.0324647426605225,5.38212776184082,28.652668,28.645,28.486002,28.55,22.477001,22.505001,0.16666628,0.094999634,6.0090003,5.9849997,1000.0
Other vegetation,45474,9,4.586579,3.9658291,3.5753252506256104,6.083622455596924,28.504072,28.486668,28.269999,28.25,22.205557,22.16,0.23407419,0.23666699,6.064444,6.209999,900.0
Other vegetation,45486,9,0.48766312,0.4612693,0.37413695454597473,0.5558261275291443,26.82,26.883333,26.266666,26.22,21.029999,20.75,0.5533334,0.6466662,5.236667,5.1399994,900.0
Other vegetation,45487,15,2.0142336,2.1034937,1.5611665844917297,2.3196810483932495,27.159334,27.223333,26.719334,26.74,21.421999,21.54,0.44,0.3966662,5.2973332,5.3999996,1500.0
Other vegetation,45488,19,2.7667947,2.9470472,2.4377633333206177,3.05765438079834,27.25737,27.123333,26.720526,26.43,21.382105,21.21,0.5368421,0.5433337,5.338421,5.3199997,1900.0
Other vegetation,45512,9,8.170786,8.091722,7.578305721282959,8.844735145568848,29.74111,29.726667,29.62889,29.58,23.13889,23.39,0.11222246,0.093332924,6.49,6.4799995,900.0
Other vegetation,45527,10,2.7707958,2.849333,2.1805144548416138,3.111135959625244,27.798334,27.895,27.282001,27.415,21.434,21.404999,0.51633304,0.45500025,5.848,5.8450003,1000.0
Other vegetation,45542,9,4.7993813,4.7372103,4.472107887268066,5.251278400421143,28.119629,28.063334,27.75111,27.55,21.74889,21.63,0.36851847,0.36999956,6.002222,5.959999,900.0
Other vegetation,45547,22,1.3277417,1.374188,0.5627610459923744,1.8711082935333252,27.349394,27.528334,26.822725,26.955,21.288181,21.32,0.5266669,0.54000026,5.5345454,5.635,2200.0
Other vegetation,45560,11,13.387695,13.515197,12.924136638641357,13.982046127319336,29.025757,29.103333,28.665455,28.74,22.869091,23.0,0.3603028,0.34999976,5.796364,5.67,1100.0
Other vegetation,45575,15,4.9523683,4.918638,4.386154651641846,5.66683030128479,28.476889,28.513332,28.209333,28.28,22.127333,22.35,0.26755488,0.29333243,6.0820007,6.09,1500.0
Other vegetation,45584,20,2.180038,1.5973606,1.1496614813804626,3.4123679399490356,27.5245,27.448334,27.3225,27.3,21.8785,21.96,0.20199987,0.125,5.4440002,5.4049997,2000.0
Other vegetation,45604,18,6.181704,6.3237615,5.703288912773132,6.529678702354431,28.132963,28.178333,27.735556,27.85,22.034445,22.080002,0.39740714,0.36500043,5.7011113,5.6950006,1800.0
Other vegetation,45615,51,6.7158313,6.8253565,6.186663389205933,7.340861082077026,28.63928,28.563334,28.279608,28.26,22.423332,22.43,0.3596731,0.34999976,5.8562746,5.9799995,5100.0
Other vegetation,45619,15,3.3282416,3.2326787,2.8256202936172485,3.9530997276306152,27.88289,27.72,27.448668,27.28,21.798668,21.66,0.43422216,0.4366671,5.65,5.6399994,1500.0
Other vegetation,45631,9,5.6682687,5.576002,5.5548529624938965,5.649458408355713,27.897038,28.07,27.383333,27.25,21.817778,21.88,0.5137036,0.5099996,5.565556,5.620001,900.0
Other vegetation,45636,17,0.3244345,0.026954163,-0.17511218786239624,0.8923246264457703,26.76706,26.836666,26.154118,26.21,20.83353,20.82,0.61294127,0.6866665,5.320588,5.3499985,1700.0
Other vegetation,45637,9,0.85765994,0.8392841,0.7386803030967712,0.9249916672706604,27.551481,27.77,27.033333,27.11,21.757778,21.7,0.51814824,0.64333344,5.2755556,5.3600006,900.0
Other vegetation,45673,10,0.24100526,0.07253263,-0.02874953389982693,0.331695768982172,27.920666,27.896667,27.557001,27.485,22.084,22.075,0.3636666,0.36333308,5.473,5.38,1000.0
Other vegetation,45679,23,7.523038,7.358582,7.084823131561279,7.761508464813232,29.879711,29.976667,29.632608,29.79,23.514349,23.47,0.24710126,0.24333318,6.118261,6.26,2300.0
Other vegetation,45682,22,4.02962,3.9637666,3.727259933948517,4.5660775899887085,28.99591,29.19,28.71,28.855,23.00091,22.740002,0.2859093,0.29666615,5.7090907,5.789999,2200.0
Other vegetation,45686,9,-3.565899,6.2717,6.086560249328613,6.6730523109436035,28.612223,28.533333,28.346666,28.23,22.46778,22.28,0.26555505,0.28999838,5.878889,5.91,900.0
Other vegetation,45699,9,-0.60581416,-0.61279356,-0.673981785774231,-0.5811850428581238,26.692963,26.696667,26.422222,26.54,21.312222,21.0,0.27074072,0.28666624,5.1099997,5.0,900.0
Other vegetation,45706,14,3.4262586,3.558836,2.9561912417411804,3.6714001297950745,27.431189,27.321667,26.930714,26.865,21.369999,21.325,0.500476,0.4949999,5.5607147,5.54,1400.0
Other vegetation,45736,484,1.4478389,0.8619794,-0.8785288631916046,3.861545503139496,28.3531,28.353333,28.082933,28.05,22.575764,22.55,0.27016526,0.3083334,5.5071692,5.4799995,48400.0
Other vegetation,45742,13,0.8549534,0.8418333,0.695640504360199,1.153627872467041,27.82795,27.846666,27.548462,27.62,22.062307,22.27,0.27948716,0.20999908,5.4861546,5.4799995,1300.0
Other vegetation,45755,9,7.064039,7.287506,6.277099609375,7.888811111450195,27.596296,27.663334,27.258888,27.31,21.587778,21.51,0.3374075,0.3533338,5.6711106,5.6900005,900.0
Other vegetation,45760,9,3.0071797,3.018079,2.9882140159606934,3.0222361087799072,27.419258,27.383333,27.043333,27.03,21.523333,21.59,0.37592578,0.2966671,5.52,5.5999985,900.0
Other vegetation,45783,66,8.729659,8.726383,8.414591550827026,8.939689874649048,28.43096,28.508333,28.087576,28.25,22.430151,22.61,0.34338373,0.24833265,5.6574244,5.625,6600.0
Other vegetation,45791,66,3.1122878,2.9599695,2.83856999874115,3.1731573939323425,28.994797,28.99,28.71394,28.76,22.935759,23.14,0.28085858,0.26333266,5.7781816,5.745001,6600.0
Other vegetation,45798,14,5.4904366,5.5885386,5.0113149881362915,6.179074764251709,28.139524,28.211666,27.726429,27.845001,22.229284,22.195,0.41309515,0.3916664,5.4971433,5.3050013,1400.0
Other vegetation,45815,957,5.3494983,5.158495,4.61411190032959,6.05921745300293,28.568705,28.7,28.336414,28.58,22.751244,23.04,0.23228839,0.16000049,5.5851727,5.5599995,95700.0
Other vegetation,45817,11,4.6692677,4.80166,3.706628918647766,5.193034887313843,27.618183,27.613333,27.051819,26.99,21.447273,21.34,0.56636375,0.55999947,5.604545,5.629999,1100.0
Other vegetation,45840,59,6.11517,5.919938,5.591637372970581,6.897087574005127,28.46853,28.433332,28.258135,28.27,22.798643,22.91,0.21039549,0.15999985,5.4594913,5.460001,5900.0
Other vegetation,45848,49,8.802278,8.694857,8.0422945022583,8.971894264221191,28.714354,28.85,28.386328,28.47,22.824286,22.94,0.32802722,0.3199997,5.562041,5.5300007,4900.0
Other vegetation,45865,28,3.747755,3.9274187,3.7114126682281494,4.005084872245789,28.475714,28.08,28.022142,27.89,22.374285,22.295,0.4535714,0.3699999,5.647857,5.625001,2800.0
Other vegetation,45866,9,2.9592578,3.040434,2.715395450592041,3.2187042236328125,28.040741,28.12,27.622223,27.67,21.505556,21.34,0.41851842,0.4266669,6.1166663,6.1099987,900.0
Other vegetation,45880,9,3.542739,3.7308073,3.0388925075531006,4.019596099853516,27.563704,27.48,27.07,26.98,21.541111,21.56,0.49370357,0.5,5.528889,5.5599995,900.0
Other vegetation,45889,9,9.994092,9.877635,9.840287208557129,10.166585922241211,29.210371,29.25,28.818888,28.83,22.594444,22.79,0.39148152,0.40333366,6.224444,6.3999996,900.0
Other vegetation,45895,14,3.5745113,3.6106968,2.985489845275879,4.212268114089966,29.51381,29.203335,29.225,28.95,23.269285,23.165,0.2888094,0.32000032,5.9557147,5.8849993,1400.0
Other vegetation,45897,14,-11.206121,-11.021588,-12.237673044204712,-10.322036266326904,27.78262,27.743332,27.324286,27.325,21.809284,21.849998,0.4583332,0.42666626,5.515,5.49,1400.0
Other vegetation,45903,42,1.9475739,1.4336935,0.8824948519468307,2.8792331218719482,28.099525,28.165,27.810951,27.895,22.216429,22.375,0.28857157,0.27333385,5.5945234,5.549999,4200.0
Other vegetation,45924,20,-0.21150932,-0.21640648,-0.26987701654434204,-0.17948774248361588,27.002167,26.978333,26.664999,26.67,21.588001,21.705,0.3371667,0.28999963,5.077,5.0,2000.0
Other vegetation,45930,288,3.3801572,3.556788,3.094484329223633,4.133484363555908,29.352339,29.315,29.118334,29.035,23.306736,23.295,0.23400463,0.2416671,5.8115973,5.76,28800.0
Other vegetation,45939,10,11.396713,11.358225,11.285229921340942,11.444964170455933,28.207,28.105,27.847,27.715,22.314999,22.279999,0.35999998,0.35833392,5.5320005,5.620001,1000.0
Other vegetation,45945,588,7.060856,7.0629253,6.091487884521484,7.960981488227844,29.201115,29.09,28.799232,28.755001,23.229303,23.145,0.40188208,0.36333436,5.569932,5.549999,58800.0
Other vegetation,45960,9,3.5521803,3.626376,3.2882766723632812,3.667595386505127,28.245554,28.326668,27.912224,28.07,22.025557,22.11,0.3333332,0.26000023,5.8866663,5.83,900.0
Other vegetation,45967,10,2.968123,2.7650824,2.209252119064331,3.7511425018310547,28.764334,28.57,28.439001,28.385,22.411,22.155,0.32533333,0.23999977,6.028,6.049999,1000.0
Other vegetation,45974,10,5.3351984,5.1739874,4.949058532714844,5.705191373825073,28.284332,28.32,27.796,27.814999,22.069,21.945,0.48833337,0.5616665,5.7269998,5.6400003,1000.0
Other vegetation,45997,14,8.459547,8.735525,7.711551666259766,8.980034828186035,28.038572,27.990002,27.422855,27.43,21.734285,21.779999,0.6157145,0.5666666,5.6885715,5.710001,1400.0
Other vegetation,46002,40,11.293874,11.312777,11.019479990005493,11.70400619506836,28.115917,28.106667,27.714249,27.76,22.193249,22.3,0.40166673,0.37833372,5.521,5.5249996,4000.0
Other vegetation,46012,10,7.1788225,6.6945314,6.620024561882019,7.236262917518616,29.974667,30.08,29.789999,29.89,23.58,23.735,0.1846667,0.18333371,6.21,6.385001,1000.0
Other vegetation,46013,15,3.7941,3.8642113,3.6076990365982056,4.120064973831177,28.174002,28.28,27.829334,27.86,22.698,22.89,0.34466678,0.3533338,5.1313334,5.17,1500.0
Other vegetation,46028,9,8.52963,8.442978,8.094473838806152,8.858911514282227,28.218517,28.166666,27.83111,27.76,21.94889,21.86,0.3874072,0.3033339,5.8822217,5.710001,900.0
Other vegetation,46040,15,4.064179,4.0717926,3.711935043334961,4.374261379241943,27.790443,27.823334,27.360666,27.32,21.505335,21.32,0.42977777,0.35000038,5.8553333,5.959999,1500.0
Other vegetation,46070,31,1.464697,1.5358162,1.1965683698654175,1.936143398284912,28.981936,29.056667,28.725807,28.89,22.72903,22.59,0.25612873,0.18333371,5.9967747,5.9000015,3100.0
Other vegetation,46077,10,9.241288,9.09916,8.711525678634644,9.423907995223999,28.480667,28.356667,28.157001,28.060001,22.17,22.27,0.32366657,0.32166672,5.987,5.8549995,1000.0
Other vegetation,46090,16,0.49487984,0.6065699,0.3269408345222473,0.7702040076255798,26.71875,26.808334,26.321875,26.404999,21.364374,21.330002,0.39687496,0.38499993,4.9575005,4.915001,1600.0
Other vegetation,46092,12,2.775794,2.796071,2.757348358631134,2.8220503330230713,27.665833,27.736668,27.265833,27.07,22.023333,21.775002,0.4000003,0.2900006,5.2425,5.2699995,1200.0
Other vegetation,46118,10,5.8087387,5.7742395,5.590559005737305,5.967843294143677,27.657999,27.720001,27.319,27.285,21.839,21.970001,0.3389997,0.30499965,5.4800005,5.38,1000.0
Other vegetation,46121,12,3.1069858,3.234257,3.0302443504333496,3.4795875549316406,27.986944,27.826668,27.74,27.55,22.12,22.175,0.24694453,0.2516664,5.6200004,5.6500006,1200.0
Other vegetation,46136,9,9.499077,9.890891,9.171927452087402,10.110391616821289,27.998518,27.956667,27.61222,27.6,21.754446,21.63,0.38629642,0.35666656,5.8577776,5.84,900.0
Other vegetation,46142,9,4.163401,4.16947,3.8404743671417236,4.397807598114014,28.041111,28.026667,27.654444,27.61,21.538889,21.46,0.38666663,0.37666702,6.115556,6.040001,900.0
Other vegetation,46147,28,8.34683,8.369362,7.900185227394104,8.638311624526978,27.849287,27.661667,27.378927,27.11,21.75357,21.695,0.4703572,0.5050001,5.625357,5.539999,2800.0
Other vegetation,46158,10,1.5862026,1.9971963,0.7125467360019684,2.1765617728233337,27.440668,27.401667,26.723999,26.650002,21.013,20.975,0.71666676,0.75666714,5.711,5.66,1000.0
Other vegetation,46169,9,7.8690805,8.111966,7.356396675109863,8.352190971374512,26.919258,26.916666,26.428888,26.31,21.506666,21.56,0.4903707,0.47333336,4.9222226,4.949999,900.0
Other vegetation,46172,14,7.801959,7.7427034,7.291162967681885,8.01024878025055,26.621904,26.611668,26.012142,26.005001,21.017141,20.94,0.60976225,0.6083342,4.995,4.960001,1400.0
Other vegetation,46175,18,8.483046,8.623787,8.069323301315308,8.854515314102173,28.357779,28.351665,28.027222,28.005001,21.773888,21.51,0.3305555,0.33500004,6.253333,6.295,1800.0
Other vegetation,46177,10,7.859671,7.7529,7.611843824386597,7.800838470458984,28.995667,28.84,28.717999,28.630001,22.742,22.619999,0.27766675,0.26833344,5.9760003,5.925,1000.0
Other vegetation,46180,16,5.5915394,5.4715114,5.262265205383301,5.735831141471863,28.7275,28.741667,28.403126,28.560001,22.313126,22.205,0.32437494,0.28333378,6.09,6.204999,1600.0
Other vegetation,46202,23,7.4204526,7.4348073,6.7842795848846436,7.852627992630005,28.472609,28.303333,28.136522,27.95,22.321304,22.28,0.33608693,0.3366674,5.8152175,5.870001,2300.0
Other vegetation,46207,26,0.1131696,0.07952678,0.025328553281724453,0.24230223521590233,27.296665,27.165,26.883078,26.835,21.395,21.27,0.41358975,0.4233338,5.488077,5.4749994,2600.0
Other vegetation,46209,17,0.69890696,0.702844,0.6698445081710815,0.7144092917442322,27.305883,27.22,27.129412,27.07,21.959412,22.05,0.1764706,0.16333325,5.17,5.0600014,1700.0
Other vegetation,46216,19,10.131265,10.869002,7.8814592361450195,11.972570896148682,28.415087,28.353334,27.61579,27.39,21.58579,21.49,0.7992984,0.7866662,6.03,6.1399994,1900.0
Other vegetation,46217,19,10.038069,10.218039,9.722205638885498,10.390069007873535,28.875086,29.04,28.286316,28.46,22.168947,22.18,0.5887719,0.5666663,6.117368,6.1499996,1900.0
Other vegetation,46230,15,9.044368,9.199391,8.785964012145996,9.289714336395264,28.379112,28.136667,27.45,27.14,21.204668,21.07,0.9291112,0.9066658,6.245333,6.26,1500.0
Other vegetation,46232,106,6.5372767,6.57298,6.3569945096969604,6.81553590297699,28.83104,28.765,28.534527,28.439999,22.621416,22.68,0.29650947,0.2966671,5.913113,5.8900003,10600.0
Other vegetation,46234,26,3.280221,3.3770223,2.800131678581238,3.7688710689544678,29.05705,29.251667,28.716154,28.939999,23.349232,23.39,0.3408975,0.34833336,5.366923,5.3500004,2600.0
Other vegetation,46240,23,2.3107762,2.164643,1.88872629404068,2.535040020942688,28.496521,28.613333,28.210436,28.47,22.44087,21.98,0.28608677,0.24333382,5.769565,5.699999,2300.0
Other vegetation,46259,10,4.6226053,4.479785,4.311338305473328,4.609885096549988,28.171331,28.311666,27.491001,27.599998,21.409,21.35,0.6803333,0.6883335,6.082,5.955,1000.0
Other vegetation,46265,608,9.504203,9.427303,8.760776996612549,10.142444133758545,28.642176,28.716667,28.265278,28.45,22.70449,22.94,0.37689692,0.3133335,5.5607896,5.5300007,60800.0
Other vegetation,46313,10,4.5803747,4.564687,4.254818916320801,4.940321683883667,28.295002,28.228333,27.929,27.92,22.499,22.36,0.36599967,0.3083331,5.4300003,5.4750004,1000.0
Other vegetation,46323,100,7.5324593,7.5394907,6.824998378753662,8.2840096950531,27.074865,26.898335,26.6574,26.485,21.529,21.53,0.4174666,0.3949995,5.1284,5.1050005,10000.0
Other vegetation,46324,9,9.23009,9.0774555,9.011678695678711,9.461712837219238,27.307037,27.303333,26.902222,26.92,21.502222,21.49,0.40481484,0.29333305,5.3999996,5.41,900.0
Other vegetation,46340,10,1.3640003,1.4760493,0.8143541216850281,1.6559478342533112,27.960333,27.743332,27.564999,27.404999,22.424,22.630001,0.39533353,0.34166685,5.141,5.2299986,1000.0
Other vegetation,46343,9,3.2668455,3.1848285,2.9570987224578857,3.71258282661438,27.884073,27.776667,27.476667,27.25,21.76111,21.49,0.40740725,0.40666643,5.7155557,5.790001,900.0
Other vegetation,46353,40,8.4109535,8.291344,8.1003737449646,8.54299020767212,27.942165,27.91,27.5785,27.52,21.8905,21.955,0.36366662,0.3483337,5.688,5.76,4000.0
Other vegetation,46355,11,-0.8493543,-0.83853376,-0.9053837656974792,-0.785327821969986,27.096972,26.993334,26.655455,26.54,21.451818,21.16,0.44151548,0.3733336,5.203636,5.3199997,1100.0
Other vegetation,46368,15,8.998962,9.348868,8.294259071350098,9.580364227294922,29.100443,29.336666,28.618666,29.07,22.749332,22.72,0.4817777,0.3966662,5.8693333,5.8200016,1500.0
Other vegetation,46379,10,8.078302,8.085274,8.036997079849243,8.206090450286865,30.087667,30.04,29.906,29.9,23.532001,23.84,0.18166663,0.14166704,6.3739996,6.365,1000.0
Other vegetation,46383,14,1.5699786,1.2996397,1.2283133566379547,1.7706716358661652,28.154999,27.99,27.76,27.585,22.200714,22.145,0.39499983,0.39500016,5.5592856,5.4450006,1400.0
Other vegetation,46392,20,5.7474136,5.719711,5.012630462646484,6.509768843650818,28.270498,28.255001,27.951502,27.98,22.2795,22.115002,0.31899995,0.3283329,5.672,5.7350006,2000.0
Other vegetation,46399,14,9.905779,10.185074,8.42457103729248,11.590201139450073,28.248571,28.165,27.828571,27.75,22.172144,22.4,0.4199999,0.3800004,5.656429,5.75,1400.0
Other vegetation,46421,11,4.8528113,5.1957126,3.800135850906372,5.679892063140869,27.738182,27.733334,27.413635,27.44,22.323637,22.41,0.32454532,0.32333246,5.0900006,5.0,1100.0
Other vegetation,46444,163,3.6755016,3.4200113,2.7567089796066284,4.309348821640015,27.612637,27.49,27.263252,27.14,21.87362,21.96,0.34938657,0.31666756,5.3896317,5.3899994,16300.0
Other vegetation,46450,13,2.746253,2.7326224,2.423717737197876,3.0102620124816895,28.508205,28.46,28.22231,28.2,22.985384,22.86,0.28589723,0.2733345,5.236923,5.34,1300.0
Other vegetation,46465,19,1.7192985,1.7414888,1.6151773929595947,1.887440800666809,27.540174,27.273333,27.296316,27.13,22.20158,22.18,0.24385972,0.19666672,5.0947366,5.0599995,1900.0
Other vegetation,46482,317,4.3618684,4.269778,3.44252347946167,5.12418794631958,29.501577,29.453333,29.209496,29.12,23.16549,23.03,0.29208195,0.29666647,6.0440063,6.0199986,31700.0
Other vegetation,46484,11,1.784706,1.7403716,1.6123385429382324,1.9562169909477234,28.271515,28.25,27.893635,27.93,21.760908,21.56,0.37787887,0.30333266,6.132727,6.130001,1100.0
Other vegetation,46485,10,3.651104,3.8697884,2.887203633785248,4.1917489767074585,27.248999,27.310001,26.769001,26.744999,21.216,21.189999,0.48000017,0.45000014,5.553,5.54,1000.0
Other vegetation,46492,26,3.0404143,3.2304633,2.574018955230713,3.585532784461975,28.866795,28.918333,28.676155,28.76,22.602692,22.630001,0.19064096,0.1349999,6.0734615,6.085,2600.0
Other vegetation,46494,17,2.5735507,3.498313,0.5853219628334045,4.7153825759887695,27.854116,27.993334,27.584705,27.71,22.35353,22.48,0.26941174,0.22333272,5.2311764,5.2299995,1700.0
Other vegetation,46504,14,6.8074727,7.067336,6.395557522773743,7.454103469848633,28.59381,28.516666,28.238571,28.134998,22.395716,22.58,0.35523847,0.35666722,5.842857,5.8999996,1400.0
Other vegetation,46508,13,9.675582,9.364316,9.298977851867676,10.0253324508667,28.182308,28.15,27.826923,27.84,22.295383,22.38,0.35538468,0.34333357,5.531539,5.4699993,1300.0
Other vegetation,46509,10,1.1666596,3.3991241,0.5764215812087059,4.0047871470451355,28.132666,28.075,27.832998,27.905,22.666,22.85,0.29966652,0.17333286,5.1670003,5.3050003,1000.0
Other vegetation,46513,15,7.2936563,7.224692,7.093589544296265,7.311886310577393,28.086222,28.263332,27.796,28.06,22.334665,22.58,0.2902222,0.24333382,5.4613333,5.59,1500.0
Other vegetation,46515,10,0.89201134,0.8100433,0.8010683804750443,1.004125252366066,27.602667,27.46,26.901999,26.73,21.417,21.265,0.70066667,0.76666707,5.4850006,5.5150003,1000.0
Other vegetation,46541,32,6.5006943,6.4681573,6.331537842750549,6.72646427154541,29.749166,29.404999,29.465939,29.064999,23.404688,23.475,0.28322902,0.29833347,6.0612497,6.0600004,3200.0
Other vegetation,46546,159,2.2217457,3.0500078,2.6781827211380005,3.4789845943450928,28.409643,28.283333,28.138617,28.1,22.701132,22.64,0.27102724,0.2566668,5.4374843,5.4299984,15900.0
Other vegetation,46548,78,1.2917503,1.4263046,0.7951903492212296,1.7408984899520874,28.555214,28.59,28.21859,28.265,22.347692,22.44,0.33662394,0.3116662,5.8708973,5.87,7800.0
Other vegetation,46551,243,3.5148284,3.040769,2.467798352241516,4.680508852005005,28.67841,28.73,28.398108,28.55,22.659178,22.83,0.28030178,0.25666618,5.7389297,5.6900005,24300.0
Other vegetation,46553,10,3.6173115,3.3426833,2.868298888206482,4.505995035171509,28.523335,28.466667,28.247,28.235,22.256,22.485,0.27633324,0.27833366,5.991,5.825,1000.0
Other vegetation,46556,39,7.8635855,7.7720942,7.44543194770813,8.227506160736084,28.528378,28.273335,28.158463,27.99,22.57282,22.61,0.3699145,0.33666673,5.585641,5.5999985,3900.0
Other vegetation,46558,9,10.685711,10.652853,10.375210762023926,10.77735710144043,27.934814,27.993334,27.586666,27.6,22.07,21.96,0.34814835,0.34333482,5.516667,5.549999,900.0
Other vegetation,46562,9,2.4032872,2.5085337,2.1609976291656494,2.750852584838867,27.935926,28.05,27.480001,27.51,21.382223,21.23,0.45592558,0.37999916,6.0977783,6.0700016,900.0
Other vegetation,46583,23,8.993394,8.994007,8.874366283416748,9.11882495880127,29.386377,29.286667,29.07087,28.97,23.300001,23.41,0.31550723,0.29666647,5.7708693,5.74,2300.0
Other vegetation,46594,25,7.063736,6.935289,6.256232738494873,7.69069242477417,29.204535,29.133333,29.0032,28.97,23.249199,23.02,0.20133333,0.21666591,5.754,5.7700005,2500.0
Other vegetation,46595,11,3.3776498,3.8986537,1.6975072622299194,4.8946967124938965,28.318787,28.526667,27.969091,28.23,22.282728,22.51,0.34969705,0.31666818,5.6863637,5.6800003,1100.0
Other vegetation,46605,15,7.2455287,7.271648,7.15609335899353,7.308425664901733,27.929777,27.91,27.480001,27.31,21.831333,21.81,0.44977778,0.44999948,5.648667,5.5300007,1500.0
Other vegetation,46616,116,4.337442,4.42976,4.062308192253113,4.606383800506592,28.975662,28.768333,28.59,28.695,22.683363,22.58,0.38566104,0.35166708,5.9066377,5.925,11600.0
Other vegetation,46619,19,-15.257184,-9.022156,-29.105960845947266,-3.517749547958374,28.279297,28.016666,28.163157,27.95,22.858948,22.73,0.11614013,0.08999888,5.3042107,5.220001,1900.0
Other vegetation,46662,11,-0.4808422,-0.658364,-0.8519485294818878,-0.1146666370332241,26.913332,26.946667,26.610909,26.64,21.424545,21.26,0.3024239,0.2666658,5.1863637,5.25,1100.0
Other vegetation,46684,24,7.5265594,7.596136,7.328949570655823,7.7206093072891235,28.692223,28.666666,28.518333,28.474998,22.804583,22.884998,0.17388885,0.14666653,5.7137504,5.545,2400.0
Other vegetation,46685,16,1.1547862,5.2321978,-2.7783353328704834,6.02007794380188,28.790833,28.73,28.48375,28.475,22.47,22.48,0.30708328,0.29499978,6.01375,5.915,1600.0
Other vegetation,46692,16,8.304085,8.191776,7.9983484745025635,8.431891441345215,27.683125,27.648335,27.288124,27.255001,21.76375,21.585,0.39499998,0.3866663,5.524375,5.505,1600.0
