class,patch_id,n_pixels,connectivity_loss_mean_percent,connectivity_loss_median_percent,connectivity_loss_p25_percent,connectivity_loss_p75_percent,connectivity_loss_p90_percent,heatwave_temp_mean_degC,heatwave_temp_median_degC,p90_baseline_temp_mean_degC,p90_baseline_temp_median_degC,p90_offset_mean_degC,p90_offset_median_degC,p90_offset_p25_degC,p90_offset_p75_degC,area_m2,log10_area_m2,expected_p90_offset_degC,residual_cooling_loss_degC
Other vegetation,7780,112,16.084873,16.309713,15.82976245880127,16.724125385284424,16.876236534118654,28.201696,28.168333,27.412142,27.425,0.78955364,0.8099998,0.5683329850435257,0.9650006145238876,11200.0,4.049218022670182,0.6669750386927861,0.1430247848774654
Other vegetation,7796,14,20.776651,20.402922,19.63375949859619,20.950379371643066,23.44703121185303,28.713572,28.873333,27.146427,27.235,1.5671433,1.5733341,1.131667584180832,1.9933329224586487,1400.0,3.146128035678238,0.6426888545729158,0.9306452432893279
Other vegetation,7809,50,49.154484,50.39485,44.271602630615234,55.36218070983887,56.54648284912109,28.733467,28.380001,28.1526,27.875,0.5808667,0.523332,0.28000006079673767,0.7166666984558105,5000.0,3.6989700043360187,0.6613310562329391,-0.13799905645419153
Other vegetation,7812,69,30.118557,30.117039,29.2656307220459,30.93655776977539,31.377871322631837,29.507391,29.456667,28.424639,28.31,1.0827535,1.0866655,0.9433326721191406,1.186666488647461,6900.0,3.838849090737255,0.5926015567537333,0.49406395437755335
Other vegetation,7815,22,12.789358,12.879538,12.447635173797607,13.393335342407227,14.141234588623048,28.559242,28.21,27.956362,27.585,0.6028789,0.54333305,0.43749920278787613,0.6016666144132614,2200.0,3.342422680822206,0.6791495645446208,-0.13581651095575364
Other vegetation,7820,10,20.342045,20.4954,19.907273769378662,20.849228382110596,21.116330337524413,27.802668,27.685,27.135,26.939999,0.6676668,0.651667,0.44749975204467773,0.7583333551883698,1000.0,3.0,0.7183746941902944,-0.06670769532707421
Other vegetation,7832,11,19.286537,28.52217,28.135302543640137,29.185463905334473,29.786378860473633,28.410908,28.593334,27.025454,27.02,1.3854543,1.4333344,1.1533330082893372,1.576666235923767,1100.0,3.041392685158225,0.6619865212392437,0.7713478293466938
Other vegetation,7833,12,16.475363,16.480188,16.388967990875244,16.62414026260376,16.74445629119873,28.211111,28.071667,26.889166,27.029999,1.3219446,1.2283337,1.0150000303983688,1.6874996721744537,1200.0,3.0791812460476247,0.6930886961123095,0.535245015511836
Other vegetation,7862,10,18.204283,18.275333,17.494980812072754,19.524216175079346,19.827637672424316,28.080334,27.915,27.39,27.404999,0.6903331,0.49666625,0.40583277493715286,1.003332957625389,1000.0,3.0,0.7043148272113102,-0.2076485745982426
Other vegetation,7874,9,9.665048,10.267402,9.787762641906738,10.388834953308105,10.686417198181152,27.868149,27.943335,26.994444,27.05,0.87370354,0.93666583,0.8533337712287903,0.963333785533905,900.0,2.9542425094393248,0.7035358691927213,0.23312996380364714
Other vegetation,7888,11,26.878834,27.132395,26.338603973388672,27.358202934265137,27.587600708007812,28.672728,28.65,27.711817,27.74,0.9609091,0.94000053,0.7883335649967194,1.1699994206428528,1100.0,3.041392685158225,0.6585225940490935,0.28147794000852366
Other vegetation,7889,14,26.845,26.654339,25.46235752105713,27.33259677886963,29.285676193237304,28.481668,28.42,27.808573,27.89,0.6730952,0.5616668,0.4566669389605522,0.8883330225944519,1400.0,3.146128035678238,0.6704008550701838,-0.10873406839949895
Other vegetation,7906,11,-3.990554,-2.9007049,-5.589382171630859,-1.424284815788269,-1.1900845766067505,27.781212,27.793333,27.054546,27.09,0.7266666,0.6933327,0.5799999237060547,0.7883332669734955,1100.0,3.041392685158225,0.7108901681237532,-0.01755749600461254
Other vegetation,7911,11,8.106739,8.097601,7.70145583152771,8.42851209640503,8.655911445617676,28.722729,28.693333,27.55,27.36,1.172727,1.2733332,0.9833326041698456,1.3649994134902954,1100.0,3.041392685158225,0.6558736673994916,0.6174595244721515
Other vegetation,7912,9,18.61967,18.574427,18.08069610595703,19.23731231689453,19.292411422729494,28.512594,28.353333,28.034445,27.95,0.47814813,0.4366671,0.40999922156333923,0.5633335113525391,900.0,2.9542425094393248,0.6784729119402685,-0.2418057974440374
Other vegetation,7921,141,10.027456,10.156847,9.564730644226074,10.535676002502441,10.698274612426758,28.772718,28.583332,27.964682,27.94,0.8080378,0.77666664,0.6033337712287903,0.9933331608772278,14100.0,4.14921911265538,0.6395234873860755,0.1371431538492761
Other vegetation,7929,10,21.34954,21.05271,20.815683364868164,21.938398838043213,22.313327980041503,29.390667,29.216667,28.791,28.845,0.5996668,0.62833405,0.31749995797872543,0.8008333891630173,1000.0,3.0,0.6247446571260284,0.0035893882841278035
Other vegetation,7933,9,12.734596,12.762913,11.96219539642334,13.279964447021484,13.781272506713867,29.264076,29.34,28.789999,28.9,0.474074,0.49999937,0.32666778564453125,0.5466658473014832,900.0,2.9542425094393248,0.6181584413215896,-0.11815906717035973
Other vegetation,7936,14,14.106145,14.134071,13.883825778961182,14.348046064376831,14.53515691757202,28.475237,28.689999,27.707857,27.68,0.76738065,0.708333,0.6216661334037781,0.9633326679468155,1400.0,3.146128035678238,0.6538959864695545,0.05443702897234004
Other vegetation,7938,89,16.62352,16.43072,15.004756927490234,17.951711654663086,19.490727615356445,28.690187,28.516666,27.988314,27.84,0.70187265,0.73666763,0.5933329463005066,0.8066673278808594,8900.0,3.949390006644913,0.6477608812034921,0.08890675185314856
Other vegetation,7941,10,59.6745,60.20354,58.52527332305908,61.27304172515869,62.39591484069824,28.737,28.57,26.559,26.7,2.178,2.1783333,2.124166190624237,2.3358336091041565,1000.0,3.0,0.6642750982229528,1.5140581842477503
Other vegetation,7964,10,12.220395,14.811427,12.529829740524292,14.897104263305664,15.329675960540772,27.515331,27.698334,26.41,26.615,1.1053336,1.1050003,0.8875003010034561,1.3441665768623352,1000.0,3.0,0.7175595770545329,0.38744068043753255
Other vegetation,7967,15,19.858395,20.003904,19.744940757751465,20.09951400756836,20.119757461547852,28.081333,28.130001,26.791332,26.72,1.2900002,1.2799994,1.2000007629394531,1.3883336782455444,1500.0,3.1760912590556813,0.6875042494712449,0.5924951258720779
Other vegetation,7970,26,16.715847,16.683664,16.607125282287598,16.830021381378174,16.901912689208984,28.568462,28.68,27.205385,27.34,1.363077,1.3216658,1.1391671299934387,1.500833511352539,2600.0,3.4149733479708178,0.648907510594573,0.6727582532604075
Other vegetation,7987,37,58.893147,58.69499,58.12485122680664,59.54624938964844,60.43440551757813,29.15766,29.086666,27.222431,27.21,1.9352252,1.9000002,1.7866674661636353,2.1466667652130127,3700.0,3.568201724066995,0.620856714613753,1.2791434999629683
Other vegetation,7990,11,58.877872,58.952793,58.67909049987793,59.13444137573242,59.19976806640625,28.781818,28.843332,27.182728,27.2,1.5990906,1.6099993,1.4583330154418945,1.791666328907013,1100.0,3.041392685158225,0.6467042700446501,0.9632950290047273
Other vegetation,8005,57,17.5516,17.262594,15.97948169708252,19.543027877807617,20.165180969238282,28.034855,27.96,27.20614,27.26,0.82871354,0.82000095,0.4733327329158783,1.2133344411849976,5700.0,3.7558748556724915,0.6858203077307489,0.13418063879101017
Other vegetation,8019,50,36.378185,35.84066,32.76863384246826,40.47321891784668,44.51125564575195,28.889133,28.918333,27.5964,27.404999,1.2927333,1.2666662,1.0491674542427063,1.5475003123283386,5000.0,3.6989700043360187,0.6284231066528392,0.6382430672820973
Other vegetation,8044,53,18.369854,18.876776,17.314558029174805,19.149612426757812,19.875760650634767,28.33478,28.216667,27.491133,27.4,0.8436477,0.73333293,0.5933335423469543,1.1199989318847656,5300.0,3.724275869600789,0.6707884853066847,0.06254444668870718
Other vegetation,8050,9,11.65396,27.670374,25.35456657409668,29.609636306762695,30.229075622558593,28.332592,28.303333,27.351112,27.28,0.9814813,0.97000057,0.9099991917610168,1.0933341979980469,900.0,2.9542425094393248,0.6815293388601446,0.2884712261918879
Other vegetation,8066,11,19.083937,19.97693,19.462902069091797,20.382790565490723,21.071718215942383,29.054243,29.02,28.100908,28.15,0.9533333,1.0599989,0.25,1.5500001907348633,1100.0,3.041392685158225,0.6359046384182856,0.42409423147764946
Other vegetation,8067,21,20.471775,20.81874,19.895545959472656,20.996492385864258,21.400421142578125,28.60889,28.6,27.310001,27.19,1.2988888,1.2866675,1.1766668558120728,1.449999451637268,2100.0,3.322219294733919,0.6557297994930746,0.6309376666705606
Other vegetation,8068,9,25.294336,24.80606,23.666563034057617,26.59082794189453,27.11705322265625,28.586296,28.816668,27.29,27.47,1.2962966,1.3099995,1.2033334970474243,1.3866678476333618,900.0,2.9542425094393248,0.6501494861447693,0.6598499797976135
Other vegetation,8074,10,24.431667,24.843468,23.713510036468506,24.96665620803833,25.03537063598633,27.894001,27.896667,27.153,27.085,0.7409996,0.8033333,0.6058333665132523,0.8849992901086807,1000.0,3.0,0.705435540400974,0.09789774206972912
Other vegetation,8079,11,22.553186,22.394003,22.15025520324707,22.954118728637695,23.123180389404297,28.568182,28.633333,27.795454,27.99,0.7727272,0.7766673,0.5966669619083405,0.9749997556209564,1100.0,3.041392685158225,0.6595414030223854,0.1171258938640587
Other vegetation,8092,13,40.226517,40.364834,39.598148345947266,40.698246002197266,41.25718765258789,29.636667,29.676666,28.242308,28.53,1.3943589,1.4733334,1.2633329629898071,1.6333332061767578,1300.0,3.113943352306837,0.5942518773292818,0.8790814814353667
Other vegetation,8098,12,15.582252,15.5767765,15.555832862854004,15.617929697036743,15.728243160247803,27.808054,27.79,26.917501,27.04,0.89055544,0.77999973,0.7291673123836517,1.140000343322754,1200.0,3.0791812460476247,0.7103067776323284,0.069692955338863
Other vegetation,8102,9,28.874577,33.123047,25.801977157592773,37.748695373535156,38.41703109741211,28.00074,28.006666,26.836666,26.86,1.1640735,1.1299998,1.0666656494140625,1.2966665029525757,900.0,2.9542425094393248,0.6996644417322969,0.4303353150807524
Other vegetation,8117,15,21.873817,22.09736,21.5400447845459,22.447922706604004,22.661937713623047,27.998667,27.926666,27.120667,27.04,0.878,0.886666,0.796667754650116,0.9966665804386139,1500.0,3.1760912590556813,0.6999339987739193,0.18673200111545452
Other vegetation,8163,15,18.955328,18.616068,18.390886306762695,19.134697914123535,20.5275447845459,28.66689,28.71,27.53,27.48,1.1368889,1.2433338,0.7583335340023041,1.48499995470047,1500.0,3.1760912590556813,0.652049277457915,0.5912845390704053
Other vegetation,8167,21,16.128567,16.81063,13.515678405761719,19.806476593017578,20.220945358276367,28.03222,27.976665,27.512857,27.45,0.51936483,0.5266654,0.24999935925006866,0.6933339238166809,2100.0,3.322219294733919,0.6938339313464328,-0.1671685418086215
Other vegetation,8175,32,13.927488,14.23637,12.919888734817505,14.891724348068237,15.615808486938477,28.983854,29.076666,28.405,28.45,0.57885444,0.56666696,0.4858342781662941,0.6691667437553406,3200.0,3.505149978319906,0.6227813020900101,-0.05611434137376259
Other vegetation,8181,9,2.851195,2.780331,2.5761101245880127,3.010399580001831,3.4854909896850588,28.45111,28.076666,27.78222,27.59,0.6688891,0.54000026,0.41666603088378906,0.9599997401237488,900.0,2.9542425094393248,0.6953853974063852,-0.15538513753013394
Other vegetation,8186,10,58.70533,58.666832,58.3595552444458,59.01634407043457,59.078993225097655,27.951334,27.688334,26.364002,26.295,1.5873332,1.6366667,1.4583326578140259,1.6683345139026642,1000.0,3.0,0.7181708857575508,0.9184957697829155
Other vegetation,8200,9,10.057456,9.934235,9.642443656921387,10.154273986816406,10.893075370788575,28.102592,27.71,27.205557,27.21,0.8970372,0.8400014,0.5800005793571472,1.2799993753433228,900.0,2.9542425094393248,0.7177995446044493,0.12220185968098163
Other vegetation,8233,12,57.05042,56.953407,56.34912872314453,57.711517333984375,58.247541427612305,29.269167,29.298332,27.385,27.335,1.8841667,1.9799995,1.8924992680549622,2.087500035762787,1200.0,3.0791812460476247,0.618103283002055,1.3618962592342732
Other vegetation,8238,11,14.583416,14.58852,14.272249698638916,14.813802242279053,14.989489555358887,28.973333,29.136667,28.305456,28.5,0.6678787,0.6366666,0.33666642010211945,1.038333237171173,1100.0,3.041392685158225,0.6287728590100283,0.007893736925793204
Other vegetation,8247,24,8.117772,8.027192,7.200530171394348,8.984271049499512,9.453020000457764,28.709305,28.198334,28.057083,27.915,0.65222234,0.56666726,0.3691673204302788,0.9283331483602524,2400.0,3.380211241711606,0.6790755785398421,-0.11240831980037069
Other vegetation,8251,10,23.240833,23.919052,21.373430252075195,25.478614330291748,25.711696052551268,28.389668,28.453333,27.578,27.675,0.8116666,0.8133332,0.6408329159021378,0.9816667288541794,1000.0,3.0,0.6714068776312103,0.14192633569810487
Other vegetation,8265,13,16.011307,16.17643,15.776925086975098,16.435882568359375,16.52447624206543,29.246922,29.436666,27.973846,27.83,1.2730765,1.3600006,1.069999098777771,1.5700002908706665,1300.0,3.113943352306837,0.6089229364160706,0.7510776739354919
Other vegetation,8286,308,2.7297254,4.659022,2.335263192653656,6.543941378593445,7.599908447265625,28.669243,28.56,27.690033,27.595001,0.97921,0.9199998,0.5958334654569626,1.3641675412654877,30800.0,4.488550716500444,0.6338819987893326,0.28611777948138883
Other vegetation,8314,16,20.237642,20.249695,19.92970085144043,20.577998161315918,21.197068214416504,27.895416,27.928333,27.315624,27.335,0.5797917,0.5550003,0.44249964505434036,0.6516668200492859,1600.0,3.2041199826559246,0.699248295848899,-0.14424799067311778
Other vegetation,8322,10,-2.2473824,-2.8404756,-4.9213947057724,0.1327284276485443,2.1129622220993043,28.310333,28.268333,28.039999,27.994999,0.2703333,0.2666661,0.17666736990213394,0.2874995768070221,1000.0,3.0,0.6827157971490077,-0.4160496828187159
Other vegetation,8335,9,55.81212,55.58228,55.38200759887695,56.304908752441406,56.902593994140624,27.822594,27.853333,25.991112,25.98,1.8314815,1.7866656,1.6600004434585571,2.0666656494140625,900.0,2.9542425094393248,0.709037647519882,1.0776279112951204
Other vegetation,8342,9,21.998407,22.028275,21.7833251953125,22.13946533203125,22.2217155456543,28.714073,28.556667,27.980001,27.91,0.7340741,0.72666675,0.4766674041748047,0.9133338928222656,900.0,2.9542425094393248,0.6660431626375941,0.06062358588611805
Other vegetation,8343,17,26.049778,26.553667,25.735857009887695,26.613231658935547,26.65018310546875,28.32196,28.33,27.437057,27.43,0.8849019,0.8733342,0.7899996638298035,0.9166666865348816,1700.0,3.230448921378274,0.6741462318964796,0.19918799709598256
Other vegetation,8361,2649,4.386088,3.7886648,2.3102550506591797,6.385551452636719,8.152892112731934,28.786993,28.64,28.164186,28.07,0.6228061,0.6033338,0.4699993133544922,0.7333335876464844,264900.0,5.423081958297231,0.6095266804650145,-0.0061929092362241756
Other vegetation,8364,15,12.84039,12.07342,11.141550540924072,14.251032829284668,16.004753875732423,28.154667,28.1,27.070667,27.0,1.084,1.0799993,0.9766664505004883,1.255000114440918,1500.0,3.1760912590556813,0.6893381755802985,0.3906611520793084
Other vegetation,8368,210,18.179596,18.11168,17.75438642501831,18.306650638580322,18.88921012878418,29.630177,29.561666,29.156906,29.195,0.47326973,0.45833302,0.35333267599344254,0.5649997591972351,21000.0,4.3222192947339195,0.5761150719066415,-0.11778205646474693
Other vegetation,8377,11,32.421024,32.326767,32.07046318054199,32.96857833862305,33.14529037475586,28.39394,28.596666,26.527271,26.61,1.8666664,1.7999998,1.661666214466095,2.0699989795684814,1100.0,3.041392685158225,0.6617828294017132,1.1382170037052814
Other vegetation,8389,47,6.881871,7.002509,5.1037232875823975,8.69131088256836,9.113640213012696,27.909931,27.866667,27.40766,27.49,0.5022695,0.39666685,0.29166731238365173,0.5833326876163483,4700.0,3.6720978579357175,0.6932706177881051,-0.2966037631681252
Other vegetation,8395,20,25.086527,26.224426,24.681820392608643,26.329254150390625,26.396347045898438,28.616833,28.611666,27.601002,27.46,1.0158331,1.0233338,0.8575003892183304,1.149999737739563,2000.0,3.3010299956639813,0.6554580463285307,0.36787574158956016
Other vegetation,8408,10,4.1641064,4.0861735,3.890021502971649,4.289272665977478,4.935431814193725,29.399668,29.2,28.389002,28.345001,1.0106666,1.013334,0.8450004160404205,1.1866664588451385,1000.0,3.0,0.6257634660993205,0.38757056977409254
Other vegetation,8409,21,5.067842,5.306125,2.890491008758545,6.873484134674072,7.8729119300842285,28.204605,28.136667,27.445236,27.46,0.75936496,0.84333485,0.5533320307731628,0.9499995112419128,2100.0,3.322219294733919,0.6840531086933603,0.15928174495577907
Other vegetation,8412,15,19.312063,19.014837,17.998608589172363,20.048583984375,21.5939998626709,28.484888,28.466667,27.082666,27.15,1.4022223,1.5400009,1.2049989700317383,1.641667366027832,1500.0,3.1760912590556813,0.6669240283822344,0.8730768871451093
Other vegetation,8414,12,20.41193,20.1293,19.95254373550415,20.57051181793213,21.71623821258545,28.97611,29.02,28.065,28.23,0.9111108,0.8816662,0.6091661304235458,1.3108330070972443,1200.0,3.0791812460476247,0.6351175560893303,0.2465486273823494
Other vegetation,8432,45,14.2285385,14.416017,13.709240913391113,14.791767120361328,15.126175880432129,28.450518,28.206667,27.96,27.7,0.49051848,0.40333366,0.3433329164981842,0.6700000762939453,4500.0,3.6532125137753435,0.6728799433006526,-0.2695462793602229
Other vegetation,8437,16,60.59772,60.662598,59.8407096862793,61.63753890991211,61.92995071411133,29.3475,29.435001,27.136875,27.135,2.2106252,2.2283335,2.1083332300186157,2.2958335280418396,1600.0,3.2041199826559246,0.607146472244571,1.6211870009609954
Other vegetation,8462,16,5.3540144,5.583344,3.3795241117477417,7.0593485832214355,7.6165900230407715,27.797916,27.778334,27.0425,27.07,0.7554166,0.706666,0.6116671413183212,0.814166709780693,1600.0,3.2041199826559246,0.7084176932037403,-0.0017517004669238556
Other vegetation,8463,57,4.8521075,5.167213,3.81988787651062,6.498985767364502,6.777025032043457,28.243977,28.25,27.48614,27.46,0.75783634,0.7733326,0.5533332824707031,0.9233328700065613,5700.0,3.7558748556724915,0.6680927051288706,0.10523989069632467
Other vegetation,8466,20,18.290003,18.051773,17.763970375061035,18.405529975891113,19.12708034515381,28.585835,28.533333,27.217999,27.16,1.3678333,1.3116665,1.1658337712287903,1.6258325576782227,2000.0,3.3010299956639813,0.6602464951410885,0.6514199935063725
Other vegetation,8467,12,24.929512,24.738487,24.021663665771484,25.021738529205322,27.37639102935791,29.175001,29.115,27.775,27.685,1.4000001,1.3966665,1.2041672468185425,1.6241672933101654,1200.0,3.0791812460476247,0.6293102983034806,0.767356228490953
Other vegetation,8471,168,19.010971,19.01863,18.35515785217285,19.5621919631958,20.338972091674805,28.725874,28.596668,28.125,27.99,0.60087305,0.6183335,0.4516661986708641,0.7008339613676071,16800.0,4.225309281725863,0.6371234029470285,-0.01878988444193208
Other vegetation,8479,31,9.586054,9.188882,8.707134246826172,10.334859371185303,11.01125717163086,28.32301,28.233334,27.93129,27.9,0.39172047,0.38666663,0.3150002062320709,0.49499988555908203,3100.0,3.4913616938342726,0.674620949512214,-0.28795432377407004
Other vegetation,8502,76,13.571202,14.887342,11.24339509010315,16.132739067077637,16.75991725921631,27.866972,27.735,27.13763,27.17,0.7293422,0.6549994,0.46333375573158264,0.9633328318595886,7600.0,3.8808135922807914,0.6969720481174264,-0.04197267277410366
Other vegetation,8525,11,2.5004933,2.2994876,2.0586100220680237,3.062071919441223,3.3222482204437256,27.780304,27.596666,27.161818,27.08,0.6184848,0.5799999,0.5466668009757996,0.6999995112419128,1100.0,3.041392685158225,0.7229123005609404,-0.14291237685488567
Other vegetation,8534,25,30.333181,30.14061,25.990331649780273,33.01588821411133,37.03650131225586,28.450401,28.243334,27.9752,27.78,0.47520012,0.45666566,0.3400001525878906,0.5699996948242188,2500.0,3.3979400086720375,0.6759554825084242,-0.21928981759715405
Other vegetation,8536,18,58.856148,59.677338,57.10813808441162,60.337162017822266,60.76150970458984,28.46889,28.165,26.698334,26.279999,1.7705555,1.865,1.6641666293144226,2.130833864212036,1800.0,3.255272505103306,0.683715493834404,1.1812845157023393
Other vegetation,8558,18,9.566321,9.526339,9.235392570495605,9.947434663772583,10.366953372955322,28.288889,28.265,27.400555,27.53,0.88833314,0.65999985,0.5416674613952637,1.231666088104248,1800.0,3.255272505103306,0.6776026399946519,-0.017602792582542492
Other vegetation,8568,123,17.342123,17.311628,16.886409759521484,17.732516288757324,18.23638343811035,28.665094,28.486668,28.303333,28.14,0.36176148,0.32666716,0.2499990463256836,0.4283335953950882,12300.0,4.089905111439398,0.6466679596290879,-0.32000079983332674
Other vegetation,8572,34,15.217188,15.284004,14.588973760604858,15.872849464416504,16.264517784118652,28.845098,28.688332,28.290295,28.220001,0.55480397,0.5016673,0.43916701525449753,0.6508331149816513,3400.0,3.531478917042255,0.6459715763190826,-0.14430425559078064
Other vegetation,8573,9,3.1256778,3.1714115,2.5627899169921875,3.4168801307678223,3.7927320480346682,28.067778,27.96,27.466667,27.51,0.60111135,0.6333332,0.5266672968864441,0.643334686756134,900.0,2.9542425094393248,0.7025171768146424,-0.06918397063788462
Other vegetation,8580,9,56.813797,56.811577,56.74784851074219,56.946571350097656,56.977257537841794,28.12926,28.07,26.29889,26.31,1.8303705,1.7400004,1.6633338928222656,2.049999952316284,900.0,2.9542425094393248,0.6957928976766593,1.0442074694879526
Other vegetation,8596,55,22.794415,22.479618,22.0497465133667,23.056594848632812,24.403591918945313,28.664425,28.36,28.013819,27.76,0.65060604,0.6033325,0.4516665041446686,0.7900002896785736,5500.0,3.7403626894942437,0.661691522494045,-0.05835900296279495
Other vegetation,8610,10,18.36342,18.499506,18.105891704559326,18.769948482513428,18.925674438476562,28.070333,28.083332,27.243,27.455,0.82733333,0.7933334,0.5575000494718552,1.058333083987236,1000.0,3.0,0.694024833262018,0.09930857795471781
Other vegetation,8614,179,18.781479,18.6965,17.92623519897461,20.085054397583008,20.901297760009765,28.243742,28.19,27.742682,27.76,0.5010613,0.4300003,0.33833441138267517,0.6483325958251953,17900.0,4.252853030979893,0.6614090875788895,-0.23140878240310825
Other vegetation,8626,76,31.8884,31.826736,31.5999493598938,32.15361309051514,32.50988006591797,27.785744,27.706667,26.287369,26.21,1.4983772,1.4449995,1.3325006067752838,1.6241673231124878,7600.0,3.8808135922807914,0.6987040700101081,0.7462953863955315
Other vegetation,8630,17,57.601498,57.610355,56.03514862060547,59.150760650634766,59.70185775756836,29.13451,29.166668,27.164118,27.39,1.9703919,1.9966666,1.699999451637268,2.1366660594940186,1700.0,3.230448921378274,0.6230011586326424,1.373665392003649
Other vegetation,8649,9,23.993128,24.24795,23.23271942138672,25.15631675720215,25.222328186035156,28.424446,28.273335,27.38,27.45,1.0444444,1.1866671,0.8233330845832825,1.2300001382827759,900.0,2.9542425094393248,0.6833631483739849,0.5033039363199238
Other vegetation,8662,30,9.017959,9.195745,8.604202032089233,9.511407136917114,9.801314544677734,27.779,27.768333,26.923,27.01,0.856,0.86500007,0.7200004309415817,0.9900004267692566,3000.0,3.4771212547196626,0.7033427711542146,0.16165729798717332
Other vegetation,8663,9,12.210656,11.843698,11.528922080993652,12.529763221740723,13.984255409240722,28.25963,28.456667,27.263332,27.75,0.9962966,0.98333424,0.8000004887580872,1.3199996948242188,900.0,2.9542425094393248,0.6721561330725593,0.3111781102250176
Other vegetation,8665,13,18.62364,18.70491,17.71526527404785,19.49705696105957,20.40770721435547,28.348717,28.193333,27.306923,27.26,1.0417949,1.2166666,1.0799999237060547,1.3400007486343384,1300.0,3.113943352306837,0.6849272750948303,0.5317393041516907
Other vegetation,8681,12,20.97762,21.046753,20.360103130340576,21.34282636642456,22.47359676361084,28.0,27.914999,27.403334,27.305,0.596667,0.58500004,0.4533332288265228,0.70416659116745,1200.0,3.0791812460476247,0.7026657103326384,-0.1176656721856657
Other vegetation,8682,10,22.837616,25.066196,17.649349689483643,27.20085906982422,28.862598609924316,28.189335,28.446667,26.344,26.68,1.8453335,1.8883339,1.7633338272571564,1.9291667640209198,1000.0,3.0,0.6718143779014845,1.216519538762639
Other vegetation,8683,10,57.027092,57.692398,56.27091312408447,58.00504207611084,58.031585693359375,27.925665,27.903334,25.89,25.845001,2.0356667,1.9666668,1.9241667091846466,2.2041670083999634,1000.0,3.0,0.7050280401306999,1.2616387775344002
Other vegetation,8699,10,28.373983,28.10514,25.469555377960205,31.0842924118042,31.845354270935058,27.916,27.855,27.172,27.08,0.74399984,0.73833334,0.6574996113777161,0.7841669619083405,1000.0,3.0,0.7079826794294173,0.030350665030116408
Other vegetation,8730,11,33.918423,33.849316,33.67959213256836,34.4301643371582,34.53357696533203,28.34182,28.503332,26.18,26.04,2.161818,2.1600006,1.9766671061515808,2.373333215713501,1100.0,3.041392685158225,0.6674882995664044,1.4925122631014422
Other vegetation,8731,13,30.893171,30.677126,30.02958106994629,31.726104736328125,32.54004135131836,27.961027,27.853334,26.62923,26.68,1.331795,1.4800009,1.0233345031738281,1.6399993896484375,1300.0,3.113943352306837,0.7057111880213713,0.7742896655171418
Other vegetation,8732,181,37.192707,36.894108,33.03825378417969,41.932044982910156,44.6839599609375,29.318989,29.23,28.739614,28.66,0.5793739,0.6000004,0.43999990820884705,0.7433338165283203,18100.0,4.2576785748691846,0.5977339889419733,0.0022663925277532915
Other vegetation,8734,9,53.81752,53.988495,52.572166442871094,54.82210159301758,56.6782341003418,29.107779,29.413334,27.49889,27.9,1.6088891,1.4699999,1.1733335256576538,1.7333335876464844,900.0,2.9542425094393248,0.6136755885629342,0.8563243208380057
Other vegetation,8744,22,8.578577,8.706043,7.863741636276245,9.116170644760132,9.583940219879151,28.676819,28.403334,28.061817,27.560001,0.61499983,0.5199992,0.39833323657512665,0.7683334201574326,2200.0,3.342422680822206,0.6673311239449644,-0.14733191787883282
Other vegetation,8752,20,17.632168,16.05675,15.546997785568237,16.64186668395996,25.424677467346193,27.727167,27.626667,26.926502,26.865,0.80066663,0.64166737,0.533332996070385,1.1574998199939728,2000.0,3.3010299956639813,0.7156704961356244,-0.07400313010779236
Other vegetation,8758,247,9.893968,9.875555,9.066295146942139,10.518956184387207,11.429114532470704,28.60066,28.476667,28.020687,27.96,0.57997304,0.54000026,0.44333329796791077,0.6333332061767578,24700.0,4.392696953259666,0.6409725421049262,-0.10097228222867494
Other vegetation,8762,12,15.889622,16.309296,14.808183670043945,17.22668695449829,17.303224182128908,27.968056,27.996666,27.260834,27.29,0.707222,0.678333,0.3858332559466362,1.019165962934494,1200.0,3.0791812460476247,0.6976734530873367,-0.0193404686398575
Other vegetation,8780,11,57.477943,57.525307,57.3460807800293,57.59608268737793,57.852027893066406,27.60788,27.53,25.817272,25.68,1.7906059,1.7899996,1.6716658473014832,1.8516671061515808,1100.0,3.041392685158225,0.7269875364541083,1.0630120677710504
Other vegetation,8781,1653,24.300098,25.167847,20.643476486206055,27.90096664428711,31.41156883239746,29.122885,28.986668,28.246092,28.16,0.8767937,0.8466657,0.650000274181366,1.0600000619888306,165300.0,5.218272853571447,0.5926009183386372,0.25406476206984063
Other vegetation,8803,112,12.081018,12.232616,11.20278811454773,12.888683557510376,13.819688987731933,28.925356,29.0,28.034107,28.26,0.89125013,0.75333345,0.6358329653739929,1.1433338820934296,11200.0,4.049218022670182,0.6161356780780641,0.13719777128564437
Other vegetation,8827,9,-8.081657,-11.625968,-12.335175514221191,-11.372011184692383,-4.002376174926752,28.05852,28.04,26.944445,27.02,1.114074,1.1766669,0.8666661381721497,1.2266654968261719,900.0,2.9542425094393248,0.6976267071904995,0.4790401486215733
Other vegetation,8832,476,8.833659,8.76942,7.605037808418274,9.792335987091064,10.452138900756836,28.600035,28.6,27.968256,27.974998,0.6317788,0.57333374,0.4966670721769333,0.7325002551078796,47600.0,4.6776069527204935,0.6274989897089289,-0.05416524947455392
