patch_id,corner,bivariate_id,n_pixels,area_m2,canopy_height_max,elevation,slope,tpi_50m,dist_ocean,dist_inland_water,building_50m,impervious_50m
944,cool-stable,1,14,1400.0,24.9685,10.068001,7.4766345,-0.022279844,1220.1831,170.14694,0.046085715,0.07373016
945,cool-stable,1,11,1100.0,25.097,25.632,2.2903814,0.07332062,2220.0225,50.990196,0.0062181815,0.20116724
946,cool-stable,1,166,16600.0,25.1515,3.9405,0.5702044,-0.013619995,1085.8403,42.426407,0.012233736,0.09552878
947,cool-stable,1,26,2600.0,25.2735,6.5975,7.740798,-0.40549994,51.925823,500.0,0.0,0.0
948,cool-stable,1,18,1800.0,25.934,25.605999,4.575742,0.7624197,2136.457,81.54234,0.0,0.0021742112
949,cool-stable,1,45,4500.0,26.087,24.734,0.46286616,-0.12004005,2904.1006,328.93768,0.0,0.082375854
950,cool-stable,1,36,3600.0,26.9025,18.9525,3.385408,0.3032403,1521.0029,188.94147,0.0,0.0
951,cool-stable,1,11,1100.0,21.767,13.338,1.6867265,-0.37084043,693.1089,221.35944,0.0,0.0
952,cool-stable,1,13,1300.0,29.061,21.13,3.8421829,0.18208054,2066.035,152.31546,0.043015383,0.041006647
953,cool-stable,1,39,3900.0,1.378,31.101,11.125416,-1.2083195,2851.561,500.0,0.0,0.5165495
954,cool-stable,1,22,2200.0,23.3575,12.375,8.465992,0.45420033,1140.7233,124.44647,0.059418187,0.08443322
955,cool-stable,1,18,1800.0,31.845001,17.442,3.5076346,-0.27142054,2164.544,168.0694,0.03268889,0.067249656
956,cool-stable,1,12,1200.0,35.783997,18.138,3.468903,-0.09791961,3000.0,64.03124,0.0,0.026728397
957,cool-stable,1,18,1800.0,24.7355,11.7675,0.6656923,-0.12514013,1473.3269,33.83914,0.0,0.00627572
958,cool-stable,1,22,2200.0,25.620499,22.831001,5.546076,-0.11133957,2017.3,17.071068,0.0028181819,0.06570707
959,cool-stable,1,40,4000.0,28.717,18.0285,2.2970238,-0.3485003,3000.0,141.77403,0.0,0.030021604
960,cool-stable,1,28,2800.0,22.527,19.687,1.8439033,-0.39076006,338.89487,248.79053,0.0,0.04525573
961,cool-stable,1,26,2600.0,27.1115,21.715,4.667596,-0.2911998,2091.3271,43.573883,0.011815385,0.05225071
962,cool-stable,1,59,5900.0,29.329,16.482,2.968382,-0.08739914,3000.0,58.309517,0.0,0.029127432
963,cool-stable,1,19,1900.0,25.868,25.683,5.615436,-0.9213203,2208.71,125.299644,0.036526315,0.09122157
964,cool-stable,1,21,2100.0,23.277,3.89,0.5202871,-0.021079969,1080.0463,20.0,0.0,0.21412699
965,cool-stable,1,11,1100.0,26.839,15.356,11.107231,-0.80608004,1225.3978,53.851646,0.030909091,0.071077436
966,cool-stable,1,26,2600.0,26.2485,24.826,0.6047641,-0.18554035,2945.4443,321.0138,0.0,0.08223172
967,cool-stable,1,10,1000.0,23.119,18.478,3.8743477,0.1579205,1021.4938,207.06685,0.0,0.0
968,cool-stable,1,21,2100.0,31.924,13.724,3.2358124,0.15263954,3000.0,20.0,0.018723808,0.04686067
969,cool-stable,1,15,1500.0,29.139,14.38,6.3910575,-0.3950398,1480.0,170.0,0.019013334,0.04325103
970,cool-stable,1,12,1200.0,26.3595,7.2054996,2.6676164,-0.57036006,1436.4807,275.8623,0.0,0.10461935
971,cool-stable,1,12,1200.0,5.6866283,12.2115,13.012872,-2.3681798,1744.6611,500.0,0.020566666,0.34047326
972,cool-stable,1,286,28600.0,29.1585,11.990999,1.2838614,-0.10500002,1386.4163,50.4951,0.007492308,0.026573857
973,cool-stable,1,23,2300.0,26.134,11.961,3.1786716,-0.33372003,1275.3431,98.48858,0.0031130437,0.12409017
974,cool-stable,1,9,900.0,24.532,15.252,14.711569,-0.5889602,1176.1803,60.0,0.07048889,0.07641975
975,cool-stable,1,18,1800.0,25.467,12.7255,2.630807,-0.54134005,690.106,101.23957,0.0,0.0
976,cool-stable,1,1608,160800.0,29.939999,17.052502,2.7815342,-0.052020416,2724.656,127.27922,0.00053383084,0.007754438
977,cool-stable,1,35,3500.0,24.52,14.183,1.2357324,-0.29507992,3000.0,50.0,0.0,0.010708994
978,cool-stable,1,14,1400.0,25.428501,14.0355,1.0711956,-0.26528,3000.0,85.73164,0.00020000001,0.027169313
979,cool-stable,1,9,900.0,19.726,11.925,6.83127,0.10231991,1455.8159,342.0526,0.0,0.18292181
980,cool-stable,1,24,2400.0,22.817501,1.0465,0.32564694,-0.07481997,1187.8761,21.18034,0.0,0.16338992
981,cool-stable,1,13,1300.0,21.29,0.9,0.17142366,-0.07067998,579.74133,110.0,0.0,0.0
982,cool-stable,1,14,1400.0,27.751,26.109001,7.850054,0.44614,3000.0,112.470245,0.014714286,0.09281305
983,cool-stable,1,10,1000.0,24.1285,1.115,0.78110045,-0.010379983,1207.8628,10.0,0.0,0.00037037037
984,cool-stable,1,17,1700.0,27.21,21.61,3.7488956,0.12179954,2035.387,56.568542,0.020894118,0.063035585
985,cool-stable,1,13,1300.0,27.469,22.276,2.842441,-0.6592009,3000.0,134.53624,0.023938464,0.23813866
986,cool-stable,1,9,900.0,24.778,22.482,1.4374828,-0.29171944,1531.0127,233.45236,0.083511114,0.441797
987,cool-stable,1,10,1000.0,23.643501,8.7105,5.8843517,-0.006819917,1405.0178,198.61542,0.0,0.1832963
988,cool-stable,1,20,2000.0,10.0935,12.9465,12.914415,-0.28058016,1465.7244,424.55032,0.0,0.5459321
989,cool-stable,1,34,3400.0,26.499,27.0075,0.9262763,-0.18484005,2257.9082,226.48814,0.026529413,0.029179376
990,cool-stable,1,61,6100.0,25.69,13.208,2.0254045,-0.1786396,1722.6143,36.05551,0.014708197,0.09667881
991,cool-stable,1,66,6600.0,27.661,15.476999,3.0003386,0.060839538,3000.0,80.31129,0.005466667,0.0041900487
992,cool-stable,1,13,1300.0,21.529,23.446,18.284101,0.48127922,1420.2112,76.15773,0.0,0.0
993,cool-stable,1,190,19000.0,26.291,16.663,6.6085043,-0.114840075,1124.433,92.19544,0.0019789475,0.01957245
994,cool-stable,1,13,1300.0,23.141,12.09,2.7529442,0.4017597,834.386,292.74564,0.0,0.0
995,cool-stable,1,12,1200.0,20.804,9.650499,2.578528,0.06671971,210.43219,252.48668,0.0,0.0
996,cool-stable,1,21,2100.0,26.093,12.613,1.3559793,-0.10787987,1650.9694,22.36068,0.008285714,0.012463258
997,cool-stable,1,34,3400.0,25.5245,16.9235,6.25747,-0.7587192,1017.0298,206.03394,0.03655294,0.06995279
998,cool-stable,1,17,1700.0,30.924,15.784,0.95452553,-0.15660042,2071.183,167.63054,0.014305882,0.15002178
999,cool-stable,1,9,900.0,23.735,12.722,3.6343274,-0.96276003,764.0026,177.20045,0.0,0.0
1000,cool-stable,1,27,2700.0,25.716,27.197,1.8457042,-0.315999,2037.6947,270.73972,0.017703703,0.07958847
1001,cool-stable,1,11,1100.0,28.956,25.162,5.130209,-0.78464013,2705.6238,176.91806,0.036399998,0.11147025
1002,cool-stable,1,124,12400.0,26.312,1.4685,1.3123815,-0.099720016,1042.1853,60.0,0.014787097,0.050246913
1003,cool-stable,1,16,1600.0,24.425499,13.716,5.348245,0.0066199685,2154.4604,225.03557,0.000225,0.00341821
1004,cool-stable,1,10,1000.0,2.824,34.356,11.712429,-1.2836609,2956.6099,400.93582,0.0,0.29617283
1005,cool-stable,1,107,10700.0,28.547,12.219,0.6403458,-0.037519723,1506.5525,14.142136,0.0038654206,0.032428753
1006,cool-stable,1,12,1200.0,23.856499,16.7415,2.7627478,-0.34532014,2346.9434,229.4515,0.0,0.24511318
1007,cool-stable,1,93,9300.0,26.631,21.885,3.5017283,-0.11243927,2572.6638,63.245552,0.00097204297,0.03855038
1008,cool-stable,1,23,2300.0,27.42,12.938,2.3135376,-0.22852,1414.2136,22.36068,0.009391304,0.18340312
1009,cool-stable,1,9,900.0,22.223,17.595,1.5835044,-0.9483207,1166.0618,174.64249,0.0,0.0
1010,cool-stable,1,154,15400.0,23.7835,6.9729996,2.9380322,-0.18740016,287.48755,370.67468,0.0,0.000110630106
1011,cool-stable,1,21,2100.0,24.815,24.71,2.2279859,-0.34691933,1817.3058,22.36068,0.026038095,0.11182834
1012,cool-stable,1,20,2000.0,25.2925,12.1565,1.1819732,-0.15219998,1749.9426,28.284271,0.029539999,0.072530866
1013,cool-stable,1,16,1600.0,17.55,22.7145,17.41476,-0.50922024,445.75772,361.31702,0.0,0.0
1014,cool-stable,1,19,1900.0,22.444,12.173,3.3380117,0.3206797,303.64453,359.02646,0.0,0.010890189
1015,cool-stable,1,38,3800.0,23.184,17.064,3.2351024,-0.27540022,1064.7251,332.4154,0.0,0.0
1016,cool-stable,1,19,1900.0,24.356,1.208,4.403686,-0.25959992,31.622776,402.24368,0.0,0.0
1017,cool-stable,1,47,4700.0,23.741,4.518,3.4004822,-0.18868,888.4256,152.31546,0.03196596,0.25800893
1018,cool-stable,1,12,1200.0,23.9925,11.556,4.9534283,0.015059702,1163.3141,107.70329,0.0,0.00021604938
1019,cool-stable,1,19,1900.0,24.265,16.681,3.9950092,-0.5315602,2217.7466,106.30146,0.0,0.10060429
1020,cool-stable,1,17,1700.0,23.599,18.872,1.7424906,-0.23760018,2290.786,191.04973,0.0023058823,0.0
1021,cool-stable,1,10,1000.0,25.0665,18.747,1.312537,-0.28280044,2443.2026,70.35534,0.058239996,0.13576543
1022,cool-stable,1,108,10800.0,28.037498,15.198,2.2055533,-0.11825964,3000.0,28.284271,0.0068037035,0.043182444
1023,cool-stable,1,9,900.0,25.077,2.623,3.7818801,-1.03772,1290.3489,161.55495,0.0,0.40916324
1024,cool-stable,1,64,6400.0,23.849,4.0804996,5.323325,-0.33876002,43.573883,430.29056,0.0,0.0
1025,cool-stable,1,10,1000.0,24.946499,15.432,3.7022915,-0.10071988,2119.87,15.0,0.0,0.32182714
1026,cool-stable,1,37,3700.0,26.596,14.243,4.2072043,-0.0124000935,2852.7178,53.851646,0.0,0.051438104
1027,cool-stable,1,9,900.0,21.998,11.092,5.1996765,0.7713199,930.0538,111.8034,0.0548,0.22053498
1028,cool-stable,1,56,5600.0,27.321,20.321499,1.1374859,-0.11269978,2618.873,20.0,0.0,0.034232803
1029,cool-stable,1,38,3800.0,26.685001,10.1825,8.4946995,-0.23602048,1225.082,40.0,0.014178948,0.04451592
1030,cool-stable,1,25,2500.0,23.381,15.655,4.0300555,-0.14332001,845.99054,210.95023,0.0,0.0
1031,cool-stable,1,15,1500.0,25.586,20.754,3.0539997,-0.37983918,2710.6458,50.990196,0.012853334,0.035259258
1032,cool-stable,1,30,3000.0,27.3065,8.174,3.0244372,-0.6868199,1248.6589,40.61553,0.00038666665,0.026502056
1033,cool-stable,1,24,2400.0,24.554,1.062,0.3869508,-0.03883996,1012.4969,36.05551,0.0,0.0
1034,cool-stable,1,12,1200.0,25.483,3.4980001,2.9187317,-0.51678,134.53624,241.34982,0.0,0.0
1035,cool-stable,1,49,4900.0,24.683,7.105,3.6431139,-0.32748017,101.98039,367.96738,0.0,0.0
1036,cool-stable,1,15,1500.0,21.474,11.827,1.1822082,0.09295982,2917.276,10.0,0.0,0.0
1037,cool-stable,1,9,900.0,31.445,25.341,4.012617,-0.25095925,2473.0952,152.31546,0.0,0.103155
1038,cool-stable,1,41,4100.0,26.483,18.431,6.8166623,-0.5102806,1315.2186,110.0,0.0071024387,0.15381813
1039,cool-stable,1,18,1800.0,26.1325,5.566,12.8006935,-0.17743994,1033.1743,25.322475,0.0,0.03255144
1040,cool-stable,1,12,1200.0,6.71,8.836,12.224253,1.0459803,424.6167,302.48517,0.0,0.26358023
1041,cool-stable,1,16,1600.0,23.833,0.8825,2.3683321,-0.50036,90.0,257.1867,0.0,0.0
1042,cool-stable,1,17,1700.0,27.508,22.406,2.6744256,0.1830809,2361.779,138.92444,0.023882352,0.092904866
1043,cool-stable,1,21,2100.0,29.452,17.074,4.356779,-0.0410799,2049.4146,271.66156,0.04135238,0.13310406
1044,cool-stable,1,18,1800.0,24.011,12.578,1.7097914,-0.17949963,1026.3748,53.851646,0.0,2.7434842e-05
1045,cool-stable,1,42,4200.0,23.0155,6.281,3.022026,-0.30242008,100.249374,283.72473,0.0,0.0
1046,cool-stable,1,14,1400.0,29.3455,19.2495,2.1666603,-0.15120034,1800.4146,107.37985,0.023571428,0.12709877
1047,cool-stable,1,11,1100.0,25.76,21.98,1.6260124,0.089359894,3000.0,161.24515,0.1488,0.3716386
1048,cool-stable,1,35,3500.0,24.658,1.11,0.7707395,-0.12048003,1202.0815,14.142136,0.0,0.12121694
1049,cool-stable,1,644,64400.0,26.959,1.423,1.4049499,-0.10999999,746.3913,40.0,0.003642236,0.02010678
1050,cool-stable,1,28,2800.0,24.301498,4.6595,4.5371914,-0.11585998,191.04973,205.05803,0.0,0.0
1051,cool-stable,1,35,3500.0,25.692,1.391,0.98241407,-0.10776003,139.28389,202.23749,0.0,0.0
1052,cool-stable,1,108,10800.0,27.0895,18.331001,1.828686,-0.1480597,2251.1108,148.66069,0.0,0.007932099
1053,cool-stable,1,23,2300.0,26.039,1.488,1.5322866,-0.09656004,1190.0,50.990196,0.0,0.15117015
1054,cool-stable,1,76,7600.0,27.4775,24.524502,6.966751,-0.30231965,1188.4865,169.85281,0.013878948,0.08462963
1055,cool-stable,1,26,2600.0,26.539501,2.843,3.3823705,-0.29579994,862.84326,22.36068,0.059553847,0.048993353
1056,cool-stable,1,69,6900.0,28.406,17.175,2.709,-0.0676791,1827.0469,36.05551,0.018243479,0.09317588
1057,cool-stable,1,10,1000.0,26.761002,21.8765,2.598554,-0.6202194,2686.601,259.7112,0.055519998,0.14995062
1058,cool-stable,1,16,1600.0,7.872,8.9105,13.081264,0.75254047,428.65823,325.4228,0.005075,0.16726851
1059,cool-stable,1,65,6500.0,24.782,1.704,1.2643362,-0.14076,1159.4827,150.0,0.0006092308,0.14894587
1060,cool-stable,1,10,1000.0,21.689,14.628,0.23310465,-0.06340021,1181.2281,294.4345,0.0,0.0
1061,cool-stable,1,67,6700.0,25.536,10.188,2.4884822,-0.40955994,957.07886,230.0,0.0,0.019087894
1062,cool-stable,1,23,2300.0,26.818,20.017,0.80295753,-0.2281192,1339.5896,120.0,0.0,0.09464841
1063,cool-stable,1,11,1100.0,23.728,21.972,16.654531,-0.104120485,1087.0603,107.70329,0.00018181819,0.15560044
1064,cool-stable,1,63,6300.0,24.796,25.13,3.1907477,-0.1568402,2778.4888,180.27756,0.02199365,0.06442092
1065,cool-stable,1,9,900.0,23.306,15.733,5.4147177,-0.030000076,823.46826,214.7091,0.0,0.011742112
1066,cool-stable,1,42,4200.0,30.168,25.3025,3.0927553,-0.27512026,1133.6001,183.43689,0.02102857,0.065875955
1067,cool-stable,1,13,1300.0,28.119,22.674,8.23572,-0.036960676,1132.166,110.453606,0.0,0.0
1068,cool-stable,1,10,1000.0,24.908,17.5555,1.7830446,0.025740566,1189.3273,351.20435,0.0,0.0
1069,cool-stable,1,9,900.0,26.344,19.555,6.712933,0.15064041,2604.0354,42.426407,0.008222222,0.070452675
1070,cool-stable,1,35,3500.0,24.693,21.485,2.3423371,-0.14288017,2675.687,70.0,0.022297142,0.02908642
1071,cool-stable,1,11,1100.0,24.858,8.392,4.2215123,0.80272,1960.8417,347.85052,0.0,0.0
1072,cool-stable,1,25,2500.0,24.074,10.434,0.36341143,-0.20111984,1863.0083,89.44272,0.0172,0.06814814
1073,cool-stable,1,74,7400.0,22.946,21.799,4.220383,-0.25961986,984.5303,201.24611,0.0056,0.031798467
1074,cool-stable,1,14,1400.0,26.8485,11.774,4.0561695,-0.2978,791.58075,230.74373,0.0,0.023844797
1075,cool-stable,1,79,7900.0,22.934,5.07,3.996906,-0.35439995,219.31714,228.0351,0.0003594937,0.030748554
1076,cool-stable,1,122,12200.0,24.2855,4.1875,4.534644,-0.17797998,79.051254,404.72205,0.0022721312,1.1131349e-05
1077,cool-stable,1,14,1400.0,25.5755,24.694,4.6383066,-0.13829982,1755.5463,181.79529,0.005142857,0.1985097
1078,cool-stable,1,17,1700.0,30.347,8.02,1.1604345,-0.40263999,1100.727,30.0,0.0,0.0
1079,cool-stable,1,63,6300.0,26.325,8.127,3.9542298,0.13527979,1802.3596,150.33296,0.0,0.0
1080,cool-stable,1,22,2200.0,25.557,21.6825,4.207243,-0.17588013,1317.1555,106.05318,0.07127272,0.33513469
1081,cool-stable,1,20,2000.0,23.046,9.1545,9.177235,0.77061987,684.0641,106.05318,0.0033999998,0.020759258
1082,cool-stable,1,46,4600.0,27.897,20.1815,1.1262507,-0.20841965,1267.6553,109.98497,0.0053217392,0.21473698
1083,cool-stable,1,19,1900.0,27.096,17.343,1.0335929,0.013040772,2562.2256,10.0,0.0,0.0048538013
1084,cool-stable,1,85,8500.0,29.734,25.979,2.917787,-0.09836067,2859.7378,272.94687,0.020310588,0.10672622
1085,cool-stable,1,59,5900.0,24.413,2.089,4.685087,-0.10864001,31.622776,500.0,0.0011050848,0.0
1086,cool-stable,1,26,2600.0,26.9235,27.2085,3.128971,-0.19198024,1044.7723,246.98178,0.0,0.00060303893
1087,cool-stable,1,17,1700.0,22.011,10.413,0.643704,-0.017920151,1824.3903,50.0,0.0,0.019941902
1088,cool-stable,1,31,3100.0,28.481,7.957,7.1805243,-0.60679984,618.1424,136.01471,0.0,0.07694942
1089,cool-stable,1,40,4000.0,24.8905,10.0715,0.7081187,-0.16656017,1741.2494,22.36068,0.01092,0.13863271
1090,cool-stable,1,19,1900.0,23.485,21.191,3.4945116,-0.23371948,1428.0056,184.39088,0.004063158,0.08241715
1091,cool-stable,1,15,1500.0,24.717,18.496,5.0160804,0.80572057,763.21686,250.0,0.01344,0.075358026
1092,cool-stable,1,55,5500.0,25.103,16.488,1.1107656,-0.13464057,2180.8254,36.05551,0.0,0.019243546
1093,cool-stable,1,35,3500.0,24.141,10.453,0.9908786,-0.005719681,2613.5415,22.36068,0.0,0.15712522
1094,cool-stable,1,11,1100.0,29.425,26.67,3.895648,0.24499984,2864.35,226.71568,0.0,0.0
1095,cool-stable,1,18,1800.0,24.179,21.1975,3.0883164,-0.14097935,1612.3105,99.74685,0.043022223,0.09602194
1096,cool-stable,1,9,900.0,20.326,8.621,9.516186,-0.43856022,642.57294,100.49875,0.019955555,0.13340193
1097,cool-stable,1,13,1300.0,25.283,3.572,4.3453865,-0.3596,611.31006,20.0,0.015199999,0.078471035
1098,cool-stable,1,54,5400.0,25.4235,14.3925,2.885387,-0.46848014,1159.2885,382.03308,0.0,0.07968907
1099,cool-stable,1,16,1600.0,27.505001,15.457001,6.334668,0.087280214,1711.503,10.0,0.007075,0.19216049
1100,cool-stable,1,275,27500.0,28.667,8.354,0.97146535,-0.09632009,1146.342,108.16654,0.0,0.057618856
1101,cool-stable,1,15,1500.0,19.029,14.516,5.603067,-0.7180397,1018.332,186.01076,5.3333333e-05,0.0
1102,cool-stable,1,16,1600.0,26.476,18.925,3.023334,-0.4178198,2465.2537,163.4002,0.051675,0.23618828
1103,cool-stable,1,15,1500.0,27.108,28.037,2.4531114,-0.40616074,1009.75244,198.49434,0.0,0.0
1104,cool-stable,1,15,1500.0,25.606,20.716,2.64952,-0.22180039,3000.0,80.622574,0.066,0.22457615
1105,cool-stable,1,24,2400.0,9.9935,2.8625,6.7830334,0.003080008,76.71184,355.91925,0.0,0.25691357
1106,cool-stable,1,49,4900.0,25.801,7.033,3.3009875,0.19595984,1685.141,165.52946,0.01587755,0.004169816
1107,cool-stable,1,20,2000.0,31.4795,28.1285,0.5319621,-0.18618003,2426.3652,246.26297,0.014040001,0.19343826
1108,cool-stable,1,48,4800.0,25.783,10.637,0.8194516,-0.09563999,1811.3254,53.851646,0.00029999999,0.07119856
1109,cool-stable,1,9,900.0,28.574,15.857,3.28119,-0.2990403,720.90216,260.7681,0.020044444,0.24367626
1110,cool-stable,1,54,5400.0,25.5455,17.43,2.2991881,-0.22888023,2264.299,30.811388,0.0,0.014428441
1111,cool-stable,1,96,9600.0,27.1545,14.509,11.123817,0.58471996,525.4042,90.0,0.00037500003,0.08897505
1112,cool-stable,1,9,900.0,19.437,0.927,1.4407467,-0.305,31.622776,500.0,0.0,0.00015089163
1113,cool-stable,1,9,900.0,28.761,17.021,6.971455,-0.41523972,2999.2332,14.142136,0.00026666664,0.032565158
1114,cool-stable,1,11,1100.0,24.635,19.717,4.4013243,-0.67916054,3000.0,120.83046,0.0053454544,0.1685073
1115,cool-stable,1,57,5700.0,25.871,3.103,3.455136,0.105799936,483.73547,14.142136,0.0021684212,0.013125406
1116,cool-stable,1,26,2600.0,25.213501,13.347,3.1248484,-0.5309804,972.1616,298.49393,9.2307695e-05,0.31853753
1117,cool-stable,1,24,2400.0,23.877,13.403999,4.5214887,-0.20694011,1228.9219,256.0251,0.0,0.17766462
1118,cool-stable,1,23,2300.0,20.71,2.184,7.1259975,0.029520027,14.142136,500.0,0.008939131,0.00012882448
1119,cool-stable,1,20,2000.0,27.897,22.5,5.3356123,-0.45754027,1201.0408,33.83914,0.00022,0.18448147
1120,cool-stable,1,52,5200.0,23.045,13.427,2.9012673,-0.32734007,1103.7664,139.10416,0.0,0.0
1121,cool-stable,1,39,3900.0,21.812,2.217,5.2102065,0.35324,36.05551,500.0,0.006174359,0.0019119976
1122,cool-stable,1,11,1100.0,24.06,26.562,4.846098,0.047159653,2767.255,276.58633,0.0,0.0
1123,cool-stable,1,48,4800.0,24.5625,13.0955,3.3572636,-0.4645198,1781.7805,408.04413,0.0,0.0
1124,cool-stable,1,35,3500.0,27.23,17.019,4.10836,0.2755593,1609.0991,22.36068,0.0,0.22659965
1125,cool-stable,1,13,1300.0,24.769,17.571,1.805826,-0.2484793,2401.6868,53.851646,0.0,0.1262868
1126,cool-stable,1,193,19300.0,25.902,19.051,0.954895,-0.08967964,2290.546,111.8034,0.0064041447,0.045595214
1127,cool-stable,1,136,13600.0,24.442001,8.3755,2.495614,-0.10083995,742.9995,41.231056,0.00045588234,0.0019045025
1128,cool-stable,1,10,1000.0,24.635,8.120501,3.4911456,-0.47209972,905.3583,14.142136,0.0,0.007814815
1129,cool-stable,1,24,2400.0,23.5205,16.416,0.28379864,-0.15543945,2137.393,30.0,0.0,0.021147119
1130,cool-stable,1,10,1000.0,27.229,16.729,2.483749,-0.1952002,2993.1501,17.071068,0.0132,0.054839503
1131,cool-stable,1,16,1600.0,32.822502,23.6245,3.8537612,-0.37596017,2899.8794,162.78821,0.0,0.06428241
1132,cool-stable,1,69,6900.0,23.92,14.686,2.0263588,-0.45111978,1841.331,326.95563,0.0,0.0
1133,cool-stable,1,293,29300.0,27.956,10.494,0.7701571,-0.039919816,1814.635,44.72136,0.00014061434,0.010879366
1134,cool-stable,1,48,4800.0,29.166,13.373501,2.7806065,-0.45693982,1135.9578,343.93768,0.056791667,0.28155863
1135,cool-stable,1,26,2600.0,29.580502,8.8654995,1.1135459,-0.23424017,1192.3708,12.071068,0.0011692307,0.034311492
1136,cool-stable,1,14,1400.0,25.751,20.01,2.7045693,-0.2677005,2130.9033,265.59436,0.0,0.4857231
1137,cool-stable,1,32,3200.0,28.2345,5.6705,11.557268,-0.25425988,495.27597,53.851646,0.0,0.04699074
1138,cool-stable,1,9,900.0,28.213,12.686,1.6612728,0.043560296,1212.4768,290.17236,0.0,0.2288203
1139,cool-stable,1,31,3100.0,25.821,21.74,5.234931,-0.42359948,2647.0552,92.19544,0.046812903,0.08195938
1140,cool-stable,1,48,4800.0,26.755001,13.439,0.45460016,-0.12163982,1091.6494,42.426407,0.033491667,0.07487912
1141,cool-stable,1,27,2700.0,23.783,14.475,2.5259602,-0.37295982,657.95135,50.990196,0.037792593,0.30955192
1142,cool-stable,1,158,15800.0,28.5755,17.445,1.1815407,-0.094279364,2926.8838,63.245552,0.0,0.0
1143,cool-stable,1,117,11700.0,27.472,23.387,2.9635386,-0.14327964,1282.2246,150.0,0.0090666665,0.06474939
1144,cool-stable,1,10,1000.0,24.314,25.546,1.6119815,-0.5363594,2180.1704,21.18034,0.00736,0.055901237
1145,cool-stable,1,15,1500.0,27.13,13.358,0.5078559,-0.09640007,1033.102,282.8427,0.10544,0.23255967
1146,cool-stable,1,19,1900.0,27.508,18.106,0.64380676,-0.10339913,2331.7375,63.245552,0.0,0.12322936
1147,cool-stable,1,9,900.0,24.51,5.451,3.4215667,-0.2718399,1036.002,90.0,0.027111113,0.38074076
1148,cool-stable,1,80,8000.0,25.829498,14.981501,0.96133614,-0.15034008,843.9491,184.39088,0.042515002,0.12495679
1149,cool-stable,1,22,2200.0,28.431,13.404,0.5434969,-0.060320012,1103.6965,333.54092,0.10714545,0.2571212
1150,cool-stable,1,10,1000.0,23.735,9.294001,3.4878604,-0.091379866,663.8823,140.88902,0.14196,0.26744443
1151,cool-stable,1,36,3600.0,27.7955,8.973,5.4856176,-0.9449197,709.15356,141.23105,0.004677778,0.2441118
1152,cool-stable,1,16,1600.0,28.2625,8.819,1.2391672,-0.054600086,1229.4097,12.071068,0.0,0.20515431
1153,cool-stable,1,9,900.0,26.136,15.744,8.4193535,-0.5347597,2426.376,85.44003,0.0,0.023251029
1154,cool-stable,1,13,1300.0,28.547,27.989,2.7216763,-0.59175986,921.3034,340.0,0.0,0.070303895
1155,cool-stable,1,10,1000.0,24.405499,23.8915,3.5359406,0.08855988,1419.4009,191.57173,0.0,0.098901235
1156,cool-stable,1,20,2000.0,22.6125,13.4325,3.7917752,0.16172016,463.3532,163.85622,0.07514,0.14937654
1157,cool-stable,1,176,17600.0,28.376,19.125,2.9588656,-0.15782017,2838.1067,41.231056,0.0002068182,0.041861672
1158,cool-stable,1,14,1400.0,31.435501,24.6245,4.458578,-0.31513983,2098.3667,12.071068,0.0,0.00024691358
1159,cool-stable,1,100,10000.0,25.425,1.1745,0.6311892,-0.02880001,290.68884,44.72136,0.001376,0.004250617
1160,cool-stable,1,10,1000.0,23.7045,17.2345,1.7839851,0.107819974,2216.3484,47.36068,0.0,0.031975307
1161,cool-stable,1,31,3100.0,25.468,28.407,1.8815303,-0.1437609,1788.9941,281.78006,0.020129032,0.07431302
1162,cool-stable,1,23,2300.0,25.272,17.298,2.9904728,0.044719316,2068.9128,194.16489,0.0,0.31592056
1163,cool-stable,1,80,8000.0,27.710499,13.639,0.91324395,-0.06267996,1026.6931,250.39935,0.083964996,0.2128179
1164,cool-stable,1,19,1900.0,28.144,12.825,1.5196784,-0.088239975,1147.9111,317.80496,0.007852632,0.2240481
1165,cool-stable,1,87,8700.0,26.235,4.405,2.978779,-0.1270401,1151.0864,50.0,0.00029425288,0.0036284945
1166,cool-stable,1,12,1200.0,26.4045,11.9585,3.1382375,-0.55341965,1226.0237,402.11908,0.0968,0.1707613
1167,cool-stable,1,17,1700.0,24.817,17.205,1.3582574,0.08756054,2182.888,20.0,0.0,0.11599129
1168,cool-stable,1,16,1600.0,29.9395,27.3725,3.131105,-0.30734006,1522.2184,130.76474,0.0,0.0
1169,cool-stable,1,87,8700.0,26.948,23.032,2.6166215,-0.40503907,797.1198,245.96748,0.0017103448,0.034370657
1170,cool-stable,1,58,5800.0,24.639,1.666,3.7163577,-0.4597,903.4929,47.36068,0.0030827587,0.13137718
1171,cool-stable,1,41,4100.0,24.778,13.604,4.899353,-0.32308045,600.0,28.284271,0.042760976,0.2281391
1172,cool-stable,1,10,1000.0,23.257,17.1325,3.570758,-1.29594,812.7113,190.38669,0.00292,0.42170373
1173,cool-stable,1,26,2600.0,27.2565,10.0805,1.0239184,-0.16020009,1708.4641,14.142136,0.049861535,0.120019
1174,cool-stable,1,16,1600.0,8.1875,3.7154999,8.352274,0.79576,10.0,500.0,0.00025,0.37395832
1175,cool-stable,1,12,1200.0,25.7615,15.6395,5.485897,-0.31566036,2354.7075,127.84184,0.0,0.25737655
